50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.342001,,,,,,,,,,,,,3836c0d4-c163-423c-9307-b29f8411d508,445,,"[100.2, 40.0]",3900565,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yann Jouffre,3102.0,Right Midfield,23,Lorient,165,"['43b33c27-afe6-4f80-a60d-461cb49673ae', '4a5433d9-c31a-46fb-8ea2-b8715f61f5a7']",53,,Right Foot,"[120.0, 51.9, 1.7]",True,"[{'location': [106.5, 60.2], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 59.0], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 65.4], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 50.6], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 42.2], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 41.2], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 34.9], 'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 40.4], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.0, 26.3], 'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.2, 40.7], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 67.7], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.2, 38.7], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.8, 31.5], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.4, 52.8], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.06080291,Volley,Open Play,,,,Lorient,165,00:07:53.012,Shot,True
,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,935ba3d3-b8af-4514-81f4-af28576d2d74,802,,"[96.0, 50.4]",3900565,19,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Alejandro Bedoya,12351.0,Right Wing,44,Nantes,144,"['b38a9e15-95e1-44c7-b0d5-ba2500e4ae16', 'fcf66536-834c-4815-9d8d-c15040889bd1']",11,,Left Foot,"[101.5, 47.2]",,"[{'location': [108.1, 33.3], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 57.5], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 46.8], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 38.4], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.5, 24.5], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.4, 54.6], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.1, 46.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 47.9], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 29.0], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.7, 39.5], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 40.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.3, 25.3], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",f8a9a9bd-934b-4f1c-bef1-2aa5cbdc7e0a,,Blocked,0.040479492,Normal,Open Play,,,,Nantes,144,00:19:11.028,Shot,
,,,,,,,,,,,,,,,,,0.323204,,,,,,,,,,,,,49c9a0e5-7661-43d8-9779-dd1870517634,937,,"[89.5, 28.2]",3900565,21,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abdul Majeed Waris,7615.0,Right Center Forward,50,Lorient,165,"['e2fa5f11-886e-4ed6-98f6-2180dd459311', 'f5ca8f99-d104-47db-8152-d4542356cf8c']",42,,Right Foot,"[101.1, 32.0]",,"[{'location': [117.9, 38.4], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 41.3], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 43.2], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 31.9], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 28.4], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [77.4, 53.9], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [81.6, 39.5], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.9, 40.0], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.9, 49.6], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.0, 32.9], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",56a06c15-d49b-4760-a6e6-849d225b6373,,Blocked,0.018879559,Normal,Open Play,,,,Lorient,165,00:21:42.654,Shot,
,,,,,,,,,,,,,,,,,0.126706,,,,,,,,,,,,,24b3289b-3d88-4125-bc68-464518357a65,1378,,"[102.9, 44.6]",3900565,31,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Johan Audel,401477.0,Left Wing,75,Nantes,144,"['03336966-455b-4492-84fb-badb169da567', 'f44ca742-51b3-4365-851a-1579fa37a6cf']",46,,Left Foot,"[106.9, 43.6, 1.1]",True,"[{'location': [103.5, 45.7], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 43.9], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 44.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",93f7afea-5225-4e4a-8490-e260636e1486,,Saved,0.096903704,Half Volley,Open Play,,,,Nantes,144,00:31:46.239,Shot,True
,,,,,,,,,,,,,,,,,0.141289,,,,,,,,,,,,,f000918c-e989-4b45-af50-7248c97916c9,1457,,"[98.4, 32.9]",3900565,33,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yann Jouffre,3102.0,Right Midfield,79,Lorient,165,"['0419cbde-182b-486c-b9e8-b02d350b6be6', '17c06e60-fd92-461a-808e-b5d09c4ef16e', 'f22e975c-2873-4580-88aa-cc72f54bb8c2']",16,,Left Foot,"[99.4, 33.2]",,"[{'location': [101.5, 48.6], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 39.4], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 33.2], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 28.7], 'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.6, 61.4], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.4, 33.3], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.4, 42.5], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 38.1], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.4, 64.4], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.9, 45.0], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.6, 39.2], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",3a1b4db7-80b2-47eb-8219-13035119d0c4,,Blocked,0.023673424,Normal,Open Play,,,,Lorient,165,00:33:16.157,Shot,True
,,,,,,,,,,,,,,,,,0.224864,,,,,,,,,,,,,9e8d7551-8d0e-4e35-ae3a-61a1aa6eb2d8,1463,,"[115.4, 36.3]",3900565,33,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lamine Koné,13286.0,Right Center Back,80,Lorient,165,"['38b4da5c-44e6-479d-8370-5da6929b4c24', 'c52662e7-fe2a-4e8e-9d2b-594711e93a1b']",52,True,Head,"[118.8, 38.0, 1.0]",,"[{'location': [114.2, 33.3], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 29.6], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 40.3], 'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.5, 38.5], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 32.8], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.1, 36.4], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 36.0], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.5, 41.1], 'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 37.3], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 39.0], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.2, 34.3], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.8, 33.0], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.8, 38.7], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.6, 41.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",991d7ff1-b92e-45c9-909e-7cb95db7baf3,,Saved,0.16334927,Normal,Open Play,,,,Lorient,165,00:33:52.183,Shot,True
,,,,,,,,,,,,,,,,,0.093558,,,,,,,,,,,,,b5a9fa18-75ed-4b6f-9038-8e844865f9b6,1503,,"[90.8, 34.3]",3900565,34,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Didier Ndong Ibrahim,22587.0,Left Defensive Midfield,81,Lorient,165,"['31434b01-5932-40b1-ae52-abce01c647c2', '5996b0da-25e5-4c73-bc83-a7fea4765923']",49,,Right Foot,"[92.2, 34.7]",,"[{'location': [103.8, 34.3], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.8, 31.7], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.2, 19.5], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 38.8], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 43.9], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 23.7], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 23.0], 'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 34.7], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [82.0, 50.1], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.2, 28.0], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 25.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.2, 19.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.6, 38.1], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.9, 37.4], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Blocked,0.017766388,Normal,Open Play,,,,Lorient,165,00:34:49.209,Shot,
,,,,,,,,,,,,,,,,,0.202966,,,,,,,,,,,,,01f5dd88-b976-4287-81b5-ec78ea4cdd95,1683,,"[97.9, 32.5]",3900565,38,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Raphaël Adelino José Guerreiro,5209.0,Left Back,85,Lorient,165,"['13700e26-6188-42f9-947f-e1fd93077d4b', '481f1e20-e300-42ee-a0e3-63b63c605a90']",7,,Left Foot,"[101.5, 33.8]",True,"[{'location': [82.2, 50.5], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.4, 28.1], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 26.4], 'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.6, 28.1], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 24.8], 'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.1, 29.9], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 33.9], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 38.7], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 17.8], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.9, 31.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 39.5], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",47a5ba74-6583-4359-9b53-4d79c3a2d6f7,,Blocked,0.051848654,Normal,Open Play,,,,Lorient,165,00:38:07.936,Shot,
,,,,,,,,,,,,,,,,,0.853071,,,,,,,,,,,,,6ada30a0-4498-4f00-aaad-5ddf375082a5,1812,,"[113.6, 41.3]",3900565,43,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Abdul Majeed Waris,7615.0,Right Center Forward,97,Lorient,165,"['1de52fe7-6a8b-4c5b-be90-29a2ccd43590', '37ae127a-a858-4fc9-acc6-2e562248359a']",9,True,Head,"[120.0, 43.4, 4.2]",,"[{'location': [117.2, 1.6], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.7, 35.9], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.8, 43.7], 'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 32.1], 'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 37.4], 'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 44.1], 'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 37.1], 'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.1, 40.7], 'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 41.9], 'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 43.6], 'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 40.3], 'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 35.1], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.4, 43.1], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.6, 34.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 46.9], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 44.7], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.1, 44.7], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",a2e09062-ebf3-4959-bb36-55a75ac8a06d,,Off T,0.11806581,Normal,Open Play,,,,Lorient,165,00:43:09.748,Shot,True
,,,,,,,,,,,,,,,,,2.022787,,,,,,,,,,,,,e582ce4a-5487-40e8-9516-26f764a5733e,1852,,"[79.5, 55.3]",3900565,44,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Emiliano Sala,3114.0,Center Forward,98,Nantes,144,['d8b81c60-0360-4313-b653-7d33788a448a'],11,,Right Foot,"[120.0, 54.6, 1.6]",True,"[{'location': [109.6, 44.3], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [68.0, 58.7], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [78.8, 57.1], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [77.3, 55.1], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.7, 48.2], 'player': {'id': 7392, 'name': 'Pape Abdou Paye'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [78.9, 69.0], 'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [67.9, 56.9], 'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [68.1, 21.8], 'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",aee87992-eec2-440d-a30b-717f2c7fd338,,Off T,0.0119727235,Half Volley,Open Play,,,,Nantes,144,00:44:11.266,Shot,
