50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.263,,,,,,,,,,,7ffecbc0-f14f-4b6f-89f6-3462240c987c,81,,"[100.0, 28.0]",19750,1,,,,,,,,,,,,,,,,,,,1,From Throw In,Chloe Kelly,15570.0,Left Attacking Midfield,5,Everton LFC,967,"['03c50996-1e35-49d9-99a6-20cfca4336e6', '2b7c748a-4643-45fc-ad90-a57f6c50f7a0']",10,,Right Foot,"[102.0, 29.0]","[{'location': [106.0, 31.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 25.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 24.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 12.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 17.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 27.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.0, 16.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 44.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",4b58b738-dcf9-44a1-b8df-0de99160fe69,,Blocked,0.042295694,Normal,Open Play,,,,Everton LFC,967,00:01:10.630,Shot,
,,,,,,,,,,,1.130223,,,,,,,,,,,5672b045-86a9-46c9-94f3-6d31a8474e31,112,,"[106.0, 56.0]",19750,2,,,,,,,,,,,,,,,,,,,1,From Throw In,Chloe Kelly,15570.0,Left Attacking Midfield,8,Everton LFC,967,['96f2b301-3858-45e0-857f-20e0b4631efc'],31,,Left Foot,"[119.0, 43.2, 0.5]","[{'location': [92.0, 69.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 76.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 57.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 66.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 61.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 54.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.0, 60.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 65.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 77.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",b2bac836-85fc-4ac0-9352-4ccf2e43fede,,Saved,0.049110442,Normal,Open Play,,,,Everton LFC,967,00:02:31.164,Shot,
,,,,,,,,,,,1.711317,,,,,,,,,,,eb90430e-e12e-42ab-bb87-c9ef01f45476,125,,"[89.0, 29.0]",19750,3,,,,,,,,,,,,,,,,,,,1,From Free Kick,Georgia Evans,15707.0,Left Defensive Midfield,11,Yeovil Town LFC,970,['ae953d62-db50-42b7-a1ce-f7f1d7c33b3c'],29,,Left Foot,"[118.0, 39.7, 1.6]","[{'location': [106.0, 44.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 36.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.0, 31.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 19.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [91.0, 30.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 33.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 39.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 49.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.012968342,Normal,Open Play,,,,Yeovil Town LFC,970,00:03:29.916,Shot,
,,,,,,,,,,,0.220119,,,,,,,,,,,2fdc062e-4108-400c-b690-c029d0973762,179,,"[99.0, 57.0]",19750,4,,,,,,,,,,,,,,,,,,,1,From Keeper,Inessa Kaagman,15579.0,Center Forward,13,Everton LFC,967,"['7a4e7bda-1f60-4efc-8cc4-b8aad037dd1e', 'e9be4566-4cb0-46b2-8092-56cd63ee1fb8']",22,,Left Foot,"[102.0, 55.0]","[{'location': [102.0, 55.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 51.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 61.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.0, 60.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.0, 48.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 59.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 74.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 65.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 77.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 68.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [91.0, 51.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",53653db6-7734-47ee-b2d5-89c236f96a46,,Blocked,0.020808851,Normal,Open Play,,,,Everton LFC,967,00:04:22.345,Shot,
,,,,,,,,,,,0.825187,,,,,,,,,,,dd6c77f2-198d-488d-8bb7-3d936f9e0504,220,,"[106.0, 30.0]",19750,5,,,,,,,,,,,,,,,,,,,1,From Keeper,Danielle Turner,15571.0,Left Midfield,13,Everton LFC,967,['09f19605-0302-459a-b1ff-d1419527a6ff'],13,,Left Foot,"[120.0, 40.1, 0.6]","[{'location': [99.0, 56.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",8106d2b9-6fa4-4834-84e4-a0aec1baab41,True,Saved,0.21568249,Normal,Open Play,,,,Everton LFC,967,00:05:13.118,Shot,
,,,,,,,,,,,0.3967,,,,,,,,,,,a790ed7d-2aa2-466e-8316-d41350409956,332,,"[118.0, 34.0]",19750,10,,,,,,,,,,,,,,,,,,,1,Regular Play,Chantelle Boye-Hlorkah,15556.0,Right Attacking Midfield,20,Everton LFC,967,['bbe21471-d5c6-4127-ae03-f4b78513e7b1'],13,,Right Foot,"[119.0, 36.4, 0.6]","[{'location': [106.0, 49.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 46.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 33.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 43.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",ed70d62d-5573-4ec1-8292-ff4a96308fee,True,Saved,0.27425912,Normal,Open Play,,,,Everton LFC,967,00:10:13.935,Shot,
,,,,,,,,,,,1.518232,,,,,,,,,,,687e9b58-00d3-44f4-9a82-9ddf860b11c4,340,,"[100.0, 27.0]",19750,10,,,,,,,,,,,,,,,,,,,1,From Corner,Inessa Kaagman,15579.0,Center Forward,21,Everton LFC,967,['fd626a4c-903c-4e01-bae2-e131608af1b3'],53,,Right Foot,"[119.0, 39.7, 1.8]","[{'location': [114.0, 48.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 27.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [95.0, 35.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 27.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Saved,0.03362735,Normal,Open Play,,,,Everton LFC,967,00:10:53.160,Shot,
,,,,,,,,,,,1.32396,,,,,,,,,,,5d455282-162e-49e8-b2dc-ae9c0c343df0,431,,"[98.0, 65.0]",19750,13,,,,,,,,,,,,,,,,,,,1,From Throw In,Chloe Kelly,15570.0,Left Attacking Midfield,28,Everton LFC,967,['94ce1be7-1738-4aae-9773-b0f6ff79b397'],47,,Right Foot,"[120.0, 45.2, 0.7]","[{'location': [78.0, 78.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [80.0, 60.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 77.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 66.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 63.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 60.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [73.0, 67.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [77.0, 74.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [82.0, 76.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 31.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [92.0, 66.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.007155922,Normal,Open Play,,,,Everton LFC,967,00:13:47.320,Shot,
,,,,,,,,,,,2.193655,,,,,,,,,,,ce8e35ee-e319-40cb-9dcb-987e8f8a6e62,476,,"[109.0, 36.0]",19750,16,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ellie Mason,15715.0,Right Defensive Midfield,31,Yeovil Town LFC,970,"['a0a5d9aa-a248-405b-8abd-cfeb31c44954', 'b1d70a9a-5374-450a-b2b0-e6ead9e4bbbf']",54,True,Head,"[119.0, 45.2, 0.8]","[{'location': [100.0, 24.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 31.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [84.0, 60.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 34.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 34.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 33.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [95.0, 53.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",d8980165-a43c-4774-9124-06961f35bc7c,,Off T,0.122932486,Normal,Open Play,,,,Yeovil Town LFC,970,00:16:54.137,Shot,True
,,,,,,,,,,,2.2744,,,,,,,,,,,d8f4ab7a-50cb-4850-aa1e-8a25d44c4615,560,,"[80.0, 40.0]",19750,20,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hannah Short,15717.0,Right Center Back,34,Yeovil Town LFC,970,['c7a8d87e-4458-4184-a624-e95ad7a87eb5'],36,,Right Foot,"[118.0, 39.9, 1.5]","[{'location': [111.0, 48.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.0, 19.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 32.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 43.0], 'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 39.0], 'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.0, 36.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.0, 33.0], 'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 28.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 36.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.0, 48.0], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 21.0], 'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [88.0, 31.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [90.0, 38.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}]",,,Saved,0.0066443034,Half Volley,Open Play,,,,Yeovil Town LFC,970,00:20:36.144,Shot,
