50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.6437,,,,,,,,,,237cf50d-dcd8-4ef0-be6a-19caef9cc3dc,200,,"[97.0, 43.0]",19723,3,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudia Walker,15580.0,Center Forward,6,Everton LFC,967,"['852dbf97-ac40-48e4-87d0-a2ca19ddeea3', 'c2511e13-e45e-4a0c-80df-57d3d6dac2d7']",10,,Left Foot,"[100.0, 40.0]",,"[{'location': [101.0, 33.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 36.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 39.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 43.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.0, 48.0], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.0, 41.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 19.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 29.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 50.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.0, 45.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 54.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",5f85146f-c22a-4c05-9325-861b55ce4295,,Blocked,0.03262865,Normal,Open Play,,,,Everton LFC,967,00:03:10.331,Shot,
,,,,,,,,,,,,0.7246,,,,,,,,,,ce85277f-166e-45ad-bf86-b04e93f13896,461,,"[100.0, 34.0]",19723,9,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudia Walker,15580.0,Center Forward,24,Everton LFC,967,"['37e334a9-4755-40d1-aa8e-85c777a4f630', '6ac2d9ec-cc9c-439f-9f09-3c7a1d3c9306']",6,,Right Foot,"[106.0, 35.0]",,"[{'location': [101.0, 37.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.0, 36.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [83.0, 43.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 32.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 33.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 52.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 47.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",22da0b53-f5cc-4f6a-872b-e02290d68584,,Blocked,0.06739392,Normal,Open Play,,,,Everton LFC,967,00:09:06.673,Shot,
,,,,,,,,,,,,1.424964,,,,,,,,,,59bee61d-c9d8-4d40-badb-1a9f65367d24,469,,"[96.0, 37.0]",19723,9,,,,,,,,,,,,,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Left Wing,24,Everton LFC,967,['56a0bd57-f73f-4815-9e2a-327332aa1403'],9,,Left Foot,"[119.0, 45.6, 2.7]",,"[{'location': [83.0, 37.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.0, 45.0], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [83.0, 16.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 18.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [83.0, 28.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.0, 32.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 49.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",77578f5b-02ed-486c-882b-501c956d3d59,,Off T,0.04099357,Normal,Open Play,,,,Everton LFC,967,00:09:09.842,Shot,
,,,,,,,,,,,,1.133222,,,,,,,,,,e1ac5232-c621-45db-ac33-e4e562a26045,668,,"[101.0, 54.0]",19723,13,,,,,,,,,,,,,,,,,,,1,From Corner,Georgia Stanway,4643.0,Left Center Midfield,38,Manchester City WFC,746,['ddff8a3a-214c-4ed9-8811-dcc00d12729a'],44,,Right Foot,"[120.0, 36.4, 2.0]",,"[{'location': [112.0, 47.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 48.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 50.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 50.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 47.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.0, 42.0], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.0, 43.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Goal,0.026064884,Normal,Open Play,,,,Manchester City WFC,746,00:13:44.348,Shot,
,,,,,,,,,,,,2.3443,,,,,,,,,,be9bf4db-f539-4c08-be97-6692725bbbab,691,,"[80.0, 38.0]",19723,14,,,,,,,,,,,,,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Right Wing,40,Manchester City WFC,746,['fa03278d-c884-438c-8e73-d2a2ccd8ed8b'],55,,Right Foot,"[116.0, 45.0]",,"[{'location': [63.0, 32.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.0, 27.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.0, 15.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.0, 37.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [72.0, 39.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [69.0, 9.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [69.0, 24.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.0, 29.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.0, 34.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [74.0, 58.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Wayward,0.008541899,Normal,Open Play,,,,Everton LFC,967,00:14:55.496,Shot,
,,,,,,,,,,,,0.2256,,,,,,,,,,6ffa4f7c-1798-4f65-9f70-f86e37962018,790,,"[94.0, 35.0]",19723,16,,,,,,,,,,,,,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Left Center Midfield,45,Everton LFC,967,"['6b7b813b-b64e-4f78-b047-d93aa91dde2c', '6ceab70b-3298-4194-b989-294fabe35308']",43,,Right Foot,"[97.0, 37.0]",,"[{'location': [91.0, 46.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 51.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 36.0], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.0, 21.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 35.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.0, 45.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.0, 20.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 27.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 30.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [82.0, 39.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Blocked,0.031090286,Normal,Open Play,,,,Manchester City WFC,746,00:16:43.187,Shot,
,,,,,,,,,,,,1.91252,,,,,,,,,,67242e0f-88a5-4b01-9f5d-6ac2478e6547,935,,"[90.0, 48.0]",19723,19,,,,,,,,,,,,,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Right Wing,52,Everton LFC,967,['7d9990d7-526e-4021-bb7d-94fa56fff638'],25,,Right Foot,"[99.0, 45.0, 0.5]",,"[{'location': [88.0, 27.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [98.0, 18.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.0, 36.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 54.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 10170, 'name': 'Karen Bardsley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 57.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",54907de3-8514-4a2a-9cf1-72b32e6a7fd2,,Off T,0.023098553,Normal,Open Play,,,,Everton LFC,967,00:19:25.755,Shot,
,,,,,,,,,,,,0.392,,,,,,,,,,f76b4d76-94cd-40ae-8ae8-50ef34300cda,950,,"[110.0, 53.0]",19723,20,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nikita Parris,4654.0,Right Wing,53,Manchester City WFC,746,"['39b99bcd-0218-4c28-9a90-4c051f1025ca', 'c9bb4e70-4fdb-4d3d-9269-22b4da2e5c14']",1,,Right Foot,"[113.0, 50.0]",,"[{'location': [105.0, 44.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.0, 61.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 63.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.0, 43.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.0, 58.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 41.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.0, 42.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",dbf5822e-41b1-4e88-890d-b6a6dd8c35b7,,Blocked,0.060344994,Normal,Open Play,,,,Manchester City WFC,746,00:20:01.251,Shot,
,,,,,,,,,,,,1.117167,,,,,,,,,,d860befd-ee0b-4a97-96d8-aeb25c224c94,960,,"[96.0, 30.0]",19723,21,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,55,Manchester City WFC,746,['b5330aa4-27de-47c9-b780-bec55c2214e8'],13,,Right Foot,"[120.0, 34.8, 0.9]",,"[{'location': [93.0, 32.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [104.0, 59.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 47.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.0, 42.0], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 31.0], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.0670157,Normal,Free Kick,,,,Manchester City WFC,746,00:21:13.912,Shot,
,,,,,,,,,,,,1.086936,,,,,,,,,,1e968198-31c8-4581-b9fd-41ed04050d71,995,,"[89.0, 46.0]",19723,22,,,,,,,,,,,,,,,,,,,1,From Throw In,Caroline Weir,10188.0,Center Midfield,58,Manchester City WFC,746,['e2488533-b725-4efe-9281-f8372be38df1'],7,,Left Foot,"[120.0, 38.3, 3.7]",,"[{'location': [86.0, 49.0], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 70.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 45.0], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.0, 51.0], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 58.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.0, 55.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [83.0, 72.0], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [78.0, 48.0], 'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 72.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.0, 71.0], 'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 61.0], 'player': {'id': 4650, 'name': 'Nadia Nadim'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.022000538,Normal,Open Play,,,,Manchester City WFC,746,00:22:07.662,Shot,
