50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.693812,,,,,,,,,,,,,,,de2e44c9-7dd8-48d6-a1aa-5d42ec39e31a,174,,"[109.7, 42.6]",3890518,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christian Pulisic,8246.0,Right Wing,11,Borussia Dortmund,180,"['85ee1941-3056-46ee-9b3e-75dda76e51f3', 'df50f05a-6c80-459e-bdbd-a0169e97c997']",40,True,Head,"[119.5, 36.9, 2.4]",,"[{'location': [118.0, 40.3], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 45.5], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.7, 37.1], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.9, 27.7], 'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 23.0], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.2, 31.8], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.4, 39.8], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 41.5], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 16.2], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.5, 26.5], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 36.2], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 56.7], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",92924474-1bb5-4367-8091-763efc805a75,,Saved,0.08615531,Normal,Open Play,,,,Borussia Dortmund,180,00:03:40.761,Shot,True
,,,,,,,,,,,,,,,0.427116,,,,,,,,,,,,,,,f59b010d-8f33-4084-912a-f93bee9bebc8,255,,"[88.2, 45.3]",3890518,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,17,Schalke 04,181,['16411964-d263-4e57-807b-9a899452da90'],36,,Right Foot,"[120.0, 35.4, 4.2]",,"[{'location': [99.9, 38.7], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [99.4, 45.6], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [99.3, 44.4], 'player': {'id': 9475, 'name': 'Moritz Leitner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 51.6], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 43.4], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.1, 44.7], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 40.8], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.6, 38.8], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.2, 34.8], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 33.0], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 31.3], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.9, 40.1], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.3, 46.3], 'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.7, 52.1], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.8, 45.8], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.2, 41.4], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 34.3], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.9, 28.4], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.5, 32.8], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.026742337,Normal,Free Kick,,,,Schalke 04,181,00:06:36.281,Shot,
,,,,,,,,,,,,,,,0.104187,,,,,,,,,,,,,,,58a13405-c107-4319-b6dc-d566c8be3a51,738,,"[106.7, 47.9]",3890518,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Moritz Leitner,9475.0,Right Defensive Midfield,56,Borussia Dortmund,180,"['ec767bc4-8196-434a-8a91-fb36cc2e5a32', 'f8a169fb-45a2-426e-a625-7242ebaf0760']",30,,Right Foot,"[107.5, 47.3]",,"[{'location': [116.6, 42.6], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 53.8], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.0, 41.5], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.1, 46.5], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 42.8], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.8, 56.9], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.6, 36.6], 'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 29.0], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.5, 44.3], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.9, 41.2], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.8, 61.5], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",47a3963b-301c-4c26-884d-ee9597e2bd66,,Blocked,0.0871375,Volley,Open Play,,,,Borussia Dortmund,180,00:20:30.313,Shot,
,,,,,,,,,,,,,,,0.93248,,,,,,,,,,,,,,,e4b19d4e-67c3-4a03-ba46-7c4ea8aed6b2,827,,"[112.3, 51.9]",3890518,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Pulisic,8246.0,Right Wing,62,Borussia Dortmund,180,['d5969da4-fb69-40e7-8f0e-03944410121a'],40,,Right Foot,"[120.0, 34.7, 0.2]",,"[{'location': [108.7, 49.3], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.8, 53.5], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 37.8], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.1, 44.0], 'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 48.6], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 31.4], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [98.8, 40.7], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,True,Off T,0.19191103,Normal,Open Play,,,,Borussia Dortmund,180,00:22:40.394,Shot,
,,,,,,,,,,,,,,,0.469021,,,,,,,,,,,,,,,624b2f45-24e3-481c-8219-3e6fafa98b3d,1317,,"[96.4, 59.8]",3890518,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Wing,84,Schalke 04,181,['c70db112-76ca-42a9-99ca-2862816b84fc'],36,,Left Foot,"[120.0, 46.3, 2.0]",,"[{'location': [117.6, 42.3], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 51.7], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.6, 67.6], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.9, 60.6], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.5, 60.0], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.3, 57.8], 'player': {'id': 9475, 'name': 'Moritz Leitner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 65.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 60.9], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 59.5], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.0, 51.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 44.0], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",6923ce5b-358d-493f-9267-7c7d55cc7592,,Off T,0.010065555,Normal,Open Play,,,,Schalke 04,181,00:32:36.388,Shot,
,,,,,,,,,,,,,,,0.101399,,,,,,,,,,,,,,,d04a12f9-2cbe-4ad6-8c1b-d19c530f4225,1349,,"[92.6, 27.5]",3890518,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Moritz Leitner,9475.0,Right Defensive Midfield,85,Borussia Dortmund,180,"['3cd24a4e-6e8e-445b-bf35-7ace89409503', '96ce5549-57e1-4d9a-a47e-ad14d6e41421']",30,,Right Foot,"[93.9, 28.1]",,"[{'location': [117.9, 38.2], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 48.6], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.6, 38.2], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 31.7], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.0, 25.3], 'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.9, 31.6], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 41.8], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.9, 27.7], 'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.9, 23.3], 'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.0, 24.3], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [83.7, 47.5], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.9, 53.7], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.8, 37.3], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 31.8], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.4, 26.8], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.5, 21.6], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",03edfe21-fea9-48d8-9de3-c7edf0bda49f,,Blocked,0.019853095,Normal,Open Play,,,,Borussia Dortmund,180,00:33:30.335,Shot,
,,,,,,,,,,,,,,,1.635631,,,,,,,,,,,,,,,9017acfc-87cb-4364-a564-de66bcedd827,1433,,"[107.3, 53.1]",3890518,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Wing Back,88,Borussia Dortmund,180,"['36b193c3-9716-407b-9b3b-b1331ff42fae', '68d80a09-0f9c-405d-b47c-dd79f6df4e1d']",0,True,Head,"[120.0, 47.8, 0.2]",,"[{'location': [107.8, 54.0], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.6, 40.7], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 35.6], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.9, 44.5], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 42.4], 'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 38.5], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.6, 37.1], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",dd3070e5-5628-402f-aa0c-b042c3e17b87,,Off T,0.023048637,Normal,Open Play,,,,Borussia Dortmund,180,00:35:00.287,Shot,True
,,,,,,,,,,,,,,,0.714389,,,,,,,,,,,,,,,667e36e4-6960-4b2e-b730-56ca1ef7471c,1621,,"[106.6, 58.4]",3890518,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Wing Back,97,Schalke 04,181,"['90c52407-da05-413b-a276-9057537875bc', 'dd29bc31-025e-42ad-8331-fc37c8888093']",18,,Right Foot,"[120.0, 32.6, 0.6]",,"[{'location': [116.5, 44.5], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 51.0], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.9, 57.4], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.3, 33.9], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.9, 46.2], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 48.0], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.4, 23.2], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [105.7, 42.0], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",904f18cd-02a5-4594-a749-16255c76567f,,Off T,0.013396958,Normal,Open Play,,,,Schalke 04,181,00:39:18.987,Shot,True
,,,,,,,,,,,,,,,0.361119,,,,,,,,,,,,,,,cfa9cb8e-16c7-42ce-a153-848e6e3dc1bd,1795,,"[87.4, 52.8]",3890518,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,103,Schalke 04,181,"['1db3489d-d967-4636-9fcb-46bd3acaf260', 'b2be9ea5-0985-486e-841e-4e183ef3017e']",38,,Right Foot,"[120.0, 38.1, 4.5]",,"[{'location': [118.3, 40.5], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.5, 27.7], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.3, 51.9], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [75.0, 46.1], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.3, 45.5], 'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [80.3, 57.7], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [75.8, 19.0], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [88.9, 51.8], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [82.5, 41.6], 'player': {'id': 9475, 'name': 'Moritz Leitner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.9, 50.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.2, 32.0], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 40.8], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",,,Off T,0.0072463895,Normal,Open Play,,,,Schalke 04,181,00:43:38.524,Shot,True
,,,,,,,,,,,,,,,0.544284,,,,,,,,,,,,,,,294e9f30-b1b0-456e-a18f-975a6f74131b,1891,,"[109.5, 35.3]",3890518,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Klaas-Jan Huntelaar,8060.0,Center Forward,110,Schalke 04,181,"['385fdb29-b70a-4a15-a93c-93d3c638b695', '4483a48e-8c89-4535-81c6-1d3e593a65fe']",24,True,Head,"[113.0, 30.1]",,"[{'location': [119.8, 41.9], 'player': {'id': 9475, 'name': 'Moritz Leitner'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 36.1], 'player': {'id': 8246, 'name': 'Christian Pulisic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 36.7], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 34.6], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 40.7], 'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.8, 44.6], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 43.1], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.8, 47.6], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.2, 44.5], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 58.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.5, 40.0], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 33.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.4, 35.0], 'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.4, 48.6], 'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.2, 45.5], 'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [113.5, 40.0], 'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [100.7, 60.8], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",654ca7a8-9a62-4275-9b7f-643be42508bf,,Wayward,0.048208363,Normal,Open Play,,,,Schalke 04,181,00:01:24.675,Shot,True
