ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.891841,,,,,,,,,,,,9801bf92-e33b-421e-a07e-d9cf2be8b310,100,,"[102.8, 36.8]",3754133,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Saido Berahino,4630.0,Left Center Forward,5,West Bromwich Albion,27,"['0fcbe5bf-a086-4591-b352-03cb17b1d57e', '95d48eb5-6399-4b41-a6f9-4eb9ae6c62cf']",38,,Right Foot,,"[106.9, 41.4]",True,"[{'location': [107.7, 40.3], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.7, 42.0], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 37.0], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 27.3], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 28.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.6, 33.5], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.9, 39.7], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 44.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.3, 40.0], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",6864bccd-c6e6-4594-a5e0-44e9f890cc0e,,Wayward,0.04317007,Half Volley,Open Play,,,,West Bromwich Albion,27,00:01:38.630,Shot,True
,,,,,,,,,,,,,0.879462,,,,,,,,,,,,ffda311b-9113-4f21-8762-05bb90fa0651,144,,"[105.2, 29.1]",3754133,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wes Hoolahan,10966.0,Right Center Midfield,7,Norwich City,56,['e519a1f6-f598-4c25-b814-04ace5f45990'],36,,Left Foot,,"[120.0, 36.2, 5.4]",True,"[{'location': [106.6, 14.6], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 16.9], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 26.2], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 33.8], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 32.6], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 43.1], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.2, 39.8], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 36.6], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 38.2], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 10.3], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.1, 27.2], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.1, 48.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.4, 39.8], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",7311bedd-91b2-4782-8078-308c4f03f351,,Off T,0.061216902,Normal,Open Play,,,,Norwich City,56,00:02:36.679,Shot,
,,,,,,,,,,,,,1.148296,,,,,,,,,,,,acf3490f-1564-429a-ac68-cc27d1801f27,235,,"[97.9, 19.9]",3754133,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,16,West Bromwich Albion,27,['faedac7b-8a80-4d7a-8870-5f98236e35f9'],48,,Left Foot,,"[116.1, 38.4, 2.0]",,"[{'location': [101.8, 49.2], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 36.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.1, 22.5], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.8, 41.6], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 29.3], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 25.7], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 36.8], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 33.9], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.1, 39.5], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Saved,0.010268908,Normal,Open Play,,,,West Bromwich Albion,27,00:05:48.626,Shot,
,,,,,,,,,,,,,0.951795,,,,,,,,,,,,b643beaf-2531-4c37-a2c2-05fd9e8a9950,302,,"[95.4, 30.7]",3754133,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Howson,9578.0,Left Center Midfield,18,Norwich City,56,['3c2d6874-47a1-426f-bcca-1e7469e9e8e9'],6,,Right Foot,,"[120.0, 34.4, 5.3]",,"[{'location': [118.2, 38.7], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 20.1], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 10.0], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.1, 22.1], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 35.5], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.8, 31.4], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 26.5], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 32.0], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 38.7], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.9, 3.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.6, 13.6], 'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.1, 18.9], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.4, 32.0], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.3, 45.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",263ba860-ebdc-4c07-9c32-07cf56d67132,,Off T,0.03349715,Normal,Open Play,,,,Norwich City,56,00:07:06.488,Shot,
,,,,,,,,,,,,,0.275333,,,,,,,,,,,,22068f36-868c-4243-8f53-862ebb7eb0f0,542,,"[96.0, 47.6]",3754133,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexander Banor Tettey,9463.0,Center Defensive Midfield,34,Norwich City,56,"['37a060fa-9349-40ba-9461-2af8a89ebd4c', 'a45f9565-6d32-4197-a7c9-0504dd29256d']",30,,Right Foot,,"[101.0, 45.5]",True,"[{'location': [99.5, 31.5], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.8, 28.2], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 35.5], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 41.6], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 46.4], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 46.3], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 48.7], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 51.9], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.6, 41.1], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.1, 40.3], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.6, 48.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.5, 41.4], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.031794984,Normal,Open Play,,,,Norwich City,56,00:15:30.614,Shot,
,,,,,,,,,,,,,0.700277,,,,,,,,,,,,41ca6817-df33-4831-94b3-7cb17ff20b97,562,,"[113.6, 56.5]",3754133,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Midfield,35,Norwich City,56,"['489d4f22-79f8-4393-86cb-4a48d072814d', 'ffd5a77e-e5a7-4043-9d87-e8764d29693c']",49,,Right Foot,,"[118.2, 43.0, 0.2]",,"[{'location': [103.1, 43.2], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 41.5], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 45.1], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 50.4], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.1, 55.3], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.2, 43.3], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 42.5], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",27d326ac-1eab-4337-ae22-9ef649c327ae,,Saved,0.009110907,Half Volley,Open Play,,,,Norwich City,56,00:15:49.481,Shot,True
,,,,,,,,,,,,,0.11981,,,,,,,,,,,,f18194b6-7480-4818-9832-50c69ddd3835,903,,"[104.8, 24.3]",3754133,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matt Jarvis,22594.0,Left Midfield,48,Norwich City,56,"['2d0b36f9-bff3-4c30-a921-ebea641b34e0', 'f8f960a0-2b3b-4e4e-8e2c-786bc3eb6f5f']",6,,Right Foot,,"[107.6, 27.7]",,"[{'location': [111.4, 19.8], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 26.7], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 27.6], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 24.9], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 46.0], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.3, 40.1], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 42.8], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 37.7], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 37.5], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.3, 41.0], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",dd431372-1d0a-46d8-b175-c6c1430f0f9c,,Blocked,0.03622137,Normal,Open Play,,,,Norwich City,56,00:25:06.777,Shot,
,,,,,,,,,,,,,0.739762,,,,,,,,,,,,f06c497f-e869-457a-9f5c-2479280c11e7,1176,,"[111.0, 45.0]",3754133,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nathan Redmond,3286.0,Right Midfield,67,Norwich City,56,['050684e4-80da-4b5f-a0fd-4b92446e6b20'],44,,Right Foot,,"[120.0, 41.4, 4.4]",True,"[{'location': [108.7, 35.9], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 31.8], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 30.6], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.3, 29.5], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.1, 50.8], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 37.0], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 36.8], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.5, 39.3], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.3, 47.0], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",cb1adfc6-7104-404f-b9e8-25a80640d932,,Off T,0.155867,Half Volley,Open Play,,,,Norwich City,56,00:35:44.675,Shot,
,,,,,,,,,,,,,0.501719,,,,,,,,,,,,ae1a3ddb-3ce1-44ad-9e7c-e8d72e686a8a,1262,,"[88.6, 26.5]",3754133,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Chris Brunt,3541.0,Left Back,75,West Bromwich Albion,27,"['8a4b9193-b10b-45fa-8d00-2f97d79b8583', 'bb9705ec-9e91-42f7-8b40-fb41503013a1']",49,,Left Foot,True,"[116.1, 37.0, 0.5]",,"[{'location': [115.9, 38.7], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 17.4], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 30.5], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 32.8], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 38.4], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 52.1], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.5, 24.0], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.1, 46.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 29.1], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.2, 36.8], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.8, 50.5], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.8, 8.3], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",ce4be361-c8b0-4e3d-b071-311dba2d325c,,Saved,0.0071102,Normal,Open Play,,,,West Bromwich Albion,27,00:39:49.561,Shot,
,,,,,,,,,,,,,1.015654,,,,,,,,,,,,901e869d-52f0-4254-9d5f-e3cf77e70ea4,1311,,"[116.6, 44.2]",3754133,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Craig Dawson,3523.0,Right Back,79,West Bromwich Albion,27,"['d9e0f233-e75c-4a80-af8e-4cfd7253f4b0', 'e9418848-de3b-48b6-8cf3-396e7d513576']",33,True,Head,,"[120.0, 42.2, 3.9]",,"[{'location': [115.1, 27.9], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.9, 43.9], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 43.1], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 48.0], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.9, 41.6], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.9, 35.9], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.7, 33.6], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.4, 29.3], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.4, 46.3], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 36.5], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.7, 40.6], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 43.4], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.4, 34.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.3, 37.7], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",20591a38-ceb6-4adc-ae9e-ce98d25006ab,,Off T,0.20385875,Normal,Open Play,,,,West Bromwich Albion,27,00:42:33.010,Shot,True
