50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.346899,,,,,,,,,,,,,98c34f9a-e97a-4316-9e81-a867131841a2,503,,,"[93.4, 34.1]",9754,8,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,21,Barcelona,217,['b2ca5ce6-ba06-49b1-be13-442fb3691705'],49,,Left Foot,,"[120.0, 35.5, 3.7]",,"[{'location': [115.3, 38.5], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 36.1], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.1, 40.3], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 38.3], 'player': {'id': 6693, 'name': 'Raúl Rodríguez Navas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 56.9], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.7, 51.3], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.6, 62.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.9, 33.7], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [80.3, 54.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [85.3, 41.1], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [79.5, 29.9], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.0, 39.8], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.9, 49.5], 'player': {'id': 6885, 'name': 'Kévin Manuel Rodrigues'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.2, 31.5], 'player': {'id': 6689, 'name': 'Álvaro Odriozola Arzallus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.1, 25.6], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.1, 34.4], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",634be57b-1dda-4fe0-a50c-5631c8af29fe,,Off T,0.024847673,Normal,Open Play,,,,Barcelona,217,00:08:49.415,Shot,
,,,,,,,,,,,,,,,,,0.789,,,,,,,,,,,,,1e88e7dc-d1e7-4a2e-a656-2fbecb4fb2f8,589,,,"[108.3, 33.7]",9754,10,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Willian José da Silva,6721.0,Secondary Striker,24,Real Sociedad,210,['da192c3f-7961-4c24-b8f5-0008bf08352e'],50,,Head,,"[120.0, 37.4, 2.4]",,"[{'location': [109.1, 39.2], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.4, 36.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 48.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 33.1], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.5, 42.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 38.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 55.0], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 65.3], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.6, 69.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 53.9], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.4, 67.2], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.2, 39.3], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c0170b32-2442-42c8-8a99-4da0ce458502,,Goal,0.13248621,Diving Header,Open Play,,,,Real Sociedad,210,00:10:50.347,Shot,
,,,,,,,,,,,,,,,,,0.412,,,,,,,,,,,,,cc8e4549-3225-46eb-9885-b42c13406fd8,674,,,"[107.1, 39.2]",9754,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Wing,31,Barcelona,217,"['3ca483bf-1df3-4451-aed3-32d40a2e3817', '89127b69-94c8-4837-a946-a8de6db0daeb']",7,,Right Foot,,"[114.4, 38.9]",,"[{'location': [114.8, 38.9], 'player': {'id': 6693, 'name': 'Raúl Rodríguez Navas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 54.4], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.3, 58.4], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.3, 43.7], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.6, 33.2], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.8, 32.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.7, 20.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.6, 22.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 41.5], 'player': {'id': 6885, 'name': 'Kévin Manuel Rodrigues'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 35.7], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.2, 39.6], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.7, 37.8], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 31.2], 'player': {'id': 6689, 'name': 'Álvaro Odriozola Arzallus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 29.7], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.6, 38.7], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5b3118ab-5595-4b4a-abcf-6b13ac295d02,,Blocked,0.07841923,Normal,Open Play,,,,Barcelona,217,00:14:07.438,Shot,
,,,,,,,,,,,,,,,,,0.12069,,,,,,,,,,,,,2d689e03-4390-42fe-9e52-77f6f3ca3119,878,,,"[105.7, 47.5]",9754,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Right Midfield,40,Real Sociedad,210,"['4a4fdff9-e7b4-4465-bda5-634a7f133a3e', '7206487d-0fd9-44e4-bd32-74ac9ba4443a']",2,,Left Foot,,"[108.1, 47.8]",,"[{'location': [108.1, 47.9], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 41.6], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.2, 42.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 35.1], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [99.1, 44.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.5, 37.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.1, 55.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.4, 55.4], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 40.9], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.9, 58.8], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.5, 61.7], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.5, 58.5], 'player': {'id': 6689, 'name': 'Álvaro Odriozola Arzallus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.4, 40.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",221d552c-2c78-459a-beaa-339319ba4201,,Blocked,0.10538064,Normal,Open Play,,,,Real Sociedad,210,00:19:02.869,Shot,
,,,,,,,,,,,,,,,,,1.825,,,,,,,,,,,,,348f87d7-c101-43d5-bd2f-8e43e730a716,958,,,"[105.1, 37.1]",9754,20,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Willian José da Silva,6721.0,Secondary Striker,44,Real Sociedad,210,['f34294fe-99bc-47f0-b492-ab81dafce6e0'],41,,Head,,"[117.2, 40.6, 1.7]",,"[{'location': [105.2, 30.1], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 45.4], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 24.4], 'player': {'id': 6885, 'name': 'Kévin Manuel Rodrigues'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.3, 48.5], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.3, 47.4], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.6, 53.5], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.5, 65.3], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.6, 57.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 37.6], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.5, 58.8], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.6, 65.6], 'player': {'id': 6689, 'name': 'Álvaro Odriozola Arzallus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.2, 75.4], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.7, 60.8], 'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.3, 39.9], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e92883f7-5609-49eb-96f4-83930f356241,,Saved,0.10117844,Diving Header,Open Play,,,,Real Sociedad,210,00:20:41.760,Shot,
,,,,,,,,,,,,,,,,,1.016784,,,,,,,,,,,,,d8dd4d8d-9996-4b6b-9b4b-291bc2cce054,1231,,,"[89.1, 37.8]",9754,26,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Canales Madrazo,6673.0,Right Midfield,55,Real Sociedad,210,"['9243191a-9049-484a-b3c6-15eeb853bd6a', '9a608438-b8d1-42f1-9ebe-eb71ab4f555d']",44,,Left Foot,,"[116.9, 40.7, 0.3]",,"[{'location': [99.7, 60.2], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.4, 41.8], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.9, 60.1], 'player': {'id': 6689, 'name': 'Álvaro Odriozola Arzallus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [81.1, 32.8], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.2, 40.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 33.2], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.1, 39.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 48.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.6, 54.1], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.3, 34.1], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [101.9, 43.7], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 39.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 18.2], 'player': {'id': 6885, 'name': 'Kévin Manuel Rodrigues'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.1, 25.4], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.8, 37.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",bdd19e72-419b-4c3a-8009-1d87db49de76,,Saved,0.02163169,Normal,Open Play,,,,Real Sociedad,210,00:26:44.471,Shot,True
,,,,,,,,,,,,,,,,,0.660975,,,,,,,,,,,,,c3b4c1e2-a423-40f4-aaa5-01ce3fc9f500,1378,,,"[101.7, 26.5]",9754,30,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Right Midfield,65,Real Sociedad,210,"['071120ac-ef2b-46ed-8dd5-6881ad98a463', 'bc7f0c51-01b5-4d7f-97ab-bc1e15eb5acb']",10,,Left Foot,,"[117.8, 36.4, 0.4]",,"[{'location': [103.9, 28.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 23.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 33.6], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 44.4], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.8, 13.1], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 37.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 17.2], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [80.5, 11.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",4807830a-f18c-4df1-99b1-a88d8671775f,,Saved,0.025687272,Normal,Open Play,,,,Real Sociedad,210,00:30:10.790,Shot,True
,,,,,,,,,,,,,,,,,1.488,,,,,,,,,,,,,cd18c2d4-7a50-4b11-8015-8cac933a86af,1383,,,"[111.8, 40.1]",9754,30,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Willian José da Silva,6721.0,Secondary Striker,66,Real Sociedad,210,"['88a696bc-ca2c-416f-aa89-996800adc1ad', '923b9b1b-9843-4760-9325-ab402126a3a4']",36,True,Head,,"[120.0, 54.3, 0.8]",,"[{'location': [107.1, 49.2], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.7, 30.3], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 44.3], 'player': {'id': 6689, 'name': 'Álvaro Odriozola Arzallus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.5, 45.0], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.7, 33.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 47.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 45.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.4, 40.6], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 29.6], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.3, 42.2], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [93.5, 30.8], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.7, 34.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.2, 39.2], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 46.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.3, 40.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 40.3], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",39996f91-b8a8-4ee8-862f-ba33406cd757,,Off T,0.080193676,Normal,Open Play,,,,Real Sociedad,210,00:30:36.620,Shot,True
,,,,,,,,,,,,,,,,,0.155381,,,,,,,,,,,,,5f381949-59cc-4862-94cd-df2e57c9c336,1498,,,"[110.5, 51.1]",9754,33,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juan Miguel Jiménez López,6695.0,Left Midfield,71,Real Sociedad,210,"['1a330c39-dbae-4b09-8a24-bd5942ecd8ea', '8c6e796d-112e-4ec2-be8c-823dcd870a4a']",33,,Right Foot,True,"[120.0, 43.2, 0.5]",,"[{'location': [117.1, 44.2], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 41.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 43.9], 'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 57.7], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 40.9], 'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [112.2, 48.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",e8b2d9c0-47a1-42d2-9511-616e99833a7d,,Goal,0.068415254,Normal,Open Play,,,,Real Sociedad,210,00:33:33.790,Shot,
,,,,,,,,,,,,,,,,,1.769,,,,,,,,,,,,,fa58c8a9-7530-4218-8296-ebce59505c79,1683,,,"[113.3, 37.7]",9754,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Wing,79,Barcelona,217,"['ad23a276-b022-4477-9689-1649850ce5e4', 'bdf1d169-cb66-4337-9176-81a038123cac']",16,,Right Foot,,"[120.0, 38.9, 0.5]",True,"[{'location': [116.5, 37.0], 'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.3, 47.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.6, 43.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.1, 24.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.9, 58.3], 'player': {'id': 6695, 'name': 'Juan Miguel Jiménez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 40.4], 'player': {'id': 6693, 'name': 'Raúl Rodríguez Navas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 38.9], 'player': {'id': 6885, 'name': 'Kévin Manuel Rodrigues'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 32.1], 'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.7, 27.0], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 37.8], 'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",efa1e8ea-fe55-4004-94b5-4a87dd024c23,,Goal,0.47902307,Normal,Open Play,,,,Barcelona,217,00:38:16.384,Shot,True
