50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.315094,,,,,,,,,,,,,,,e67eb02a-4cb4-4349-8e12-ff7f87f79f2d,789,,"[106.5, 32.4]",3890523,18,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Florian Grillitsch,11396.0,Left Defensive Midfield,49,Werder Bremen,176,"['4a55c079-4313-4700-a483-5805d80d9274', 'cbe668f9-4391-4fcb-acb8-614ac01b45d7']",5,,Right Foot,"[112.4, 34.8, 0.2]",,"[{'location': [93.5, 38.2], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 29.7], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 44.5], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 36.4], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 32.0], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 31.8], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.1, 35.3], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 54.1], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.9, 38.7], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.4, 37.3], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.1, 36.1], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1f800306-206c-409b-8987-98695e5c3abb,,,Saved,,0.37015852,Normal,Open Play,,,,Werder Bremen,176,00:18:05.250,Shot,True
,,,,,,,,,,,,,,,,,1.062609,,,,,,,,,,,,,,,a6c4c4f7-55ff-4527-9b73-98e67cfbfaa9,817,,"[108.0, 40.4]",3890523,19,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fin Bartels,8389.0,Left Wing,52,Werder Bremen,176,['d4aad48c-4205-4ef8-ac7d-d5d74db8baae'],29,,Head,"[119.3, 41.3, 1.6]",,"[{'location': [97.8, 26.5], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.4, 43.0], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 38.1], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 32.8], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 32.9], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 21.1], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 15.7], 'player': {'id': 25152, 'name': 'Bruno Henrique Pinto'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.7, 20.2], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 39.4], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 19.9], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 30.2], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.7, 52.3], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.6, 36.9], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 12.3], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",4bd5e4a4-e3b1-4de3-941f-f31db1dc71a5,,,Saved,,0.084536664,Normal,Open Play,,,,Werder Bremen,176,00:19:29.481,Shot,
,,,,,,,,,,,,,,,,,0.094131,,,,,,,,,,,,,,,fed2d1e6-1ffa-486c-a3a9-ba6e3531d98f,961,,"[83.3, 37.7]",3890523,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,56,Wolfsburg,179,"['591fd4cb-a161-4a50-a43b-1e53a57c8940', '941ae35d-6210-4a85-a823-4c38e7c28d4b', 'd7a2ccfa-b549-46d9-8b7b-a21f611f4357']",3,,Left Foot,"[85.0, 37.8]",,"[{'location': [118.3, 38.4], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.2, 16.9], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [75.5, 56.2], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.0, 61.1], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.8, 45.7], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 52.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 52.1], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 39.4], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.2, 45.8], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [85.0, 37.7], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.7, 23.0], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [79.5, 55.2], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.6, 31.5], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 48.9], 'player': {'id': 25152, 'name': 'Bruno Henrique Pinto'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 55.9], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.4, 62.1], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.4, 38.7], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.4, 45.4], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.6, 27.8], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",b2cc3d12-10d9-41de-8ec3-fe5dac4d0bb5,,,Blocked,,0.006298363,Normal,Open Play,,,,Wolfsburg,179,00:22:03.438,Shot,True
,,,,,,,,,,,,,,,,,1.048011,,,,,,,,,,,,,,,c1edf140-2572-4c5d-8876-4c513ff81802,1070,,"[88.1, 40.3]",3890523,24,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Right Defensive Midfield,63,Wolfsburg,179,['84d68be7-5582-42b7-a86c-8671cf014887'],54,,Right Foot,"[120.0, 46.4, 4.3]",,"[{'location': [99.6, 36.1], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.1, 32.2], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 42.3], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 41.3], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 65.9], 'player': {'id': 25152, 'name': 'Bruno Henrique Pinto'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.7, 44.4], 'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 55.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 38.8], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 42.0], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 33.9], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [81.6, 63.2], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.5, 22.5], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [78.0, 52.9], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.2, 29.9], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [76.5, 62.1], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c478adac-3de5-4031-97f2-430116385e0c,,,Off T,,0.020977667,Normal,Open Play,,,,Wolfsburg,179,00:24:54.373,Shot,
,,,,,,,,,,,,,,,,,0.717329,,,,,,,,,,,,,,,b9e651bd-5401-4d1e-8655-dbf20f683888,1229,,"[111.2, 33.0]",3890523,28,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fin Bartels,8389.0,Left Wing,71,Werder Bremen,176,['92e1dd08-ce4d-4888-a8a1-efbc44c7a02e'],14,,Right Foot,"[120.0, 44.2, 1.3]",,"[{'location': [115.7, 35.7], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 49.6], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 56.2], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.6, 43.0], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 36.7], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 31.5], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 40.1], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 34.6], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",dc31e24b-dac8-4443-8f39-dc162d4ae9d5,,,Post,,0.43944362,Normal,Open Play,,,,Werder Bremen,176,00:28:14.134,Shot,
,,,,,,,,,,,,,,,,,0.61366,,,,,,,,,,,,,,,7c1607fb-634f-45e3-87eb-bd8012b61256,1232,,"[105.4, 42.0]",3890523,28,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,71,Werder Bremen,176,['fdc30813-8bbe-4b4c-acc4-434b4d6e4722'],15,,Right Foot,"[120.0, 43.3, 3.7]",True,"[{'location': [117.4, 39.4], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 46.2], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 52.3], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 41.1], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 33.9], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 31.6], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.8, 34.7], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 33.4], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 48.3], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Off T,,0.14449462,Half Volley,Open Play,,,,Werder Bremen,176,00:28:15.988,Shot,
,,,,,,,,,,,,,,,,,0.189732,,,,,,,,,,,,,,,f64a3ded-526b-4e2f-95b3-9f07ca49e71b,1301,,"[113.2, 26.3]",3890523,30,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fin Bartels,8389.0,Left Wing,76,Werder Bremen,176,"['35cf6bda-76c8-4930-931d-54ccfc9cf956', 'f785a0fe-5b75-4b64-882c-4236b8695fcc']",3,,Left Foot,"[114.9, 29.5, 0.3]",True,"[{'location': [101.0, 28.0], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 32.9], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 29.0], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 29.5], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 13.2], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",436d7fdc-eca4-45d5-8fc7-cc8cde93574e,,,Saved,,0.10546354,Normal,Open Play,,,,Werder Bremen,176,00:30:03.201,Shot,True
,,,,,,,,,,,,,,,,,0.742883,,,,,,,,,,,,,,,11044089-2878-4fb2-96b3-fc0e5fee046d,1308,,"[108.1, 40.1]",3890523,31,,,,,,,,,,,,,,,,,,,,,,,1,Other,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,77,Werder Bremen,176,['e90b2e03-5cb3-4877-9145-c31072a978f3'],21,,Right Foot,"[120.0, 36.6, 0.2]",,,,,,Goal,,0.7835,Normal,Penalty,,,,Werder Bremen,176,00:31:21.402,Shot,
,,,,,,,,,,,,,,,,,2.004262,,,,,,,,,,,,,,,337928bf-c0f7-4303-a6bb-9a50eb29c601,1376,,"[97.0, 49.6]",3890523,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatko Junuzović,8762.0,Center Attacking Midfield,82,Werder Bremen,176,['6a1f2a54-7205-4fe8-bdad-47598c70bcc7'],20,,Right Foot,"[120.0, 30.4, 0.2]",,"[{'location': [84.4, 53.0], 'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [83.3, 44.0], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.4, 60.5], 'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.5, 28.6], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 52.3], 'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 48.3], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 41.0], 'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 59.4], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.4, 58.9], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Off T,,0.028310271,Normal,Open Play,,,,Werder Bremen,176,00:33:20.565,Shot,
,,,,,,,,,,,,,,,,,0.0171,,,,,,,,,,,,,,,d3c772c2-997c-4d46-b6cb-f825d1a19d59,1418,,"[109.3, 39.3]",3890523,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bas Dost,10594.0,Center Forward,85,Wolfsburg,179,"['0a2c6512-835b-453e-91b2-e747c09a3ea3', '31d117ff-cbc6-48b9-a114-78040dc1729e', '6461976a-0832-4af8-aa6d-cd01100abbc8']",50,True,Head,"[109.9, 39.2]",,"[{'location': [103.7, 51.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 43.0], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.1, 49.3], 'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.7, 40.0], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 39.6], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 66.4], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.1, 49.4], 'player': {'id': 25152, 'name': 'Bruno Henrique Pinto'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.9, 38.9], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 62.4], 'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",07f6522c-63ec-4b72-aeae-85cbb64deea6,,,Blocked,,0.07216841,Normal,Open Play,,,,Wolfsburg,179,00:34:50.113,Shot,True
