50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.52,,,,,,,,,,e68fe4bd-3915-4965-ada9-ad47d053d3c0,1282,,,"[115.0, 29.0]",8652,38,,,,,,,,,,,,,,,,,,1,From Free Kick,Denis Cheryshev,5186.0,Left Wing,69,Russia,796,['a19299d9-e687-4a51-8f77-4f2d7cec6660'],28,,Left Foot,"[120.0, 35.4, 0.6]",,"[{'location': [119.0, 35.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 31.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 48.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 36.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 31.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 32.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 48.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",81035cdb-1157-4e06-92a8-0d135281621b,,Off T,0.07732279,Normal,Open Play,,,,Russia,796,00:38:28.680,Shot,
,,,,,,,,,,,,,0.773,,,,,,,,,,4e67e0e2-4936-4d83-893e-5ba2c1c62b7d,1287,,,"[113.0, 38.0]",8652,38,,,,,,,,,,,,,,,,,,1,Regular Play,Andrej Kramarić,5460.0,Center Attacking Midfield,70,Croatia,785,['ae4f4b66-b785-4bdf-acec-5c337a5fe607'],58,,Head,"[120.0, 42.2, 0.6]",,"[{'location': [106.0, 56.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.0, 31.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 34.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 26.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 29.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",235657e2-aad2-49c7-9647-a85e8e011cbf,,Goal,0.27280724,Normal,Open Play,,,,Croatia,785,00:38:58.200,Shot,
,,,,,,,,,,,,,1.773,,,,,,,,,,e0cc3047-0aa0-44ee-9130-77ea7fe456d9,1708,,,"[88.0, 53.0]",8652,49,,,,,,,,,,,,,,,,,,2,From Free Kick,Luka Modrić,5463.0,Right Defensive Midfield,92,Croatia,785,['0f375987-5e81-45bd-aaf2-f706d4532609'],25,,Right Foot,"[120.0, 32.7, 0.3]",,"[{'location': [71.0, 23.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.0, 16.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.0, 21.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.0, 50.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [71.0, 11.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.0, 21.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 31.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [73.0, 55.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [73.0, 40.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 28.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.0, 51.0], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 35.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 56.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.0, 58.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 66.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.007953062,Normal,Open Play,,,,Croatia,785,00:04:25.070,Shot,
,,,,,,,,,,,,,1.613,,,,,,,,,,7365179e-1ebf-40a7-9a9f-f40e59e084ae,1764,,,"[105.0, 40.0]",8652,51,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Center Attacking Midfield,96,Croatia,785,['b06cc102-b65c-4a1f-be64-287933a6246f'],18,,Right Foot,"[119.0, 37.0, 0.9]",True,"[{'location': [86.0, 47.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 54.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 44.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 59.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 19.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 65.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 51.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 40.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,Saved,0.087689966,Overhead Kick,Open Play,,,,Croatia,785,00:06:18.430,Shot,
,,,,,,,,,,,,,1.573,,,,,,,,,,35f3a46b-e357-4c24-965e-fab12a785dfe,1949,,,"[97.0, 20.0]",8652,57,,,,,,,,,,,,,,,,,,2,Regular Play,Ante Rebić,5465.0,Right Wing,107,Croatia,785,['84a647ff-8d80-4b4b-962d-9715ad67e146'],16,,Right Foot,"[120.0, 47.3, 5.2]",,"[{'location': [119.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 59.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 32.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 10.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [78.0, 45.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.0, 24.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.0, 14.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 14.0], 'player': {'id': 6354, 'name': 'Aleksandr Erokhin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 19.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 20.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 29.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 36.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.0, 49.0], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",666d0043-6dc5-44bc-9526-cff33e769c5c,,Off T,0.010444446,Normal,Open Play,,,,Croatia,785,00:12:16.950,Shot,
,,,,,,,,,,,,,0.893,,,,,,,,,,165ffb6e-ae7d-44fc-b798-f4b48fe21033,1987,,,"[112.0, 44.0]",8652,59,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Perišić,5474.0,Left Wing,111,Croatia,785,['1b0a1029-b5ad-4873-abfa-2a1387b41f5a'],7,,Right Foot,"[120.0, 35.8, 0.1]",,"[{'location': [99.0, 43.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 33.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 31.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 52.0], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Post,0.15534396,Normal,Open Play,,,,Croatia,785,00:14:07.190,Shot,
,,,,,,,,,,,,,0.933,,,,,,,,,,7ea5eba3-a3b6-405a-9a4f-ad7e688b2f83,2040,,,"[110.0, 40.0]",8652,61,,,,,,,,,,,,,,,,,,2,From Corner,Artem Dzyuba,5195.0,Center Forward,113,Russia,796,"['31778f61-6aba-4d68-b9d8-6e331cd94446', '51baf2e4-7c22-426a-9a89-e5a04016519d']",12,True,Head,"[120.0, 38.1, 1.2]",,"[{'location': [114.0, 61.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 79.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 49.0], 'player': {'id': 6354, 'name': 'Aleksandr Erokhin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 45.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 33.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.0, 30.0], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",675378bd-16c0-40b0-aaa1-3f496afa75e1,,Saved,0.053181816,Normal,Open Play,,,,Russia,796,00:16:12.630,Shot,True
,,,,,,,,,,,,,0.6,,,,,,,,,,87d5263e-95ba-4b80-83a4-9ed563b0a513,2056,,,"[90.0, 31.0]",8652,62,,,,,,,,,,,,,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Center Attacking Midfield,115,Croatia,785,"['4845fa26-125e-4caa-99c7-a1159cf20b10', '65a884b4-452b-4cae-8d1e-9641aa780077']",57,,Right Foot,"[102.0, 35.0]",,"[{'location': [119.0, 39.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 21.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 20.0], 'player': {'id': 6354, 'name': 'Aleksandr Erokhin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 25.0], 'player': {'id': 5179, 'name': 'Daler Kuzyaev'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.0, 23.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [93.0, 31.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 22.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 34.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 38.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 44.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.0, 52.0], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 52.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.01865522,Normal,Open Play,,,,Croatia,785,00:17:57.990,Shot,
,,,,,,,,,,,,,0.853,,,,,,,,,,9ae5f703-6206-41cc-9573-33d897c4394d,2447,,,"[113.0, 44.0]",8652,71,,,,,,,,,,,,,,,,,,2,From Free Kick,Aleksandr Erokhin,6354.0,Right Wing,126,Russia,796,['86b53550-9573-4bf2-b2f5-d8d074f4d089'],29,,Head,"[120.0, 36.8, 3.4]",,"[{'location': [106.0, 42.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 61.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 52.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 52.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 40.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 33.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 36.0], 'player': {'id': 5195, 'name': 'Artem Dzyuba'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",13427f28-8b3c-4e7e-9c36-9e506c3fb618,,Off T,0.18855411,Normal,Open Play,,,,Russia,796,00:26:29.030,Shot,
,,,,,,,,,,,,,0.253,,,,,,,,,,7fecf7c1-a0d5-411c-9063-9294c9fa6b15,2605,,,"[105.0, 39.0]",8652,75,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,134,Croatia,785,"['48565738-9c99-4f09-a5cc-546b55d625e8', '6505f440-7fa8-4f51-8840-a9ce9b834125']",54,,Left Foot,"[108.0, 38.0]",,"[{'location': [113.0, 39.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 53.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 51.0], 'player': {'id': 5677, 'name': 'Fedor Kudryashov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 6354, 'name': 'Aleksandr Erokhin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.0, 29.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 27.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",9a6bb6d4-65e6-4f16-b531-e1893796022c,,Blocked,0.10036894,Half Volley,Open Play,,,,Croatia,785,00:30:54.030,Shot,
