ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.034552,,,,,,,,,,,,2f4e2dac-1119-4d25-b077-d98b5956272a,1316,,,"[97.8, 15.8]",69191,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Barbara Bonansea,10211.0,Left Center Forward,83,Italy Women's,855,"['8912298b-9ba1-4fcb-b5d9-6585ff0b4963', 'a46e49fc-0412-4e94-b54f-387cb8c85a90']",34,,Right Foot,"[100.9, 19.7]",,"[{'location': [85.0, 31.7], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.2, 12.3], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 15.9], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 10.6], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [95.5, 6.0], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.1, 24.3], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [84.1, 34.0], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 36.0], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.7, 38.3], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.6, 43.6], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.1, 40.9], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 35.4], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.2, 35.3], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.4, 38.7], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 20.0], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",933e9bc8-a42c-4096-bcc0-c33dd4366a15,Blocked,0.0072448053,Normal,Open Play,,,,Italy Women's,855,00:37:34.526,Shot,
,,,,,,,,,,,,,,,,1.668961,,,,,,,,,,,,874dce8c-630e-4e42-8c49-492aa01754ad,1610,,,"[89.2, 44.9]",69191,46,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rui Zhang,25490.0,Right Center Midfield,97,China PR Women's,1207,['c0dfe712-38a9-49ec-a715-0de27e173e57'],36,,Right Foot,"[120.0, 50.7, 0.9]",True,"[{'location': [84.6, 32.6], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.9, 20.8], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.6, 32.2], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.6, 41.5], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.6, 47.3], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.4, 39.4], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.2, 47.7], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [89.1, 39.2], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.3, 44.6], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.3, 20.8], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.6, 26.2], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 33.4], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.1, 47.6], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 42.0], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 33.4], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 30.2], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.5], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c81b54b3-f70a-49bb-8d0d-da130862ccb5,Off T,0.019566298,Normal,Open Play,,,,China PR Women's,1207,00:46:36.060,Shot,
,,,,,,,,,,,,,,,,0.1188,,,,,,,,,,,,536cf02d-b83f-4ad7-907a-05dea0fe3830,1649,,,"[110.8, 58.6]",69191,47,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ying Li,25749.0,Left Center Forward,99,China PR Women's,1207,"['8d6f2396-1710-4a40-a5d0-770c66c94b0d', 'f5d43f7e-de7f-44a1-855e-707bc5ecebe9']",46,,Right Foot,"[112.2, 55.7]",,"[{'location': [89.3, 54.5], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.7, 38.3], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.3, 33.0], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.1, 28.2], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 33.2], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 54.0], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 32.6], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 42.0], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.5, 46.6], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",96ec805b-8850-4bf8-a16d-075659171f93,Blocked,0.00837528,Normal,Open Play,,,,China PR Women's,1207,00:47:46.752,Shot,
,,,,,,,,,,,,,,,,0.860956,,,,,,,,,,,,6a91c2cd-9eb5-4c7d-9853-e75761fe5646,1655,,,"[116.2, 33.6]",69191,48,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Yuping Lin,25487.0,Left Center Back,100,China PR Women's,1207,"['49764eac-6cf3-493c-917f-dacb967ae341', 'f3e6252e-95ea-420c-8619-246b2413da60']",18,True,Head,"[118.5, 36.2, 1.2]",,"[{'location': [100.1, 33.2], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.8, 47.3], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.4, 39.7], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.9, 39.7], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.5, 47.5], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.2, 26.0], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.7, 45.6], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 38.3], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.5, 43.8], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.6, 48.5], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.9, 42.3], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.9, 37.0], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 33.7], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.6, 34.3], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 36.9], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2dedcba6-5f02-474e-8ebd-6493cf0cde90,Saved,0.07266138,Normal,Open Play,,,,China PR Women's,1207,00:48:18.367,Shot,True
,,,,,,,,,,,,,,,,1.393131,,,,,,,,,,,,51cd9481-75f5-4b08-9ee7-5c2999c031b4,1843,,,"[92.7, 47.0]",69191,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aurora Galli,10225.0,Left Center Midfield,113,Italy Women's,855,['a29a0fbb-3683-4b42-a96b-0efcb3d2404a'],56,,Right Foot,"[120.0, 36.6, 0.2]",,"[{'location': [96.5, 58.4], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.1, 70.8], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.1, 70.8], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.7, 54.1], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 38.3], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.0, 67.2], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.7, 75.3], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.8, 28.5], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.7, 49.7], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.6, 54.6], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 58.8], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.8, 48.6], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 39.5], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 32.2], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.6, 40.9], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ca4264dc-e47a-4a3d-8e28-1195072c7b32,Goal,0.038513537,Normal,Open Play,,,,Italy Women's,855,00:03:56.164,Shot,
,,,,,,,,,,,,,,,,0.430396,,,,,,,,,,,,8ad6587e-a126-4da2-b0e8-32464ddc42a5,2016,,,"[92.5, 30.2]",69191,55,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Barbara Bonansea,10211.0,Left Midfield,129,Italy Women's,855,"['5b81cd05-2435-4e4e-80f5-b9f24128b47f', 'dc567dc0-7564-4820-9c1c-bd50d319c6fd']",13,,Right Foot,"[101.9, 32.5]",,"[{'location': [88.2, 40.4], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 46.5], 'player': {'id': 25544, 'name': 'Valentina Bergamaschi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 25.2], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.1, 12.7], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.4, 14.4], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [80.5, 24.9], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [82.0, 26.0], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.2, 17.6], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.8, 37.8], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.6, 30.3], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.9, 24.6], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.3, 45.5], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 32.5], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 26.9], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 15.5], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.5, 40.0], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",42826ac4-41e8-4e7f-ba61-26788b16a064,Blocked,0.026451651,Normal,Open Play,,,,Italy Women's,855,00:10:13.815,Shot,
,,,,,,,,,,,,,,,,0.1244,,,,,,,,,,,,48b00ce1-4fe0-4a35-958e-70b4dceb02ad,2163,,,"[90.3, 35.1]",69191,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Barbara Bonansea,10211.0,Left Midfield,139,Italy Women's,855,"['2aee1911-85dc-4080-a05f-6536f8773a48', 'd539aa21-c283-4d91-8a68-3bebf5b8feee']",5,,Right Foot,"[92.5, 35.8]",,"[{'location': [104.0, 32.8], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [83.0, 35.9], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [84.5, 44.6], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.2, 29.3], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.7, 21.3], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 29.9], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 34.7], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 47.3], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.3, 41.4], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 37.1], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.6, 35.8], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",f92ad9d1-1b09-4096-9568-5a43853462d8,Blocked,0.023033524,Normal,Open Play,,,,Italy Women's,855,00:14:05.183,Shot,
,,,,,,,,,,,,,,,,0.2344,,,,,,,,,,,,85bc4087-c718-40ba-a463-d517f03cc2f5,2191,,,"[103.9, 51.8]",69191,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ying Li,25749.0,Right Midfield,140,China PR Women's,1207,"['4fdd7c0b-b31a-4062-b5fd-64ce058ffad9', '5a570d6f-e704-4c73-9161-8923d752f03a']",31,,Left Foot,"[107.3, 49.7]",,"[{'location': [97.5, 32.9], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.5, 53.1], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.6, 31.5], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.1, 45.2], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 46.6], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 32.1], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.2, 48.7], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 51.8], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 48.6], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 39.7], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.3, 43.0], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",89cf26bb-9165-4ec6-867d-c45fffabecb7,Blocked,0.05067434,Normal,Open Play,,,,China PR Women's,1207,00:14:31.890,Shot,
,,,,,,,,,,,,,,,,1.256945,,,,,,,,,,,,c99034e9-c127-4785-9d65-f43c27d39fdd,2239,,,"[95.1, 49.5]",69191,60,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shuang Wang,24461.0,Left Midfield,142,China PR Women's,1207,['c2f64a7a-7771-4831-85de-7e5b2e742267'],31,,Left Foot,"[120.0, 35.0, 4.3]",,"[{'location': [79.3, 62.0], 'player': {'id': 25750, 'name': 'Yan Wang'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.5, 40.5], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.2, 62.4], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.9, 57.8], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.2, 45.3], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.4, 54.3], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 59.3], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.9, 55.7], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.6, 28.3], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 42.8], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 47.1], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 50.3], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 40.8], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",357485cb-ff36-42ec-89a6-751538e63968,Off T,0.028323725,Normal,Open Play,,,,China PR Women's,1207,00:15:31.547,Shot,
,,,,,,,,,,,,,,,,0.992194,,,,,,,,,,,,05f2bde9-0906-4ffa-9011-1879210539f2,2387,,,"[102.5, 45.3]",69191,64,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shuang Wang,24461.0,Left Midfield,150,China PR Women's,1207,['d49c0261-8e80-4100-b427-0473110cae35'],6,,Left Foot,"[118.3, 40.9, 0.5]",,"[{'location': [106.2, 39.4], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.3, 45.4], 'player': {'id': 25749, 'name': 'Ying Li'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.0, 60.7], 'player': {'id': 25477, 'name': 'Duan Song'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.5, 50.9], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.2, 55.5], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.7, 44.2], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.3, 40.4], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 45.0], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 46.7], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 54.9], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 49.6], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 40.7], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bac7d892-3c7c-4cae-8d16-82abdcf89ad8,Saved,0.06930373,Normal,Open Play,,,,China PR Women's,1207,00:19:06.738,Shot,
