bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.401271,,,,,,,,,,,,,,,4c719ad6-7b47-4e84-9723-761d1546f3d5,178,,,"[108.9, 43.2]",3825653,4,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro Vázquez García,24035.0,Center Forward,12,Getafe,216,['1888497f-2a29-43df-ad19-a03350f54562'],21,,Right Foot,"[115.0, 40.7, 1.9]",True,"[{'location': [102.6, 31.4], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 51.8], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.5, 14.4], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.9, 29.0], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 41.2], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 40.7], 'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d11f9929-014c-4342-b596-2b27457288bd,,Saved,0.17100985,Half Volley,Open Play,,,,Getafe,216,00:04:21.161,Shot,
,,,,,,,,,,,,,,,,0.159789,,,,,,,,,,,,,,,3c170e78-d370-473e-bbdc-6c0beace0bfc,308,,,"[108.0, 40.6]",3825653,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mauro Javier Dos Santos,6837.0,Right Center Back,21,Eibar,322,"['7e0dd5a7-267c-4e39-9c11-e005491c0fc6', 'eb77c236-fcfe-4c25-a7cc-458ab944f111']",41,,Left Foot,"[108.8, 40.5]",True,"[{'location': [106.4, 36.8], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [93.1, 26.4], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.7, 47.9], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.8, 51.5], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.5, 40.2], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 37.3], 'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.2, 44.1], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.5, 38.9], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.4, 43.6], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 42.6], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 41.5], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 40.3], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 26.8], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.2, 42.1], 'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 38.4], 'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 32.3], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,Blocked,0.05277565,Normal,Open Play,,,,Eibar,322,00:08:41.591,Shot,
,,,,,,,,,,,,,,,,1.106142,,,,,,,,,,,,,,,48eea871-bb44-43a8-8a66-c647ed6ae049,367,,,"[102.7, 57.5]",3825653,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Right Wing,22,Getafe,216,['3bebc3d8-931a-44e0-8bbe-a1377378c837'],29,,Left Foot,"[120.0, 44.5, 0.0]",,"[{'location': [98.3, 31.0], 'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.2, 36.7], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.1, 43.9], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.0, 56.2], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 38.0], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 45.3], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 48.7], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 57.1], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 52.6], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.9, 55.1], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 42.9], 'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c7ecba42-df88-424e-a282-62f1735d2f2d,,Off T,0.02981388,Normal,Open Play,,,,Getafe,216,00:09:29.094,Shot,
,,,,,,,,,,,,,,,,0.176095,,,,,,,,,,,,,,,32d38f24-326f-49a1-bce9-618ac63fbeff,562,,,"[84.8, 51.3]",3825653,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Midfield,35,Eibar,322,"['1dc1a737-694d-4fed-a75c-b2e7102df157', '5404caa8-914c-43cd-bd72-91b493fcc3c0']",17,,Right Foot,"[89.8, 50.1]",,"[{'location': [90.8, 38.6], 'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.7, 57.7], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [80.5, 24.2], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [82.3, 31.0], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.1, 73.5], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [75.8, 43.8], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [79.1, 22.9], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.3, 49.9], 'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.9, 50.0], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.3, 40.2], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.006724849,Normal,Open Play,,,,Eibar,322,00:14:17.543,Shot,
,,,,,,,,,,,,,,,,0.543887,,,,,,,,,,,,,,,776f1290-59ee-41cd-8287-53a4c315ee24,569,,,"[115.7, 35.2]",3825653,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Enrich Ametller,6700.0,Left Center Forward,36,Eibar,322,['745f9237-8973-462b-9e07-77d9b4b46023'],1,,Right Foot,"[120.0, 39.2, 0.2]",True,"[{'location': [116.5, 46.4], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 33.9], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.3, 40.0], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.5, 39.2], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.7, 47.9], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.9, 35.9], 'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 41.1], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 34.4], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 41.4], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 43.6], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.3, 40.0], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.5, 44.4], 'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 45.3], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.1, 45.0], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,Goal,0.4088403,Half Volley,Open Play,,,,Eibar,322,00:15:01.228,Shot,
,,,,,,,,,,,,,,,,1.103409,,,,,,,,,,,,,,,4e05df64-a4a7-4497-821f-d2b32165d282,783,,,"[106.6, 32.9]",3825653,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,48,Getafe,216,['374e0d54-ba37-41df-9681-6e5c836a79e6'],34,,Right Foot,"[120.0, 43.5, 0.6]",,"[{'location': [117.6, 37.8], 'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 32.5], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 36.9], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 48.2], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 52.7], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 41.7], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",30781421-0cee-4a4b-98d0-3409216a7ea7,,Goal,0.19638123,Normal,Open Play,,,,Getafe,216,00:21:34.759,Shot,
,,,,,,,,,,,,,,,,0.447326,,,,,,,,,,,,,,,d7ee0875-ce50-4b1d-86a4-d97c0033ac29,978,,,"[110.7, 35.2]",3825653,28,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Left Center Forward,60,Eibar,322,"['ab488a50-6d33-4585-89f0-80caaf642f9c', 'eede0779-cf8d-4326-9a80-c205cda91ea4']",15,,Right Foot,"[120.0, 36.9, 0.2]",True,"[{'location': [94.5, 19.8], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.3, 36.1], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.0, 31.9], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.9, 35.0], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.5, 38.5], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 42.3], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.2, 43.2], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.6, 37.2], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.6, 33.3], 'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.1, 34.2], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 43.2], 'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.5, 36.3], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 39.0], 'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 37.5], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 21.5], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",62018f60-6c9f-4a34-9ae6-382ffbc4f96e,,Goal,0.15376188,Normal,Open Play,,,,Eibar,322,00:28:15.070,Shot,True
,,,,,,,,,,,,,,,,1.923716,,,,,,,,,,,,,,,c22c70b1-2fc7-498a-b875-db63aed00512,1073,,,"[83.2, 38.6]",3825653,31,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,64,Getafe,216,['2bc29934-159a-43d8-a23c-76087d38fb1f'],15,,Right Foot,"[120.0, 27.0, 7.8]",True,"[{'location': [81.7, 52.9], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.4, 65.0], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.3, 33.7], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.8, 24.6], 'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.2, 30.9], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.8, 44.7], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [79.8, 54.5], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.6, 39.7], 'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 51.5], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.8, 41.9], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 35.4], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 22.9], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 30.8], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 35.1], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.9, 34.7], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",,,Off T,0.00731011,Normal,Open Play,,,,Getafe,216,00:31:15.636,Shot,
,,,,,,,,,,,,,,,,1.79501,,,,,,,,,,,,,,,7baf09e7-654f-4148-b3a5-73fe0b373351,1409,,,"[95.4, 35.0]",3825653,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ángel Lafita Castillo,26020.0,Left Wing,89,Getafe,216,['483183ce-45be-449f-9090-0422de3d1c95'],52,,Left Foot,"[120.0, 34.5, 6.1]",True,"[{'location': [110.3, 32.7], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.6, 34.4], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 36.9], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 5.1], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.0, 51.4], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.9, 36.0], 'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.0, 35.4], 'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.4, 30.1], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.1, 43.3], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.4, 39.3], 'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 37.5], 'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 23.0], 'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 36.3], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.6, 44.6], 'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 42.1], 'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 38.1], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",404ba725-6f17-4ffc-89d7-a94cdc534d77,,Off T,0.029844895,Normal,Open Play,,,,Getafe,216,00:42:52.453,Shot,
,,,,,,,,,,,,,,,,0.05385,,,,,,,,,,,,,,,35a1d7d1-60a8-45a8-88a8-6c98a93d8baa,1584,,,"[114.0, 39.3]",3825653,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Aleksandar Pantić,27239.0,Left Center Back,100,Eibar,322,"['39fe395c-34b6-4bdc-b215-4e50915b45b6', '4f301a93-a607-4c24-a114-51f5da51832d', 'd4b4a336-7fee-4f5f-b6bd-23defe0263f0']",16,True,Head,"[114.5, 39.2]",,"[{'location': [105.8, 30.3], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 30.9], 'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 39.5], 'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 38.8], 'player': {'id': 23799, 'name': 'Eddy Silvestre Pascual İsrafilov'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 32.9], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 39.4], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.9, 45.6], 'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.3, 34.1], 'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 25.4], 'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.6, 43.1], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 37.1], 'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 31.5], 'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 33.7], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.2, 40.8], 'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",a48b5be2-146f-415e-8d36-2a5154550659,,Blocked,0.13822882,Normal,Open Play,,,,Eibar,322,00:02:16.377,Shot,True
