50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.270519,,,,,,,,,,,,704986b8-d567-4619-a0e8-339f7c546b31,88,,"[106.6, 55.5]",3754121,1,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Odion Jude Ighalo,5458.0,Right Center Forward,4,Watford,23,['e8e9d25a-c220-486d-8331-66dce7f9f2ad'],12,Right Foot,"[112.0, 49.9, 2.2]",,"[{'location': [94.3, 36.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.8, 45.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.6, 34.5], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.4, 39.4], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.7, 49.5], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 47.4], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.3, 54.5], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 55.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",68c79bcf-c13d-4efe-a738-16b0bdc12463,True,Saved,0.0662026,Normal,Open Play,,,,Watford,23,00:01:12.236,Shot,
,,,,,,,,,,,,,,,,0.733385,,,,,,,,,,,,e68e3a8a-5588-4701-861e-184a1f0e4373,376,,"[109.6, 44.4]",3754121,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Right Center Forward,22,Watford,23,['79e67204-f21c-4807-a07e-dd883c4d82e1'],53,Right Foot,"[120.0, 45.0, 0.5]",True,"[{'location': [97.2, 36.2], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 41.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 43.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.3, 30.0], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.4, 44.9], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 69.2], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.3, 43.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.9, 43.7], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 48.9], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 40.6], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2ce6381a-6c02-40fd-9c42-c36760974d63,,Off T,0.22488426,Volley,Open Play,,,,Watford,23,00:07:53.489,Shot,
,,,,,,,,,,,,,,,,1.266968,,,,,,,,,,,,a24cc38c-f0e6-4bb8-b31e-cfbd5c24ef77,493,,"[92.4, 37.9]",3754121,11,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Harry Arter,3304.0,Left Center Midfield,31,AFC Bournemouth,28,['97b25c9a-e09c-4b2f-8672-c863d11c751d'],43,Left Foot,"[120.0, 35.1, 0.5]",True,"[{'location': [107.7, 32.3], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.4, 63.8], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.1, 38.6], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.2, 48.4], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.8, 36.6], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 37.9], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.5, 35.8], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 39.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 43.2], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 53.3], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.2, 38.1], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 58.3], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 65.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.6, 63.9], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Off T,0.01841889,Half Volley,Open Play,,,,AFC Bournemouth,28,00:11:43.131,Shot,
,,,,,,,,,,,,,,,,0.021841,,,,,,,,,,,,74e09dfd-1dcf-4dc5-a603-59a14203c321,549,,"[99.4, 39.2]",3754121,13,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nordin Amrabat,3302.0,Center Attacking Midfield,36,Watford,23,"['009a32da-c70f-44e8-9e93-8024b5983b0d', 'b8bc868f-c570-4a41-9a83-ce053346c365']",28,Right Foot,"[100.3, 39.1]",True,"[{'location': [95.2, 33.5], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 43.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.5, 32.6], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [82.9, 24.4], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [89.2, 20.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.5, 56.7], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.6, 39.5], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 24.6], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 30.6], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.6, 35.2], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.4, 29.2], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [91.5, 39.3], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 38.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 39.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 46.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.7, 39.3], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,Blocked,0.040872205,Normal,Open Play,,,,Watford,23,00:13:28.033,Shot,
,,,,,,,,,,,,,,,,0.200411,,,,,,,,,,,,db15de5f-4013-4aa6-8fc9-a839d14ebfb5,708,,"[98.9, 45.7]",3754121,19,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Etienne Capoue,3721.0,Right Center Midfield,49,Watford,23,"['3d8cc72b-293a-41ee-bf80-d351cf8e51e1', 'e0e57b02-0d09-418f-92bf-80ec51009e47']",36,Right Foot,"[103.9, 44.0]",True,"[{'location': [97.7, 30.2], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.3, 42.0], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.4, 33.1], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.1, 34.3], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.8, 52.1], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.7, 34.3], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.6, 40.6], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 44.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 43.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 50.3], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 49.8], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.1, 49.5], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.1, 40.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",ee4f92db-a3dc-4aa8-91b5-cef8a91d1ebf,,Blocked,0.047674134,Normal,Open Play,,,,Watford,23,00:19:36.668,Shot,
,,,,,,,,,,,,,,,,1.62565,,,,,,,,,,,,3bd2a791-5f90-4791-82bf-44c25a9cdfba,1028,,"[94.3, 23.9]",3754121,30,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Troy Deeney,3454.0,Left Center Forward,67,Watford,23,['5da081bb-a954-4579-9ad3-e27379e0f3bb'],18,Right Foot,"[120.0, 47.2, 6.4]",,"[{'location': [105.5, 43.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.2, 28.5], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.1, 34.5], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 34.6], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.9, 43.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.8, 31.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.8, 35.3], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 25.8], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 19.0], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.4, 28.1], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.3, 38.1], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.3, 19.2], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.018244756,Normal,Open Play,,,,Watford,23,00:30:18.706,Shot,
,,,,,,,,,,,,,,,,0.058273,,,,,,,,,,,,d29589ee-3e47-4e26-ba50-1f6e603b7522,1209,,"[110.2, 48.9]",3754121,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joshua King,3346.0,Right Center Forward,80,AFC Bournemouth,28,"['170e66f7-41df-42dd-aa53-60648a957bec', '1934bebe-957f-45e0-83af-754c2b765415', 'ee4663ce-796f-43e8-a9fe-17bed32932d8']",9,Right Foot,"[111.0, 48.4]",,"[{'location': [113.9, 49.2], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.7, 48.5], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.1, 48.0], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 47.7], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.9, 42.8], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 41.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 56.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.1, 44.7], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.2, 49.1], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.5, 40.2], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.8, 38.0], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.8, 40.8], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.4, 41.9], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.09962684,Normal,Open Play,,,,AFC Bournemouth,28,00:37:09.877,Shot,True
,,,,,,,,,,,,,,,,0.913238,,,,,,,,,,,,02d61327-cbc7-449c-8178-d76287115a7f,1744,,"[110.9, 42.8]",3754121,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua King,3346.0,Right Center Forward,118,AFC Bournemouth,28,"['7c61bca7-1846-42cd-b088-38727a952afe', '9f62a13a-9466-4b1c-b00b-47c2c2affcc3']",44,Right Foot,"[120.0, 38.6, 6.0]",True,"[{'location': [119.0, 72.5], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.7, 47.3], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 29.7], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.3, 41.7], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 52.4], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 47.2], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 32.4], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 69.5], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 74.7], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.9, 42.1], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.4, 42.6], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f6deaa5d-464e-4ce2-b3a5-3eb84641c28f,,Off T,0.1421105,Volley,Open Play,,,,AFC Bournemouth,28,00:06:44.708,Shot,True
,,,,,,,,,,,,,,,,0.459154,,,,,,,,,,,,ad8475b2-d7d5-440a-a39f-0516218227b9,1782,,"[97.0, 52.0]",3754121,52,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Juan Carlos Paredes Reasco,36983.0,Right Back,119,Watford,23,"['30744089-d443-4bb4-80f5-c151f57bb241', 'd8c545c0-d17f-42cb-904a-1b3ebffa2fac']",50,Right Foot,"[108.8, 42.1]",,"[{'location': [112.6, 43.0], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 42.0], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 37.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 43.7], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 49.6], 'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.8, 40.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 49.3], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.8, 36.3], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.2, 51.8], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.6, 43.4], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Blocked,0.030148849,Normal,Open Play,,,,Watford,23,00:07:50.051,Shot,
,,,,,,,,,,,,,,,,0.738966,,,,,,,,,,,,a9019938-465a-4c6e-bacc-21f4909c1c15,1862,,"[110.9, 32.5]",3754121,54,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Max-Alain Gradel,4416.0,Left Midfield,121,AFC Bournemouth,28,"['39e75609-073e-482e-922b-4f9006432d29', '98112544-0207-4b3d-a764-c5d2eb3137c9']",17,Right Foot,"[120.0, 42.5, 5.1]",,"[{'location': [94.5, 28.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.3, 40.6], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.8, 39.7], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 30.3], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 24.2], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 34.2], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 33.4], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 30.9], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.4, 16.2], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.9, 22.2], 'player': {'id': 3278, 'name': 'Benik Afobe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.6, 35.9], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 33.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.3, 37.3], 'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",8ff22f5c-3c8e-416f-a6ba-cec54759390e,True,Off T,0.3079405,Normal,Open Play,,,,AFC Bournemouth,28,00:09:17.847,Shot,True
