ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.32074,,,,,,,,,,,,,572a339f-eaf7-4cb4-b1ad-37e22b6de294,121,,,"[100.7, 41.3]",3857264,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Krystian Bielik,11737.0,Right Defensive Midfield,11,Poland,789,"['0248dbb6-2293-4ccb-8e27-a36eb1eaa37b', '22243129-c96e-4b3c-bae6-137f99150178']",2,,Left Foot,"[107.7, 39.4]",True,"[{'location': [114.3, 54.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 56.5], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 41.7], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 48.6], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 40.9], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 38.4], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 61.6], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.9, 50.0], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.4, 52.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.1, 32.1], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.5, 39.3], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.5, 38.4], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 48.3], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 56.7], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.2, 56.4], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.7, 61.3], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",7cfada25-6694-4aca-83c7-5c00237c5187,,Blocked,0.061495427,Normal,Open Play,,,,Poland,789,00:04:02.647,Shot,
,,,,,,,,,,,,,,,,,,1.202208,,,,,,,,,,,,,6271cb0d-792e-44c7-8222-86a420b8b9f8,264,,,"[99.0, 37.7]",3857264,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,14,Argentina,779,['71e9627e-a1c3-41f3-a562-72a923369f81'],30,,Right Foot,"[116.7, 37.9, 0.2]",,"[{'location': [116.8, 38.9], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 43.1], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.4, 39.3], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [93.4, 32.2], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 48.4], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 38.8], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 36.8], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.5, 32.0], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 33.3], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 21.8], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.1, 63.6], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.8, 46.0], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.1, 26.6], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [88.9, 28.9], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 29.3], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 15.1], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Saved,0.050872557,Normal,Open Play,,,,Argentina,779,00:06:30.623,Shot,
,,,,,,,,,,,,,,,,,,0.393427,,,,,,,,,,,,,1f63e0eb-0788-49c8-9158-bd891af14036,357,,,"[94.3, 40.5]",3857264,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,20,Argentina,779,"['1affea27-3a8f-4ff2-9b45-d45f02ff6773', '48a0a5e2-2715-4312-acc5-ebdf56713f28']",53,,Left Foot,"[103.7, 41.2]",,"[{'location': [103.5, 45.1], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 48.0], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.1, 43.6], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 40.7], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.7, 37.7], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [82.2, 20.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.9, 38.7], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 40.2], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 33.7], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 39.7], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.2, 36.9], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.1, 63.3], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.7, 48.1], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.7, 41.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 34.9], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.1, 25.7], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",c8c510d2-0e01-4114-a01b-d7fe8f0a3bcc,,Blocked,0.034158513,Normal,Open Play,,,,Argentina,779,00:08:53.181,Shot,
,,,,,,,,,,,,,,,,,,0.416757,,,,,,,,,,,,,1ae953ce-5984-4e36-a92c-de52f9c93bf8,393,,,"[111.7, 25.8]",3857264,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,22,Argentina,779,['16bda6c8-946c-4d55-bc6c-22db23e7356f'],53,,Left Foot,"[118.9, 35.9, 1.0]",,"[{'location': [101.0, 46.6], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 45.4], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 36.4], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 38.8], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 33.6], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 30.4], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.7, 28.1], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 36.1], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 50.2], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.4, 38.3], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.5, 22.6], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 38.0], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a7021b1d-d5eb-493d-a5c6-498caa118ce7,,Saved,0.053250678,Normal,Open Play,,,,Argentina,779,00:09:53.690,Shot,
,,,,,,,,,,,,,,,,,,0.708711,,,,,,,,,,,,,2653afac-1109-404b-b501-f4d4baf060fe,652,,,"[107.0, 27.9]",3857264,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Javier Acuña,19597.0,Left Back,33,Argentina,779,['aaa879c9-e906-49ee-a741-b4fcdc2a3fed'],9,,Right Foot,"[120.0, 43.3, 5.2]",,"[{'location': [101.3, 44.1], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 48.7], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.7, 53.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 35.9], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 28.6], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 41.7], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 33.3], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 34.7], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 37.8], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 66.5], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 45.5], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.3, 42.6], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.7, 32.3], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.8, 38.9], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a73cb25b-aa53-4c4d-ba8f-8e9a798d9532,,Off T,0.05141401,Half Volley,Open Play,,,,Argentina,779,00:16:09.229,Shot,
,,,,,,,,,,,,,,,,,,0.404606,,,,,,,,,,,,,fdf9a912-bf21-4c3b-a593-236d5ec0b1ac,829,,,"[105.9, 43.5]",3857264,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kamil Glik,3034.0,Right Center Back,42,Poland,789,['7cb80003-bfa5-4566-9550-adb1b5c34cf9'],36,,Right Foot,"[115.9, 46.6]",True,"[{'location': [98.6, 37.0], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.2, 33.7], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [82.8, 31.5], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.5, 31.3], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 36.4], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 41.6], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 45.7], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.2, 40.3], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.2, 34.4], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.5, 29.9], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.6, 58.5], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [76.5, 63.1], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [85.4, 66.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.0, 39.8], 'player': {'id': 6909, 'name': 'Damián Emiliano Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 63.3], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.1, 58.5], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.7, 51.3], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.2, 53.0], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 66.3], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c186f543-516f-4bae-b75a-eac33a891e42,,Wayward,0.06557972,Backheel,Open Play,,,,Poland,789,00:21:36.739,Shot,
,,,,,,,,,,,,,,,,,,0.451744,,,,,,,,,,,,,3dbf06d9-85ab-470c-ac24-973f9499e041,1123,,,"[110.8, 47.7]",3857264,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julián Álvarez,29560.0,Left Wing,53,Argentina,779,"['770ea769-e6b5-46cf-9f16-c6e572a2190f', 'bbf7fce1-f28f-4520-8d01-7927f78f9772']",54,,Right Foot,"[114.7, 41.0]",True,"[{'location': [102.9, 55.2], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 59.2], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.6, 45.3], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 55.9], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 33.5], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.8, 49.6], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 47.3], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 41.0], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 43.4], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 60.2], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.8, 49.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.7, 62.1], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.3, 16.9], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.6, 40.9], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",52e44dfc-9470-4095-95f4-1b5b8db942e5,,Blocked,0.1493578,Normal,Open Play,,,,Argentina,779,00:27:54.802,Shot,
,,,,,,,,,,,,,,,,,,1.132635,,,,,,,,,,,,,8abd7d1a-7a83-4ba5-8468-d78a75241b75,1129,,,"[102.9, 22.5]",3857264,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Javier Acuña,19597.0,Left Back,53,Argentina,779,['741217ad-0e40-4df5-9cd3-1c97cd697cee'],59,,Left Foot,"[120.0, 46.0, 1.0]",,"[{'location': [118.4, 37.6], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.3, 42.2], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.1, 50.2], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.7, 46.9], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 39.5], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 37.8], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 40.1], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 41.7], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 31.0], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 26.9], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.7, 54.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.6, 57.0], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.5, 42.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 43.2], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.7, 36.1], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.024708062,Normal,Open Play,,,,Argentina,779,00:27:59.007,Shot,
