50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.430969,,,,,,,,,,,,,b8b6ab92-b08c-491c-a389-b4831d29531d,1606,,,"[95.2, 40.4]",3879559,37,,,True,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,81,Bologna,240,['e1191a05-484f-4545-b1d8-efbe27387e89'],10,,Left Foot,"[112.2, 0.1]",,"[{'location': [97.2, 58.8], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.2, 43.2], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 38.9], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 33.6], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 41.3], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.3, 41.0], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 39.3], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.1, 48.9], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.7, 45.9], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Wayward,0.038003672,Normal,Open Play,,,,Juventus,224,00:37:10.662,Shot,
,,,,,,,,,,,,,,,,0.348561,,,,,,,,,,,,,6f31b075-4159-49e2-99f7-825a71f9e4d7,1735,,,"[100.4, 31.3]",3879559,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Álvaro Borja Morata Martín,3477.0,Left Center Forward,88,Juventus,224,"['1c0f1673-fc31-44d3-b4a0-c866379d1ed0', '9736c583-22cb-455d-bcb5-df0e5a9d7ead']",18,,Right Foot,"[108.9, 36.7]",,"[{'location': [97.0, 35.3], 'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 35.6], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.7, 39.0], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 39.9], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 36.9], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 33.3], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 25.0], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 30.5], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 37.4], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.4, 19.9], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 41.2], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.4, 40.7], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.3, 16.1], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",83891218-ae18-46ed-9441-b1a9c607b056,,Blocked,0.048038024,Normal,Open Play,,,,Juventus,224,00:41:18.835,Shot,
,,,,,,,,,,,,,,,,1.761265,,,,,,,,,,,,,3cf50ce7-12c8-49c2-8fc1-fc594205d059,1826,,,"[87.7, 40.9]",3879559,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Hernanes de Carvalho Andrade,25345.0,Left Defensive Midfield,91,Juventus,224,['9d735c2a-448f-4e4f-a13d-16b3d67ce5cf'],25,,Left Foot,"[117.5, 43.6, 0.2]",,"[{'location': [99.6, 57.5], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [84.2, 58.4], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.6, 19.9], 'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [83.5, 33.5], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.1, 52.2], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.8, 33.7], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.6, 54.4], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 46.1], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 45.3], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 39.3], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 38.0], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 33.4], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.3, 41.6], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.8, 20.2], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.9, 59.6], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.9, 47.8], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.1, 37.4], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.6, 18.9], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.5, 40.0], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9088f4de-5f97-4456-af76-3791761e60e3,,Saved,0.020679804,Normal,Open Play,,,,Juventus,224,00:43:25.633,Shot,
,,,,,,,,,,,,,,,,0.859991,,,,,,,,,,,,,ba06bbec-7ae9-42fb-bd1e-85ba16a634da,1968,,,"[110.9, 44.0]",3879559,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Álvaro Borja Morata Martín,3477.0,Left Center Forward,99,Juventus,224,"['89185160-bbca-41b0-a6e7-165b9b5908bf', 'f9a2e46d-1c49-42f2-a9ea-fba59a499864']",47,,Left Foot,"[120.0, 34.5, 1.6]",,"[{'location': [120.0, 45.7], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.3, 33.4], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.1, 42.2], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 49.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 43.9], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.5, 42.5], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.9, 40.2], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 39.6], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",56fbd8aa-4edf-4b89-bf69-36ce59d6d722,,Off T,0.20265096,Normal,Open Play,,,,Juventus,224,00:00:47.774,Shot,True
,,,,,,,,,,,,,,,,0.476441,,,,,,,,,,,,,3208b79f-4cef-4e81-99a0-003949a1dd59,2122,,,"[108.2, 40.1]",3879559,51,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,108,Juventus,224,['d241f0bd-59b3-45de-9d91-bbf68e5eba6b'],58,,Left Foot,"[120.0, 37.1, 0.3]",,,,,Goal,0.7835,Normal,Penalty,,,,Juventus,224,00:06:58.373,Shot,
,,,,,,,,,,,,,,,,0.54913,,,,,,,,,,,,,f6bc972f-0617-46a7-b4a6-647dda592e66,2332,,,"[108.4, 27.0]",3879559,57,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Álvaro Borja Morata Martín,3477.0,Left Center Forward,119,Juventus,224,"['3c2b4278-1ad3-4b8e-8571-b67e1179b198', 'df557ae9-088b-4aba-a4ca-5a01e820982a']",38,,Left Foot,"[118.4, 36.3, 2.2]",,"[{'location': [99.5, 36.0], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 47.7], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 42.5], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 34.5], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 28.3], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 36.5], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 24.1], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 47.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.8, 40.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",0571fde0-88f1-4923-b0a5-fe644bc19836,,Saved,0.058455,Normal,Open Play,,,,Juventus,224,00:12:38.422,Shot,True
,,,,,,,,,,,,,,,,1.503024,,,,,,,,,,,,,c087d6cc-c464-47fb-9e69-da70e3c2dc01,2465,,,"[89.7, 36.2]",3879559,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anderson Hernanes de Carvalho Andrade,25345.0,Left Defensive Midfield,125,Juventus,224,['595c5211-62fe-40a2-9586-16d597affa65'],55,,Left Foot,"[120.0, 51.1, 0.5]",True,"[{'location': [101.4, 22.9], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.2, 40.1], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 60.3], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.6, 45.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.8, 39.1], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.2, 30.4], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.0, 12.8], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.6, 38.1], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 36.5], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [85.0, 24.2], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.3, 45.2], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 33.0], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 39.5], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 33.6], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 26.2], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,0.020993896,Normal,Open Play,,,,Juventus,224,00:16:55.967,Shot,
,,,,,,,,,,,,,,,,0.78601,,,,,,,,,,,,,b116485a-45f0-4658-9f1d-5d541d6d8c90,2508,,,"[111.8, 43.8]",3879559,62,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sami Khedira,5566.0,Right Defensive Midfield,127,Juventus,224,['a9e9a316-6ba2-4056-9263-b56ed6420f93'],53,,Head,"[120.0, 37.4, 0.9]",,"[{'location': [101.2, 24.0], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.3, 41.6], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 35.5], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 42.4], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 33.4], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 28.0], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 22.8], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 24.6], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 51.3], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 31.9], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c2543c29-a8a1-417b-9e34-951b54781c48,True,Goal,0.12314939,Normal,Open Play,,,,Juventus,224,00:17:53.396,Shot,
,,,,,,,,,,,,,,,,0.527429,,,,,,,,,,,,,8984747d-08ec-47bb-a68e-f2fdea7af97c,2738,,,"[112.1, 25.2]",3879559,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,132,Juventus,224,"['91fd12b7-a0eb-4d29-a8fc-6457b6dae478', '97fc38ee-d948-46a0-bbb2-cb2e74b99410']",5,,Left Foot,"[118.8, 35.9, 1.3]",True,"[{'location': [104.5, 13.7], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 36.4], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 16.5], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 42.9], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.3, 27.2], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 27.6], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 21.6], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 26.3], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 43.8], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.6, 32.2], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.6, 35.5], 'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6e36a364-a1b2-4046-9541-fc39ae8981aa,,Saved,0.05595688,Normal,Open Play,,,,Juventus,224,00:23:05.105,Shot,True
,,,,,,,,,,,,,,,,0.157041,,,,,,,,,,,,,1b876f28-7b48-471c-a0ee-d370d3aa5160,2742,,,"[112.3, 34.7]",3879559,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Álvaro Borja Morata Martín,3477.0,Left Center Forward,132,Juventus,224,"['1b01f697-41ad-4ac9-9fe0-8299c7a19de0', '6fbc2a10-1247-4346-985c-191295b8905d', 'fbc08f72-2fb8-452d-b179-d8573165dda5']",6,,Left Foot,"[113.3, 35.1]",True,"[{'location': [106.7, 17.3], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.5, 24.8], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.7, 35.4], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 40.3], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.2, 30.5], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 35.5], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 33.0], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 21.5], 'player': {'id': 7175, 'name': 'Erick Antonio Pulgar Farfán'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 30.9], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 43.2], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.1, 36.4], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Blocked,0.070196055,Half Volley,Open Play,,,,Juventus,224,00:23:06.957,Shot,True
,,,,,,,,,,,,,,,,0.744839,,,,,,,,,,,,,683ede69-68c6-4e26-80eb-3e7d766c80fd,3268,,,"[101.9, 22.7]",3879559,80,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paul Pogba,20004.0,Left Midfield,145,Juventus,224,['82464ff5-f71b-45a1-8550-9f5cf177c8fb'],0,,Right Foot,"[120.0, 38.5, 3.8]",,"[{'location': [112.9, 33.8], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.1, 40.1], 'player': {'id': 8873, 'name': 'Marios Oikonomou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 39.8], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 46.0], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.5, 39.0], 'player': {'id': 30770, 'name': 'Filippo Falco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 6584, 'name': 'Simone Zaza'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.6, 32.0], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.7, 32.1], 'player': {'id': 7142, 'name': 'Luca Rossettini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 30.9], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 30.2], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.2, 29.2], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 28.3], 'player': {'id': 8103, 'name': 'Mattia Destro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.4, 27.2], 'player': {'id': 11729, 'name': 'Luca Rizzo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.5, 24.1], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.1, 41.3], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.7, 38.5], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.037779454,Normal,Free Kick,,,,Juventus,224,00:35:00.815,Shot,
