50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.266783,,,,,,,,,,,,,,,44264ec7-4413-4470-8fff-42984971785e,25,,,"[99.0, 52.5]",3813274,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cleiton Augusto Oliveira Silva,162209.0,Center Forward,2,Bengaluru,7284,['698100e4-1e73-47a4-9484-371f03c7ce89'],22,,Right Foot,"[120.0, 42.1, 2.8]",,"[{'location': [97.2, 55.3], 'player': {'id': 83332, 'name': 'Prince Vinny Ibara Doniama'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 43.7], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 40.3], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.4, 48.7], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.7, 57.3], 'player': {'id': 162208, 'name': 'Naorem Roshan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.2, 29.9], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.8, 39.0], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.2, 47.8], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.3, 59.5], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.5, 31.6], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 48.7], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 45.9], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 52.3], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Post,0.03319165,Half Volley,Open Play,,,,Bengaluru,7284,00:00:22.619,Shot,
,,,,,,,,,,,,,,,,0.579756,,,,,,,,,,,,,,,1d9f8093-9423-42d3-9156-2a9bd1e35896,245,,,"[108.0, 40.1]",3813274,8,,,,,,,,,,,,,,,,,,,,,,,1,Other,Igor Angulo Albóniga,8038.0,Center Forward,17,Mumbai City,7287,['b7866110-f78b-4aeb-9ef9-b1de60a4c8f3'],34,,Left Foot,"[120.0, 43.0, 1.4]",,,,Goal,0.7835,Normal,Penalty,,,,Mumbai City,7287,00:08:34.702,Shot,
,,,,,,,,,,,,,,,,1.276977,,,,,,,,,,,,,,,67e7c6f8-2dc1-497d-991f-0c4d8117e56b,385,,,"[96.8, 42.4]",3813274,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jayesh Dilip Rane,162207.0,Left Center Midfield,24,Bengaluru,7284,['1c3e6631-046c-4623-98ff-04e5eb42164c'],3,,Right Foot,"[120.0, 34.7, 0.2]",,"[{'location': [101.7, 50.9], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.6, 70.3], 'player': {'id': 162208, 'name': 'Naorem Roshan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [83.5, 58.6], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.2, 35.3], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 40.4], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 35.1], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 36.6], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 44.3], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.4, 63.5], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 52.7], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 53.0], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 68.0], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 65.3], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",7590ed96-afab-480d-a31c-786e0628c413,Off T,0.051129967,Half Volley,Open Play,,,,Bengaluru,7284,00:13:03.133,Shot,
,,,,,,,,,,,,,,,,1.385341,,,,,,,,,,,,,,,f11ec39b-f0e5-420d-85fa-c638a21b0477,556,,,"[96.0, 49.6]",3813274,19,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cleiton Augusto Oliveira Silva,162209.0,Center Forward,37,Bengaluru,7284,['7c017c97-aa9e-4d3b-9e4a-fe80db384a1e'],51,,Right Foot,"[120.0, 43.2, 2.0]",,"[{'location': [94.9, 51.5], 'player': {'id': 162208, 'name': 'Naorem Roshan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.4, 41.9], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 33.3], 'player': {'id': 83332, 'name': 'Prince Vinny Ibara Doniama'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.2, 31.5], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 25.8], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 42.6], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.2, 39.2], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 40.6], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.3, 30.3], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 34.9], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.8, 43.8], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.6, 47.3], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.1, 33.4], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 45.0], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 45.9], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 46.6], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 41.7], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Goal,0.06660732,Normal,Free Kick,,,,Bengaluru,7284,00:19:51.790,Shot,
,,,,,,,,,,,,,,,,1.787659,,,,,,,,,,,,,,,a6877fb6-7eb2-4e2f-827f-e8e84236efab,715,,,"[105.1, 46.4]",3813274,24,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Prince Vinny Ibara Doniama,83332.0,Right Wing,48,Bengaluru,7284,"['c8c90f9d-966d-4c70-a745-fbc36171cb44', 'f99a36d0-76dd-4d9d-b63e-bc8614334170']",55,True,Head,"[119.2, 44.0, 1.2]",,"[{'location': [104.0, 23.2], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 33.7], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 38.4], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 32.3], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 38.6], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 43.8], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 41.4], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 46.6], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 52.4], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.1, 46.2], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.3, 34.5], 'player': {'id': 162207, 'name': 'Jayesh Dilip Rane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.6, 62.1], 'player': {'id': 162208, 'name': 'Naorem Roshan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.4, 57.9], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",fb69fcc0-a1a1-4db4-811b-db65f7aa1e43,Saved,0.038351066,Normal,Open Play,,,,Bengaluru,7284,00:24:55.861,Shot,True
,,,,,,,,,,,,,,,,0.970552,,,,,,,,,,,,,,,8eda69ed-058c-465c-a065-9c324d675b1b,917,,,"[103.4, 34.6]",3813274,34,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Igor Angulo Albóniga,8038.0,Center Forward,69,Mumbai City,7287,['48c091b4-566e-4986-9c63-3b7f18e2441e'],3,,Head,"[120.0, 29.9, 5.1]",,"[{'location': [87.1, 28.5], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.7, 5.4], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.6, 11.1], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.3, 35.6], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 31.3], 'player': {'id': 162203, 'name': 'Pratik Prabhakar Chaudhari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 15.3], 'player': {'id': 162208, 'name': 'Naorem Roshan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.9, 12.1], 'player': {'id': 166562, 'name': 'Edmund Lalrindika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.6, 43.1], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 38.8], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.3, 29.9], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.5, 44.8], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.5, 49.5], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",5b4aeafc-52f4-42bf-adee-ba994c11ab71,Off T,0.029926244,Normal,Open Play,,,,Mumbai City,7287,00:34:03.211,Shot,
,,,,,,,,,,,,,,,,0.226901,,,,,,,,,,,,,,,e9984640-c908-46f5-a47b-f5f790b1e876,991,,,"[103.6, 39.2]",3813274,35,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jayesh Dilip Rane,162207.0,Left Center Midfield,74,Bengaluru,7284,"['1423f03f-71a9-48ec-b28d-847a7ec79535', 'a7951356-b530-4a4e-913e-9fd3acc9f401']",33,,Right Foot,"[105.2, 39.1]",,"[{'location': [104.2, 49.2], 'player': {'id': 166562, 'name': 'Edmund Lalrindika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 45.0], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 39.3], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 38.8], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 37.3], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 37.6], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 33.7], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c5aa8058-afb0-4fc2-96fe-6870c111c889,Blocked,0.09792617,Normal,Open Play,,,,Bengaluru,7284,00:35:33.250,Shot,
,,,,,,,,,,,,,,,,0.522282,,,,,,,,,,,,,,,e404018f-32c2-4f04-ac00-b8af554b4f35,1190,,,"[108.0, 40.0]",3813274,43,,,,,,,,,,,,,,,,,,,,,,,1,Other,Sunil Chhetri,124748.0,Left Wing,87,Bengaluru,7284,['d08608de-06d2-431c-b998-79d403918dbb'],13,,Right Foot,"[119.3, 36.8, 0.5]",,,,Saved,0.7835,Normal,Penalty,,,,Bengaluru,7284,00:43:13.666,Shot,
,,,,,,,,,,,,,,,,1.014843,,,,,,,,,,,,,,,7bffe531-8639-43ea-ac7f-7a5b57c55088,1483,,,"[110.9, 30.1]",3813274,53,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Serigne Mourtada Fall,159770.0,Right Center Back,111,Mumbai City,7287,"['a4edf648-3340-4ab9-9ec3-20eb4d9b00db', 'd7a3d4db-54d3-40c7-bae1-1f12e91cb7f0']",19,True,Head,"[120.0, 41.1, 1.5]",,"[{'location': [104.3, 42.4], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.9, 42.2], 'player': {'id': 124745, 'name': 'Muhammad Ashique Kuruniyan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 36.4], 'player': {'id': 124758, 'name': 'Gurpreet Singh Sandhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 34.2], 'player': {'id': 27116, 'name': 'Alan Henrique Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 39.7], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.7, 41.8], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.5, 26.1], 'player': {'id': 166562, 'name': 'Edmund Lalrindika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.2, 30.6], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.9, 39.4], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.9, 31.8], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 36.9], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 32.9], 'player': {'id': 162208, 'name': 'Naorem Roshan Singh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 37.8], 'player': {'id': 124904, 'name': 'Suresh Singh Wangjam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.4, 31.1], 'player': {'id': 26565, 'name': 'Bruno Edgar Silva Almeida'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 29.9], 'player': {'id': 162203, 'name': 'Pratik Prabhakar Chaudhari'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",53262642-e697-4c80-8f18-401afd0e5ae7,Goal,0.028777262,Normal,Open Play,,,,Mumbai City,7287,00:08:19.490,Shot,True
,,,,,,,,,,,,,,,,0.050026,,,,,,,,,,,,,,,af5077e8-7056-46b7-87db-31d79775df79,1724,,,"[99.4, 29.8]",3813274,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jayesh Dilip Rane,162207.0,Left Center Midfield,131,Bengaluru,7284,"['438d20c9-05fa-4447-af2f-f9b8c6cc4ec8', '54810e95-c634-4716-9825-bfb86d4b9b70']",22,,Right Foot,"[100.4, 30.5]",,"[{'location': [106.1, 18.5], 'player': {'id': 124748, 'name': 'Sunil Chhetri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.5, 39.0], 'player': {'id': 162209, 'name': 'Cleiton Augusto Oliveira Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 46.0], 'player': {'id': 166562, 'name': 'Edmund Lalrindika'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.3, 40.3], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 23.8], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 25.0], 'player': {'id': 45004, 'name': 'Ygor de Oliveira Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.3, 29.9], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 30.7], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 46.4], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 35.9], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 39.2], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",68662000-1458-4fac-86c5-a80e36f3b38c,Blocked,0.027743876,Normal,Open Play,,,,Bengaluru,7284,00:18:22.521,Shot,
