50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.592174,,,,,,,,,,,,abbe1666-728d-40fc-9ed0-43ddd26eaf05,25,,"[113.1, 54.1]",3890556,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Max Kruse,8386.0,Center Forward,2,Wolfsburg,179,"['490ffea5-0c2f-4dde-a183-94d7f571dc2b', '652dda6b-bd3d-4f91-b448-e9cc660bc8a3']",17,,Right Foot,,"[120.0, 43.5, 4.4]",True,"[{'location': [99.6, 69.7], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.6, 31.7], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.4, 52.6], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 55.3], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 49.2], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 37.6], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 44.2], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 63.3], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.1, 26.0], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c0d386dc-bbad-421b-a048-d58c44ab5429,,Off T,0.049163833,Half Volley,Open Play,,,,Wolfsburg,179,00:00:17.641,Shot,True
,,,,,,,,,,,,,,,,,0.080253,,,,,,,,,,,,4b81cc9f-ca51-401b-b201-0a12550edda1,445,,"[105.7, 19.5]",3890556,8,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Schürrle,10281.0,Left Midfield,16,Wolfsburg,179,"['358e2033-b756-4925-a15e-0620ac4a011d', '7cd53e44-c28e-45cb-b6ad-a8fa4132e9cc']",39,,Right Foot,,"[106.4, 20.5]",,"[{'location': [110.3, 47.9], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 42.2], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 38.9], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 33.9], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 25.0], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 18.4], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.7, 20.8], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 36.5], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 31.1], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [83.3, 10.3], 'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.3, 38.1], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",edc923d9-08e8-4409-b866-8132b57cb782,,Blocked,0.007137853,Normal,Open Play,,,,Wolfsburg,179,00:08:39.854,Shot,
,,,,,,,,,,,,,,,,,0.362074,,,,,,,,,,,,e7f5f4b7-f682-4610-9aa7-6d3e1a1a9ab3,543,,"[113.7, 39.3]",3890556,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maximilian Arnold,8235.0,Left Center Midfield,18,Wolfsburg,179,"['beafe2c4-ef01-47f1-a260-8fa9ae31acc8', 'de5bb897-0121-4c59-8769-0b448a597053']",29,,Left Foot,,"[120.0, 40.5, 2.0]",True,"[{'location': [114.0, 40.3], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 39.3], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 35.2], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 38.6], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.2, 7.5], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.8, 26.6], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 15.9], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.1, 38.3], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 13.1], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",f35a63e2-9b07-4c17-afb2-10146c4467fa,,Goal,0.20743622,Half Volley,Open Play,,,,Wolfsburg,179,00:10:29.330,Shot,True
,,,,,,,,,,,,,,,,,1.212559,,,,,,,,,,,,da4c36ce-87e3-406f-b70f-c11ef784e34c,578,,"[113.9, 40.6]",3890556,12,,,True,,,,,,,,,,,,,,,,,,,,1,From Corner,Artem Kravets,27639.0,Center Forward,20,VfB Stuttgart,174,"['686c11b8-3549-4b6c-b4b4-68382af07280', '98a149f0-bb93-48a0-a6a7-c6bb71a7653f']",25,True,Head,,"[120.0, 58.3]",,"[{'location': [118.5, 40.8], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 33.7], 'player': {'id': 23267, 'name': 'Paul Seguin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 45.9], 'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 43.2], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.9, 45.6], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 48.1], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 49.9], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.9, 44.1], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.3, 48.3], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 37.7], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.9, 41.7], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.3, 49.1], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.3, 44.7], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.8, 35.7], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 39.8], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",9c9a3306-9a69-4734-8ba9-c36307fac3f2,,Wayward,0.17716625,Normal,Open Play,,,,VfB Stuttgart,174,00:12:25.918,Shot,True
,,,,,,,,,,,,,,,,,0.232082,,,,,,,,,,,,a3c8ea59-37b4-4060-9a1c-882d47486549,696,,"[103.0, 29.9]",3890556,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,25,Wolfsburg,179,"['c19dc8da-79f5-4c3b-bd00-3f1e30471221', 'deda94d5-e907-4667-9d9a-36476a643435']",49,,Left Foot,,"[107.8, 32.4, 1.6]",,"[{'location': [98.2, 31.4], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 30.6], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 32.3], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",acd9cd03-e3b0-4e8a-8d03-d7b570ce1426,True,Saved,0.17728758,Normal,Open Play,,,,Wolfsburg,179,00:14:49.087,Shot,True
,,,,,,,,,,,,,,,,,0.919356,,,,,,,,,,,,31b2360a-7d7e-4810-b0b0-67307e2bdc9e,701,,"[108.9, 36.5]",3890556,15,,,True,,,,,,,,,,,,,,,,,,,,1,From Corner,Dante Bonfim da Costa Santos,3197.0,Left Center Back,26,Wolfsburg,179,"['326dcd74-d558-429f-9ac4-ce6342567149', '7878f8dd-7881-41ab-b379-31b846800b7e']",29,,Left Foot,,"[120.0, 21.7]",True,"[{'location': [109.3, 44.1], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 40.8], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 44.3], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 36.6], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 33.0], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 36.5], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 29.9], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.8, 22.9], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.5, 39.4], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 43.6], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.7, 49.0], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 37.9], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 29.0], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.2, 24.7], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",819c43af-82b2-47de-b90b-f04dc6fc3f59,,Wayward,0.04854851,Volley,Open Play,,,,Wolfsburg,179,00:15:29.723,Shot,True
,,,,,,,,,,,,,,,,,0.088404,,,,,,,,,,,,e113ed18-1654-4910-acfd-3b24d0ebc372,863,,"[97.8, 19.3]",3890556,18,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Wing,31,VfB Stuttgart,174,"['7fd6b307-f631-42f7-8bc6-76f227a4a84b', 'e4129b29-1f49-45d4-915c-78f48de6989b']",19,,Left Foot,,"[102.3, 23.2]",,"[{'location': [118.0, 37.1], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.8, 17.3], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.8, 34.7], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.1, 23.9], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 13.2], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 23.3], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 29.3], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 37.8], 'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 3.3], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.4, 29.3], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 40.1], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.7, 28.0], 'player': {'id': 27639, 'name': 'Artem Kravets'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",97ffd52d-3e84-4f64-9b4a-85542fc1dc3c,,Blocked,0.008938423,Normal,Open Play,,,,VfB Stuttgart,174,00:18:19.350,Shot,
,,,,,,,,,,,,,,,,,1.420684,,,,,,,,,,,,d07e1652-71c7-4002-a067-1da82dd58f24,1093,,"[80.1, 51.9]",3890556,22,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,37,Wolfsburg,179,"['5df1a537-cd77-40f7-84aa-f801518c7d03', 'd9b9df1e-4228-47b5-a8d5-8e8818fb5e9e']",39,,Right Foot,,"[120.0, 49.4, 7.5]",,"[{'location': [118.1, 41.2], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.5, 50.4], 'player': {'id': 27639, 'name': 'Artem Kravets'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [87.0, 51.0], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [81.5, 31.2], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.2, 63.4], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [87.4, 39.3], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.1, 52.9], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 46.7], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.7, 20.6], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.4, 24.7], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 39.6], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.5, 20.6], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [81.5, 62.7], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.4, 77.0], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.8, 48.0], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.2, 38.8], 'player': {'id': 23267, 'name': 'Paul Seguin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [80.6, 42.6], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [76.9, 28.9], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",79fbd521-eef9-424f-a7b9-6d09e30dc7a2,,Off T,0.0052911,Normal,Open Play,,,,Wolfsburg,179,00:22:39.366,Shot,True
,,,,,,,,,,,,,,,,,0.132697,,,,,,,,,,,,09ad62d7-e814-434e-958e-a55f666d51ec,1366,,"[109.5, 51.5]",3890556,28,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,André Schürrle,10281.0,Left Midfield,52,Wolfsburg,179,"['ada82fa5-2911-4d92-9370-a9d465483e67', 'ae814a68-8800-44a4-8eb4-9aa55b49eba0']",34,,Right Foot,True,"[120.0, 39.5, 1.1]",,"[{'location': [101.8, 35.9], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 24.9], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.1, 35.4], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 44.9], 'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 49.5], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 33.6], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 46.9], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ad64bb11-3aa3-47b5-982d-8677306408a1,,Goal,0.10027721,Normal,Open Play,,,,Wolfsburg,179,00:28:34.599,Shot,
,,,,,,,,,,,,,,,,,1.152135,,,,,,,,,,,,dfc00915-a565-4607-b335-48178b352371,1712,,"[88.3, 37.0]",3890556,36,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Didavi,8243.0,Center Attacking Midfield,72,VfB Stuttgart,174,"['479b154c-0d62-4eed-aae3-de6c9e47c085', 'e72a9f87-d4c5-48f4-bc4c-412715c77fe0']",56,,Left Foot,,"[116.3, 42.3, 0.9]",,"[{'location': [115.7, 39.9], 'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.5, 55.9], 'player': {'id': 40469, 'name': 'Marcel Schäfer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 49.6], 'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [79.8, 65.4], 'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.8, 38.1], 'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.8, 44.0], 'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [83.2, 55.7], 'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.1, 34.8], 'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [79.5, 48.9], 'player': {'id': 23267, 'name': 'Paul Seguin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.3, 41.3], 'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.6, 34.2], 'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [77.8, 49.5], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.9, 17.4], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.8, 30.0], 'player': {'id': 27639, 'name': 'Artem Kravets'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 53.5], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [86.7, 54.7], 'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [79.2, 68.7], 'player': {'id': 11370, 'name': 'Matthias Zimmermann'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",8db17997-dcf7-497e-8a46-345a937696e5,,Saved,0.023404326,Normal,Open Play,,,,VfB Stuttgart,174,00:36:56.352,Shot,True
