ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.878803,,,,,,,,,,,,,7b7fe9fa-575c-4057-b28b-778634ee1395,91,,,"[105.8, 47.2]",3754189,1,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steven Caulker,9958.0,Right Center Back,5,Southampton,25,['2b728ad9-fb60-422b-8024-0b4492756a92'],42,,Head,"[120.0, 71.2, 1.8]",,"[{'location': [106.0, 39.7], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.4, 34.7], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.1, 34.9], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.3, 48.7], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [114.6, 41.8], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 50.0], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 47.5], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.9, 42.2], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 34.6], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 34.4], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.7, 50.5], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [95.6, 25.2], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.5, 50.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.2, 46.8], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 44.2], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",022217b2-b100-4bbe-b978-f4a2bb93b415,,Off T,,0.09619129,Normal,Open Play,,,,Southampton,25,00:01:42.112,Shot,
,,,,,,,,,,,,,,,,2.184925,,,,,,,,,,,,,44baaeb8-2e0d-4546-abbe-0d04e0a7e4e9,334,,,"[95.4, 51.4]",3754189,8,,,,,,,,,,,,,,,,,,,,1,Regular Play,Allan Romeo Nyom,3991.0,Right Back,19,Watford,23,['25ac74df-0a21-4099-884f-e7274352771d'],17,,Right Foot,"[120.0, 6.7, 0.4]",,"[{'location': [86.3, 39.5], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 32.9], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 37.3], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.9, 34.6], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 45.2], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.1, 41.9], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 50.7], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.3, 47.9], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [83.9, 35.1], 'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.2, 41.3], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 34.0], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.7, 32.5], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.7, 41.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.4, 42.0], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.3, 25.4], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 34.4], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",531bd046-9f88-4510-9eaf-23f06b729292,,Off T,,0.018391358,Normal,Open Play,,,,Watford,23,00:08:17.983,Shot,
,,,,,,,,,,,,,,,,0.745474,,,,,,,,,,,,,9b109a34-06ed-4dc0-8a79-9061d918ae8a,889,,,"[94.4, 30.8]",3754189,24,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Holebas,3725.0,Left Back,44,Watford,23,"['5a80bcf3-d059-417b-a0a3-25a129727304', 'e23c7253-cf24-44fc-b9ff-59a05bcd1b9f']",48,,Left Foot,"[106.1, 36.9]",True,"[{'location': [100.2, 54.5], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 39.6], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.5, 42.6], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 45.7], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 38.7], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.1, 31.0], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.3, 35.6], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.4, 39.2], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 59.5], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.2, 41.8], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 36.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 25.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,,0.02189551,Half Volley,Open Play,,,,Watford,23,00:24:48.901,Shot,
,,,,,,,,,,,,,,,,0.859394,,,,,,,,,,,,,6da93a23-4e10-4f41-95b7-7e0b7e32b666,941,,,"[112.2, 51.6]",3754189,26,,,,,,,,,,,,,,,,,,,,1,From Throw In,Shane Long,3842.0,Left Center Forward,48,Southampton,25,['29a5184f-66a0-456a-bcd6-61ac272c7050'],51,,Left Foot,"[118.2, 44.1, 0.5]",,"[{'location': [101.7, 61.6], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [107.1, 35.2], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.9, 61.5], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.2, 47.3], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 46.5], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 51.8], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 48.0], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 64.4], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.7, 45.0], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.1, 43.8], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 52.0], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a71f7e57-9c12-4ede-ad7e-9e3384713ff0,,Saved,,0.118507855,Normal,Open Play,,,,Southampton,25,00:26:51.132,Shot,
,,,,,,,,,,,,,,,,0.168636,,,,,,,,,,,,,9723c925-b260-48d3-b10c-b4db3eacca64,1025,,,"[97.3, 19.5]",3754189,29,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Holebas,3725.0,Left Back,54,Watford,23,"['25e864ef-7c4d-41ba-a3f4-49d199780f43', '6dc9a614-06e3-47c2-92da-3fe752602b24']",16,,Right Foot,"[100.4, 22.6]",,"[{'location': [103.4, 37.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.2, 16.8], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.5, 22.6], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 34.2], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.7, 34.9], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 38.9], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.6, 38.4], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.8, 46.5], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.4, 17.3], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.9, 45.6], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.4, 37.7], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.5, 20.5], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.3, 40.9], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",96dc3bef-aa87-40b6-9dd3-d0fe32bd69fd,,Blocked,,0.009013253,Normal,Open Play,,,,Watford,23,00:29:16.947,Shot,
,,,,,,,,,,,,,,,,2.296053,,,,,,,,,,,,,ebf3754d-f172-4bde-ad74-0230bb707e1e,1189,,,"[108.6, 47.1]",3754189,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Graziano Pellè,11062.0,Right Center Forward,61,Southampton,25,['91d67d30-f922-417c-b557-b659fa77cc7c'],9,,Head,"[120.0, 28.9, 0.5]",,"[{'location': [118.3, 42.0], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 46.6], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 66.8], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 67.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 61.2], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.1, 56.4], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 46.4], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 39.7], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 46.6], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.3, 60.1], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.4, 61.9], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",74d9414c-aee6-413d-bf70-cf519909603b,,Off T,,0.062100034,Normal,Open Play,,,,Southampton,25,00:33:09.073,Shot,
,,,,,,,,,,,,,,,,1.085285,,,,,,,,,,,,,648061dc-1bdc-4330-88b7-8020664778e9,1307,,,"[113.1, 35.0]",3754189,36,,,,,,,,,,,,,,,,,,,,1,From Corner,Steven Caulker,9958.0,Right Center Back,68,Southampton,25,['9ebaa062-57f0-4d7c-bbc9-4134024b454c'],31,,Head,"[118.5, 37.2, 1.3]",,"[{'location': [113.3, 39.5], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 40.6], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.8, 44.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [119.2, 7.7], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.4, 41.0], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 40.0], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 40.1], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 37.7], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 41.4], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 41.3], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.0, 36.3], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [114.1, 34.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 29.4], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 43.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.3, 40.8], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",fb409ffe-006e-473b-930a-e0b50cde9075,,Saved,,0.11725317,Normal,Open Play,,,,Southampton,25,00:36:31.769,Shot,
,,,,,,,,,,,,,,,,0.166145,,,,,,,,,,,,,a2b0ea83-d597-4a09-84d2-4f172f166b25,1812,,,"[102.9, 53.6]",3754189,48,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Troy Deeney,3454.0,Center Forward,99,Watford,23,"['1c7a3054-9682-4895-8171-9352c8c1ab00', '5fd19045-309e-40e6-9bfb-d5ae215c93a0']",11,,Right Foot,"[103.5, 53.1]",,"[{'location': [117.2, 42.8], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 57.6], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.2, 43.4], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 65.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 37.1], 'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [92.0, 56.1], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.8, 65.8], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.7, 53.6], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.4, 57.6], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 52.7], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a1f5e175-5a22-4409-8f11-ddb094607515,,Blocked,,0.02689661,Normal,Open Play,,,,Watford,23,00:03:11.011,Shot,
,,,,,,,,,,,,,,,,0.63429,,,,,,,,,,,,,54541070-4f70-4f18-a416-1b03ae605a5e,1873,,,"[108.3, 56.5]",3754189,49,,,,,,,,,,,,,,,,,,,,2,Regular Play,Graziano Pellè,11062.0,Right Center Forward,103,Southampton,25,['cf43f28e-0bf3-4dbf-81b2-002b0f8a4e43'],52,,Right Foot,"[117.6, 45.0, 2.1]",True,"[{'location': [91.5, 64.9], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.2, 60.1], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 63.2], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 54.9], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 57.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 53.4], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.6, 32.6], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.3, 41.0], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 44.5], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.2, 41.6], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.6, 63.9], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.2, 34.5], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.3, 23.6], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [96.8, 52.9], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",881f8f78-7b44-4d4a-bd42-190cfe062f15,,Saved,,0.041152455,Normal,Open Play,,,,Southampton,25,00:04:52.923,Shot,
,,,,,,,,,,,,,,,,1.281602,,,,,,,,,,,,,e39fc267-accf-414a-b27f-dc1407e6449c,1878,,,"[117.0, 49.5]",3754189,50,,,,,,,,,,,,,,,,,,,,2,From Corner,Shane Long,3842.0,Left Center Forward,104,Southampton,25,"['1cd7cead-b532-464e-bca2-da12d7b27d68', 'b6c9c854-24fe-4734-9f5d-576ae36351b0']",20,True,Head,"[120.0, 39.3, 3.5]",,"[{'location': [103.5, 37.8], 'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.8, 40.4], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.3, 47.9], 'player': {'id': 9958, 'name': 'Steven Caulker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.4, 45.2], 'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [100.0, 31.9], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.5, 41.6], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.2, 37.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.9, 36.2], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.3, 42.0], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.8, 41.5], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.8, 46.7], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 47.4], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 40.5], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 49.3], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 48.3], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 44.8], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",f58ecde8-2940-488b-8ea2-128818d38bd5,,Off T,,0.0559027,Normal,Open Play,,,,Southampton,25,00:05:20.625,Shot,True
