50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.1363,,,,,,,,,,,,,,b58bb8df-cb62-4d01-a672-23bec135ee9a,162,,"[95.2, 50.1]",68312,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marta Vieira da Silva,5082.0,Center Attacking Midfield,10,Brazil Women's,1203,"['0d0e68ec-206a-4304-a68c-8960e34fcec7', '21ccf054-44a7-4776-a597-ed76392fd92e', '44e47aeb-9be3-484b-b1a6-f042e248a289']",9,,Left Foot,"[99.0, 49.0]",True,"[{'location': [107.3, 39.4], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 34.6], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.3, 39.5], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.5, 42.8], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 52.6], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.4, 22.4], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 41.5], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.3, 48.9], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.6, 42.6], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.1, 43.2], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.8, 41.7], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 39.3], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.8, 55.5], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.3, 1.9], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 48.7], 'player': {'id': 25556, 'name': 'Kathellen Sousa Feitoza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [99.7, 20.8], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.5, 32.7], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.4, 40.0], 'player': {'id': 25559, 'name': 'Tamires Cássia Dias de Britto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.8, 38.7], 'player': {'id': 15293, 'name': 'Cristiane Rozeira de Souza Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c7439e9d-c342-4ddb-9e1e-41113df58bf9,Blocked,0.024608504,Normal,Open Play,,,,Brazil Women's,1203,00:04:09.133,Shot,True
,,,,,,,,,,,,,,,0.9897,,,,,,,,,,,,,,03166a6f-1806-493b-ba3f-5eecf7fb4587,193,,"[101.5, 29.0]",68312,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Barbara Bonansea,10211.0,Left Center Forward,11,Italy Women's,855,['cc4f4831-038e-4662-8fb2-a0f1c4bcc93e'],49,,Right Foot,"[118.9, 36.5, 0.0]",,"[{'location': [105.0, 57.0], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.7, 47.5], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [82.3, 32.1], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.9, 31.5], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.2, 35.1], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 48.5], 'player': {'id': 25559, 'name': 'Tamires Cássia Dias de Britto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 39.8], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 34.1], 'player': {'id': 25556, 'name': 'Kathellen Sousa Feitoza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 29.5], 'player': {'id': 25560, 'name': 'Letícia Santos de Oliveira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.3, 28.8], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.7, 39.3], 'player': {'id': 25555, 'name': 'Bárbara Micheline do Monte Barbosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3fee5f70-fc78-4ea1-b7ca-fa569bfc515f,Saved,0.069181636,Normal,Open Play,,,,Italy Women's,855,00:04:49.441,Shot,
,,,,,,,,,,,,,,,2.439714,,,,,,,,,,,,,,4319283d-e65c-4eba-b4b7-2ac7cda2358e,316,,"[85.8, 35.1]",68312,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Valentina Cernoia,10398.0,Left Center Midfield,18,Italy Women's,855,['49d694c5-c2a9-4d7d-9496-eb8b43d8e2df'],30,,Left Foot,"[120.0, 51.4, 0.2]",,"[{'location': [118.9, 40.2], 'player': {'id': 25555, 'name': 'Bárbara Micheline do Monte Barbosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 40.9], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [87.5, 37.2], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.3, 54.6], 'player': {'id': 25559, 'name': 'Tamires Cássia Dias de Britto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 37.7], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 31.6], 'player': {'id': 25556, 'name': 'Kathellen Sousa Feitoza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 24.4], 'player': {'id': 25560, 'name': 'Letícia Santos de Oliveira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.1, 35.1], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.9, 29.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [79.5, 24.9], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [91.2, 72.3], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.3, 34.5], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.4, 38.4], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.0, 29.1], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.2, 22.8], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c15e33ae-1570-47b1-9b42-dba009b433f9,Off T,0.01762217,Normal,Open Play,,,,Italy Women's,855,00:08:30.694,Shot,
,,,,,,,,,,,,,,,0.4739,,,,,,,,,,,,,,cf73161a-4262-46da-93e8-611cb45e3d3d,543,,"[115.5, 46.7]",68312,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Débora Cristiane de Oliveira,5044.0,Right Midfield,33,Brazil Women's,1203,['5c9201e8-2697-496e-bae5-52a6970bbcc9'],18,,Right Foot,"[119.3, 43.4, 1.9]",True,"[{'location': [94.0, 62.1], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.4, 30.3], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.5, 40.6], 'player': {'id': 15293, 'name': 'Cristiane Rozeira de Souza Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.4, 45.5], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.8, 32.5], 'player': {'id': 25556, 'name': 'Kathellen Sousa Feitoza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.5, 40.2], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.3, 42.3], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 51.6], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.8, 63.0], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 41.9], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 46.2], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.8, 40.0], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 44.5], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.7, 39.9], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.3, 33.1], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 45.4], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 42.5], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",f612a9f4-2f65-414b-9465-8334ae09bec3,Saved,0.06912318,Backheel,Open Play,,,,Brazil Women's,1203,00:16:18.127,Shot,
,,,,,,,,,,,,,,,0.3831,,,,,,,,,,,,,,428362a2-ed66-4543-8c25-f2b4ba872269,552,,"[116.5, 31.7]",68312,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kathellen Sousa Feitoza,25556.0,Right Center Back,36,Brazil Women's,1203,['668c4cd2-e4b8-4e8d-a32c-2158d75cf8c5'],38,,Head,"[120.0, 34.8, 2.5]",,"[{'location': [109.6, 40.3], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.9, 35.4], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.2, 39.9], 'player': {'id': 15293, 'name': 'Cristiane Rozeira de Souza Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.6, 36.5], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.4, 45.5], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.8, 56.5], 'player': {'id': 25560, 'name': 'Letícia Santos de Oliveira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.7, 44.4], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.8, 36.2], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.7, 37.3], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 38.6], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 34.7], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 45.1], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.3, 62.8], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 32.3], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 40.1], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.9, 40.6], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.9, 40.0], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.2, 43.3], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",03c820db-f297-41cf-9cc0-dbbebbb793c4,Off T,0.07242029,Normal,Open Play,,,,Brazil Women's,1203,00:17:38.969,Shot,
,,,,,,,,,,,,,,,1.4359,,,,,,,,,,,,,,328d9f2c-dd59-4733-9a5b-b5e417b59626,717,,"[100.5, 23.6]",68312,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Débora Cristiane de Oliveira,5044.0,Right Midfield,47,Brazil Women's,1203,['3d129264-ea4c-4d66-98ca-82d50fc05845'],6,,Right Foot,"[120.0, 50.0, 1.7]",,"[{'location': [109.6, 27.9], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.9, 36.0], 'player': {'id': 15293, 'name': 'Cristiane Rozeira de Souza Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 47.7], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.6, 40.2], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.7, 36.3], 'player': {'id': 25556, 'name': 'Kathellen Sousa Feitoza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.7, 37.2], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [79.5, 48.0], 'player': {'id': 25560, 'name': 'Letícia Santos de Oliveira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [80.3, 40.8], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [96.9, 36.9], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.5, 54.7], 'player': {'id': 10228, 'name': 'Manuela Giugliano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 38.8], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 35.7], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 39.6], 'player': {'id': 10203, 'name': 'Cristiana Girelli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.1, 38.5], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 25.1], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 30.6], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.8, 44.6], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.3, 45.5], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Off T,0.019257534,Half Volley,Open Play,,,,Brazil Women's,1203,00:22:06.795,Shot,
,,,,,,,,,,,,,,,0.2699,,,,,,,,,,,,,,e4684c0d-f9ef-4794-9d75-ef1b4b9837cb,876,,"[99.3, 48.9]",68312,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristiana Girelli,10203.0,Center Attacking Midfield,54,Italy Women's,855,"['3496ae8f-3d5a-4e9b-811f-e1177d8cd097', '8079e9fa-31f5-431c-817d-7396e9e41d5f']",22,,Right Foot,"[106.9, 45.4]",,"[{'location': [118.5, 41.1], 'player': {'id': 25555, 'name': 'Bárbara Micheline do Monte Barbosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 51.3], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.8, 41.3], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 51.8], 'player': {'id': 25559, 'name': 'Tamires Cássia Dias de Britto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 45.6], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 44.3], 'player': {'id': 25556, 'name': 'Kathellen Sousa Feitoza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 33.2], 'player': {'id': 25560, 'name': 'Letícia Santos de Oliveira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.8, 41.9], 'player': {'id': 25541, 'name': 'Valentina Giacinti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.3, 40.3], 'player': {'id': 10211, 'name': 'Barbara Bonansea'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.4, 22.2], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Blocked,0.045545235,Half Volley,Open Play,,,,Italy Women's,855,00:26:22.375,Shot,
,,,,,,,,,,,,,,,2.3854,,,,,,,,,,,,,,5a49f515-4cd6-4521-ba94-284aacc4a5d0,917,,"[107.9, 42.1]",68312,27,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristiane Rozeira de Souza Silva,15293.0,Center Forward,57,Brazil Women's,1203,"['116e7e7c-77c9-46f3-ac7f-6429c4c7ed37', 'e57b8da4-46c0-4293-b256-a9dc146d1885']",9,True,Head,"[120.0, 60.2, 0.1]",,"[{'location': [119.2, 41.1], 'player': {'id': 10218, 'name': 'Laura Giuliani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.6, 43.4], 'player': {'id': 10225, 'name': 'Aurora Galli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.3, 33.9], 'player': {'id': 10398, 'name': 'Valentina Cernoia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.7, 17.4], 'player': {'id': 10213, 'name': 'Alia Guagni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 31.3], 'player': {'id': 10366, 'name': 'Sara Gama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 48.1], 'player': {'id': 10371, 'name': 'Elisa Bartoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 41.4], 'player': {'id': 10208, 'name': 'Elena Linari'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 58.7], 'player': {'id': 25542, 'name': 'Ludmila da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",b876da62-7aae-417c-b08c-cbfcaa808ad1,Off T,0.096464515,Normal,Open Play,,,,Brazil Women's,1203,00:27:09.823,Shot,True
