50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.398856,,,,,,,,,,,,,,177bf511-2ef5-4f4a-94b9-47f48ea3c3ba,1514,,,"[110.8, 35.2]",3879823,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edin Džeko,6973.0,Left Center Forward,80,AS Roma,229,['e1ded66f-d51f-4654-9ee7-8944c0728518'],59,,Left Foot,,"[120.0, 39.6, 3.8]",,"[{'location': [113.0, 45.4], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 41.2], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.2, 40.6], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 37.5], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 48.7], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.9, 31.9], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,0.40247113,Normal,Open Play,,,,AS Roma,229,00:39:59.756,Shot,
,,,,,,,,,,,,,,,,,,,0.649083,,,,,,,,,,,,,,a2f545e1-3b19-4c5d-b764-ab520fd73595,1673,,,"[104.2, 34.1]",3879823,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edin Džeko,6973.0,Left Center Forward,87,AS Roma,229,['ff5306f2-3017-4786-8543-1d93b47e7ac9'],57,,Right Foot,,"[117.4, 38.2, 2.0]",True,"[{'location': [117.4, 38.7], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 58.5], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.3, 47.3], 'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 53.3], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.6, 28.9], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.2, 40.7], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 31.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 56.2], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.7, 30.8], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.9, 21.6], 'player': {'id': 4355, 'name': 'Emerson Palmieri dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.8, 28.1], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",ef8c54fc-8085-47a0-aa3f-593cacf0bb1a,Saved,0.08679086,Volley,Open Play,,,,AS Roma,229,00:43:57.689,Shot,
,,,,,,,,,,,,,,,,,,,0.149215,,,,,,,,,,,,,,0a21f319-186e-48d6-9641-731088c7954b,1873,,,"[101.2, 26.1]",3879823,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alejandro Darío Gómez,7006.0,Left Wing,100,Atalanta,228,"['0e4558b3-99f1-4ae3-b527-a86e7259bc41', 'bfbc6985-5328-4b4c-a14a-78982a11847d']",35,,Left Foot,,"[102.9, 27.3]",,"[{'location': [118.3, 38.1], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 40.5], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 41.4], 'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 33.4], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.6, 28.9], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.2, 31.7], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 27.4], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 47.1], 'player': {'id': 4355, 'name': 'Emerson Palmieri dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 40.5], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.8, 17.2], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",0d30dc52-983b-4115-9354-46bc1c6a135b,Blocked,0.022053974,Normal,Open Play,,,,Atalanta,228,00:02:35.449,Shot,
,,,,,,,,,,,,,,,,,,,1.445913,,,,,,,,,,,,,,49cd670f-61f3-4bb9-ae0c-c896707017cb,1985,,,"[109.2, 40.4]",3879823,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Borriello,8871.0,Center Forward,104,Atalanta,228,"['36bcece1-f51d-42a9-854e-663ae94f7b6d', 'd7604ef4-ac7d-49ec-be22-ccc10167100e']",34,,Left Foot,,"[120.0, 43.6, 0.2]",True,"[{'location': [101.7, 38.5], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 27.0], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.7, 41.6], 'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 30.3], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 23.8], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 39.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 22.2], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",de8e3cff-1f2c-4300-b844-ce7f6774bd91,Goal,0.3362225,Normal,Open Play,,,,Atalanta,228,00:04:34.800,Shot,True
,,,,,,,,,,,,,,,,,,,1.174598,,,,,,,,,,,,,,9f70c101-6b33-4ea6-a19a-85b854bde174,2004,,,"[86.5, 30.5]",3879823,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Emerson Palmieri dos Santos,4355.0,Left Back,106,AS Roma,229,"['05558a6f-d984-4257-9bcd-78a30b4f251b', 'bb48a218-9a30-4066-8c0c-a6ddf38f41c2']",21,,Left Foot,,"[119.1, 37.2, 1.3]",,"[{'location': [98.4, 20.8], 'player': {'id': 7137, 'name': 'Ervin Zukanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.6, 52.1], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.9, 50.5], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.6, 45.3], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [90.7, 45.3], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.9, 43.9], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.8, 55.2], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.7, 33.1], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 34.3], 'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 47.4], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.8, 44.0], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.3, 26.0], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.1, 27.9], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.4, 14.2], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.1, 38.2], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 36.5], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 42.3], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.4, 12.7], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.8, 34.0], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",28de9b77-f483-4826-8968-9ed1c0c45eeb,Saved,0.011015929,Normal,Open Play,,,,AS Roma,229,00:06:21.323,Shot,True
,,,,,,,,,,,,,,,,,,,1.131064,,,,,,,,,,,,,,96066649-9da6-46bf-bd5a-6a282061e113,2325,,,"[106.0, 33.5]",3879823,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Marco Borriello,8871.0,Center Forward,126,Atalanta,228,"['b63fe134-1b53-4fda-82f8-1da1c2c95052', 'ce8cc9fe-24fe-4f0c-8c6b-cc02f72279a3']",5,,Left Foot,,"[120.0, 37.5, 3.9]",True,"[{'location': [118.6, 38.9], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 43.6], 'player': {'id': 4355, 'name': 'Emerson Palmieri dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 40.1], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 30.8], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.2, 31.6], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 30.0], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 35.7], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.6, 27.6], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",c4d4fae2-42f2-4c0e-91a4-718f163564e0,Off T,0.2145087,Normal,Open Play,,,,Atalanta,228,00:16:05.178,Shot,True
,,,,,,,,,,,,,,,,,,,0.173712,,,,,,,,,,,,,,96f8ed27-9309-401a-977c-5ebfbc5d2a82,2543,,,"[115.5, 35.5]",3879823,66,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Marco Borriello,8871.0,Center Forward,139,Atalanta,228,['2107c186-cd32-4490-be17-eb792dfe849f'],46,,Left Foot,,"[118.7, 37.6, 0.9]",True,"[{'location': [102.0, 38.5], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.7, 37.6], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.5, 21.7], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 39.7], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.9, 30.3], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 26.5], 'player': {'id': 7048, 'name': 'Konstantinos Manolas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 34.5], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.5, 44.4], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.7, 24.5], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",1c405f3e-6896-4b0a-a768-f5c9680931d9,Saved,0.36579895,Backheel,Open Play,,,,Atalanta,228,00:21:46.642,Shot,
,,,,,,,,,,,,,,,,,,,1.043152,,,,,,,,,,,,,,2b6cbbdb-5f5c-4b6b-a256-4494dcd7afd0,2587,,,"[92.4, 38.4]",3879823,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephan El Shaarawy,6979.0,Left Wing,142,AS Roma,229,['49f6e966-73ba-4da8-b22c-4a2d74b1577a'],11,,Right Foot,,"[117.6, 39.9, 0.3]",,"[{'location': [99.9, 45.6], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 32.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 38.6], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 41.9], 'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [86.6, 37.9], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.4, 52.0], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.8, 54.2], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 39.9], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.3, 30.7], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [81.0, 57.7], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 55.2], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.4, 49.5], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",61ebd367-91f2-4b81-a052-8e0aa507f349,Saved,0.026668375,Normal,Open Play,,,,AS Roma,229,00:23:11.729,Shot,
,,,,,,,,,,,,,,,,,,,0.797915,,,,,,,,,,,,,,0f3e68b9-ac46-466e-ba12-c5ff40777679,2633,,,"[110.9, 36.2]",3879823,69,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edin Džeko,6973.0,Center Forward,145,AS Roma,229,"['1cd4322a-68c8-4d6c-a769-577d131840ff', '4cc4c293-7fc3-4620-8ff1-1b0630b5d224']",27,True,Head,,"[120.0, 35.3, 2.3]",,"[{'location': [99.6, 62.3], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 53.0], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 36.2], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 51.0], 'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 32.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 40.2], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.6, 38.5], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 64.4], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.1, 36.6], 'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.4, 51.5], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",00e93eff-1d12-45a2-8d3f-9809d0981444,Off T,0.066511534,Normal,Open Play,,,,AS Roma,229,00:24:27.229,Shot,True
,,,,,,,,,,,,,,,,,,,0.512286,,,,,,,,,,,,,,e25b279d-f37d-4ef2-9d62-df198eeaec73,2722,,,"[110.9, 36.0]",3879823,71,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Edin Džeko,6973.0,Center Forward,151,AS Roma,229,['8a4e7c49-7ea7-42e5-bb6b-fb43ce9531a7'],49,,Left Foot,,"[120.0, 35.5, 5.2]",True,"[{'location': [116.3, 11.5], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.8, 25.0], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 23.8], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.4, 30.4], 'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 35.6], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 41.4], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 37.5], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 41.4], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.7, 46.0], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.8, 38.6], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 22.5], 'player': {'id': 7456, 'name': 'Diego Perotti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.7, 41.5], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.1, 25.8], 'player': {'id': 4355, 'name': 'Emerson Palmieri dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.9, 44.4], 'player': {'id': 7051, 'name': 'Daniele De Rossi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.5, 46.7], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",625f6238-e5a6-4fa5-bdca-f71909bc340e,Off T,0.09434374,Half Volley,Open Play,,,,AS Roma,229,00:26:49.395,Shot,
,,,,,,,,,,,,,,,,,,,1.11098,,,,,,,,,,,,,,4a967271-de50-4edd-ac91-f16cac5fcf35,2779,,,"[100.6, 23.1]",3879823,73,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diego Perotti,7456.0,Center Attacking Midfield,154,AS Roma,229,['1612cdff-c616-43d0-8a05-414513b2c72b'],21,,Right Foot,,"[120.0, 47.0, 4.5]",,"[{'location': [103.0, 51.6], 'player': {'id': 6964, 'name': 'Alessandro Florenzi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.5, 39.6], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 31.0], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 22.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.8, 28.1], 'player': {'id': 40455, 'name': 'Giulio Migliaccio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.9, 39.5], 'player': {'id': 6983, 'name': 'Remo Freuler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 40.3], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 42.4], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 53.7], 'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 17.6], 'player': {'id': 4355, 'name': 'Emerson Palmieri dos Santos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.4, 40.3], 'player': {'id': 6973, 'name': 'Edin Džeko'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.9, 39.6], 'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.4, 46.5], 'player': {'id': 6962, 'name': 'Radja Nainggolan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",009e23a0-1bb4-4979-a8e7-d6b076729dd2,Off T,0.03176022,Normal,Open Play,,,,AS Roma,229,00:28:21.646,Shot,
