50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.633016,,,,,,,,,,,,,,d6f96c90-d06d-42fc-a377-65dc7f759c39,381,,"[113.1, 40.8]",3754086,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andy Carroll,4271.0,Center Forward,24,West Ham United,40,['d1b564dd-43b9-487c-bfd9-fc38c2131464'],20,,Left Foot,"[120.0, 37.6, 0.5]",True,"[{'location': [105.0, 30.4], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.2, 40.2], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 22.2], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 41.2], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 32.7], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 34.9], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 23.3], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.5, 49.3], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.7, 29.0], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 25.6], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 7.8], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",cb1589ef-3661-4f9a-9d28-26e30047c5cd,,Goal,0.3316474,Volley,Open Play,,,,West Ham United,40,00:10:20.149,Shot,
,,,,,,,,,,,,,,,,0.042437,,,,,,,,,,,,,,b41b1c1c-1999-4200-afd0-a806bb66cca3,559,,"[103.8, 35.5]",3754086,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Dimitri Payet,3491.0,Left Wing,35,West Ham United,40,"['1368c21e-7c64-419a-baef-661ee3e76995', '921a541c-16fc-45e2-9acc-d7ab81c3e141']",6,,Right Foot,"[104.4, 35.8]",,"[{'location': [101.9, 37.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 48.8], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 26.3], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 35.3], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 35.9], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 37.4], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 36.3], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 43.2], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.9, 27.0], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 38.5], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 35.3], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.5, 17.4], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",dcb38ecc-bee2-472a-add8-7b956eba3185,,Blocked,0.12322736,Normal,Open Play,,,,West Ham United,40,00:14:06.063,Shot,
,,,,,,,,,,,,,,,,0.744616,,,,,,,,,,,,,,d526043a-536d-4d16-8005-02191c5ef484,690,,"[94.1, 35.6]",3754086,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Right Center Forward,41,Watford,23,['fced9eb9-4c66-44a5-83ca-c63c0c06868c'],57,,Right Foot,"[114.2, 40.2, 0.4]",,"[{'location': [82.0, 34.4], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [82.3, 25.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.1, 18.6], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.2, 39.3], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 47.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 33.0], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.3, 36.8], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 23.1], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [78.7, 47.5], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.9, 47.0], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.3, 31.5], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",b64d1732-0df0-4f9a-b42d-b2c35f869c7b,,Saved,0.05152151,Normal,Open Play,,,,Watford,23,00:16:57.312,Shot,
,,,,,,,,,,,,,,,,1.180077,,,,,,,,,,,,,,067cb0aa-f03c-421a-a840-ff5413e002a8,928,,"[84.7, 42.1]",3754086,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dimitri Payet,3491.0,Left Wing,49,West Ham United,40,['95530f4b-7692-4471-806b-c303b1f0aaaf'],0,,Right Foot,"[117.6, 37.3, 0.6]",,"[{'location': [81.2, 45.1], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [75.8, 25.7], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.9, 31.2], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 36.9], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.6, 37.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 39.4], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 32.2], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.2, 41.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [117.6, 39.6], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 46.8], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.3, 45.8], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.3, 44.9], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.2, 49.5], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [91.4, 36.7], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.4, 44.0], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.4, 47.2], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.9, 43.2], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Saved,0.021065963,Normal,Free Kick,,,,West Ham United,40,00:22:00.409,Shot,
,,,,,,,,,,,,,,,,0.117038,,,,,,,,,,,,,,e36111f7-fe05-4944-89b9-12ee51f2b42b,976,,"[98.1, 34.3]",3754086,23,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Craig Cathcart,3263.0,Left Center Back,58,Watford,23,"['158186a4-a7e7-40b4-8d8e-9735090ceffd', '67ad7bb3-41ad-4a76-a0be-570f9fc89b4a']",19,,Right Foot,"[101.2, 35.0]",True,"[{'location': [93.5, 45.3], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.2, 39.3], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.9, 20.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.3, 27.2], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.5, 35.7], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.4, 28.7], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.7, 22.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.7, 39.2], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 35.0], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.9, 41.1], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 44.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.4, 38.7], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.2, 38.7], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.034049794,Volley,Open Play,,,,Watford,23,00:23:19.922,Shot,
,,,,,,,,,,,,,,,,0.051305,,,,,,,,,,,,,,84ea600f-037f-4245-aa2e-c44abe86148e,1031,,"[96.4, 41.2]",3754086,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Right Center Midfield,61,West Ham United,40,"['27ccaada-f4a1-4343-9a52-5f7cbb921e1e', 'c55f1c52-e207-440f-b250-fd98ebbde806', 'f45001dd-9973-4bfd-90d5-841e8d1ee62c']",55,,Right Foot,"[97.4, 41.2]",True,"[{'location': [113.8, 40.3], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 42.1], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 35.7], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 43.9], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 41.3], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 41.8], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.3, 33.3], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.2, 35.0], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 45.1], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.053539455,Normal,Open Play,,,,West Ham United,40,00:24:55.068,Shot,True
,,,,,,,,,,,,,,,,1.388468,,,,,,,,,,,,,,3fd25190-73f2-45dd-b3b6-e0677f407080,1045,,"[113.0, 45.6]",3754086,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andy Carroll,4271.0,Center Forward,62,West Ham United,40,"['89bb1cab-f3ff-4e86-acd4-89484793cca8', '9e2c1261-1923-4680-8f01-39ee50438827']",52,True,Head,"[120.0, 34.2, 4.7]",,"[{'location': [113.3, 45.0], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 42.3], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 32.4], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.7, 36.3], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.2, 42.4], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.1, 40.2], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.5, 42.2], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.6, 26.5], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.8, 34.9], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.4, 39.3], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 43.0], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 38.4], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 40.9], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 31.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.2, 41.6], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.3, 46.3], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",04c8eb59-ea12-451f-a4b8-bd6254571991,,Off T,0.0794329,Normal,Open Play,,,,West Ham United,40,00:25:52.575,Shot,True
,,,,,,,,,,,,,,,,0.967604,,,,,,,,,,,,,,4eddcba9-18e9-4a41-9ea9-2effe39d8f1a,1213,,"[95.2, 40.9]",3754086,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,72,West Ham United,40,['32f18fea-df0f-422b-8d72-73e7c807ad67'],22,,Right Foot,"[120.0, 36.7, 4.1]",,"[{'location': [103.5, 47.6], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 33.4], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.4, 36.9], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.5, 26.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 40.7], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 49.0], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.1, 27.3], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.3, 41.1], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 35.2], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 34.4], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 38.2], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 26.5], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 54.9], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",c94af10d-b2d8-4888-b736-1bffdb5d1d14,,Off T,0.043438505,Normal,Open Play,,,,West Ham United,40,00:29:22.793,Shot,
,,,,,,,,,,,,,,,,0.930731,,,,,,,,,,,,,,ff837dec-0a0a-4dab-8793-118594896b2b,1328,,"[96.3, 25.2]",3754086,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nordin Amrabat,3302.0,Left Center Forward,78,Watford,23,['dcf7bd34-2a3b-477f-935d-0b772b71d1ae'],55,,Right Foot,"[116.2, 36.6, 0.2]",,"[{'location': [96.4, 32.3], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 40.9], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [94.8, 58.6], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [85.2, 51.2], 'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.9, 27.7], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.7, 25.0], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 23.4], 'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 17.9], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.2, 33.8], 'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 38.3], 'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 29.0], 'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 41.2], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 24.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.2, 2.9], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.1, 37.2], 'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a8b7a742-93bd-4b5a-b706-62388895d583,,Saved,0.023890559,Normal,Open Play,,,,Watford,23,00:31:55.904,Shot,
,,,,,,,,,,,,,,,,1.001478,,,,,,,,,,,,,,1bb176e8-0fba-499f-98c4-03e93f20697d,1381,,"[100.0, 28.7]",3754086,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,91,West Ham United,40,['bf321ead-d76d-4997-b416-d616024b660c'],5,,Right Foot,"[120.0, 44.1, 3.5]",,"[{'location': [114.2, 36.4], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 57.7], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.1, 33.3], 'player': {'id': 4828, 'name': 'Adlène Guédioura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.5, 43.8], 'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 48.6], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 39.7], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 35.7], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 29.3], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 27.3], 'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.8, 62.6], 'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 58.9], 'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.9, 51.6], 'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 37.1], 'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",8a230b31-ed5d-4090-9594-91d4af965af6,,Off T,0.06195812,Normal,Open Play,,,,West Ham United,40,00:35:05.360,Shot,
