ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.303633,,,,,,,,,,,,,f005f07b-67f2-4278-a06f-a627e94f4658,157,,"[112.3, 29.2]",3775597,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christen Annemarie Press,6817.0,Center Forward,11,Manchester United,1475,['2c4d5355-c3c2-45e4-8c89-98cb6c67fbc0'],12,,Right Foot,"[118.6, 37.0, 0.0]",,"[{'location': [98.6, 34.9], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.9, 38.3], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.6], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.6, 35.5], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 33.2], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 29.0], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 28.4], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.6, 36.9], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 41.2], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.3, 34.3], 'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.7, 29.5], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.1, 23.1], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",4a590932-3280-44dc-b456-62081d29f8c7,,Saved,,0.12882742,Normal,Open Play,,,,Manchester United,1475,00:04:12.367,Shot,
,,,,,,,,,,,,,,,,,1.025947,,,,,,,,,,,,,b146cad2-8e15-4513-bae5-c1a11fe1da74,177,,"[115.7, 33.9]",3775597,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Vivianne Miedema,15623.0,Center Forward,15,Arsenal WFC,968,['13ef45be-5fa1-484d-9426-5ed0afc213a5'],36,,Right Foot,"[120.0, 39.7, 6.0]",True,"[{'location': [117.6, 41.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.2, 38.4], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.8, 37.7], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.3, 37.8], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.4, 39.7], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.6, 43.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.4, 38.1], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.4, 38.3], 'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.8, 35.0], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.0, 44.7], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.6, 22.6], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.4, 37.8], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.5, 36.9], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.5, 35.5], 'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.8, 34.4], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.3, 40.6], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",3ca70b5d-0c20-4280-a52c-5b589ea59f19,,Off T,,0.08137702,Backheel,Open Play,,,,Arsenal WFC,968,00:05:36.934,Shot,
,,,,,,,,,,,,,,,,,0.106218,,,,,,,,,,,,,21c8e7c8-d1b0-4a66-ad46-181ca82132a9,265,,"[105.6, 42.1]",3775597,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Center Forward,21,Manchester United,1475,"['7cf30cf6-e87c-410c-b22f-b598acea570f', '90c99a34-bd46-426e-a4dd-50b955709a11']",20,,Left Foot,"[109.3, 41.1]",True,"[{'location': [105.5, 40.1], 'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.6, 41.8], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 40.2], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 40.9], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 56.1], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 47.8], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.7, 36.9], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.9, 57.8], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.8, 51.6], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",54b2d4b3-a3af-4562-8cca-311ab0d0012c,,Blocked,,0.1209755,Normal,Open Play,,,,Manchester United,1475,00:08:20.609,Shot,
,,,,,,,,,,,,,,,,,1.582362,,,,,,,,,,,,,bec2cca9-f94f-4020-8e1d-df4fe01d2a2e,840,,"[94.3, 63.9]",3775597,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,53,Arsenal WFC,968,['c4f754ff-1744-4c81-a45b-13df947b58a7'],59,,Right Foot,"[120.0, 45.4, 0.7]",,"[{'location': [95.2, 62.2], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 43.4], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.5, 57.1], 'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.9, 43.1], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 31.3], 'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 38.1], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.5, 38.5], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.5, 58.5], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.8, 41.5], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.9, 35.4], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",0b4499fa-ccfe-4586-a0f5-6b1e403d8d5c,,Off T,,0.005354045,Normal,Open Play,,,,Arsenal WFC,968,00:22:59.054,Shot,
,,,,,,,,,,,,,,,,,0.559114,,,,,,,,,,,,,5d131b26-0984-4b36-bad2-74597cb5c285,959,,"[103.0, 39.7]",3775597,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lauren James,31531.0,Left Wing,60,Manchester United,1475,['b903d1b8-06c0-4bba-b5a1-7e4a8909ce4a'],0,,Right Foot,"[120.0, 39.7, 4.1]",,"[{'location': [100.2, 25.6], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [86.1, 17.6], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.0, 37.2], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [81.1, 22.3], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.9, 39.1], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 25.9], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 36.6], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 32.1], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 41.1], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",7ff7ee07-4b13-4178-8b34-17bd33bef6ed,,Off T,,0.26028407,Normal,Open Play,,,,Manchester United,1475,00:26:00.755,Shot,
,,,,,,,,,,,,,,,,,2.128525,,,,,,,,,,,,,680238ae-4313-4be1-bf11-ab2a3e53e0d9,974,,"[103.2, 36.6]",3775597,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ella Toone,31534.0,Right Wing,62,Manchester United,1475,['51ab4e68-905e-41c4-97bc-45d2c169574c'],34,,Right Foot,"[120.0, 48.5, 0.4]",True,"[{'location': [85.4, 21.1], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [84.9, 33.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 39.1], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.5, 14.1], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 24.2], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.1, 10.5], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.8, 18.6], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.5, 25.8], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 38.1], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [85.7, 30.3], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.6, 14.9], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",8737ddc5-47d7-47be-858e-97c96c052297,,Off T,,0.29499635,Normal,Open Play,,,,Manchester United,1475,00:26:34.576,Shot,
,,,,,,,,,,,,,,,,,1.455296,,,,,,,,,,,,,abc5e83a-1f70-42a6-8b7d-d681f54f1131,1240,,"[91.7, 36.2]",3775597,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christen Annemarie Press,6817.0,Center Forward,74,Manchester United,1475,['504159d0-491a-45a8-8d51-991e421a7b37'],22,,Right Foot,"[120.0, 47.1, 1.6]",,"[{'location': [93.8, 31.1], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.2, 48.6], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.3, 33.8], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.1, 41.4], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 38.3], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 29.0], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 24.9], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 38.4], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 26.5], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.1, 17.2], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.2, 25.9], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [81.8, 28.4], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",387a4903-c4e6-42e8-b9e6-7709026257ee,,Off T,,0.030803608,Normal,Open Play,,,,Manchester United,1475,00:34:22.044,Shot,
,,,,,,,,,,,,,,,,,0.64954,,,,,,,,,,,,,cf39050c-ff4e-4b0f-80fa-350f6e023dca,1431,,"[113.4, 42.2]",3775597,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Millie Turner,31536.0,Left Center Back,86,Manchester United,1475,"['581b2802-7433-46b9-a392-94e10538ce8f', '96286c6c-23e4-40f6-b810-6082cd38111f']",5,True,Head,"[118.3, 41.8, 1.2]",,"[{'location': [111.5, 45.3], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 42.8], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 34.3], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 42.4], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.6, 42.2], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 46.2], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 41.6], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.6, 33.8], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.1, 32.1], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.9, 40.0], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 42.6], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.1, 41.4], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.6, 49.8], 'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 41.7], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 21.9], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",9f5c87f4-4c9d-4451-89c5-7c5716217bc8,,Saved,,0.1278415,Normal,Open Play,,,,Manchester United,1475,00:41:05.246,Shot,True
,,,,,,,,,,,,,,,,,0.570795,,,,,,,,,,,,,36a5d324-07d6-4839-9faa-c073b48b33ca,1512,,"[112.1, 26.4]",3775597,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,92,Arsenal WFC,968,['9fea3d86-54d6-4b2e-b357-0bece2ee9a76'],9,,Right Foot,"[117.7, 34.1, 0.7]",,"[{'location': [108.3, 34.7], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.4, 45.6], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.9, 43.5], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.9, 31.6], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 30.3], 'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 32.1], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 25.9], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.5, 53.3], 'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.9, 37.6], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.1, 36.1], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 42.7], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.6, 34.7], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d762adec-b61f-421e-9dab-ea724322b59c,True,Saved,,0.08039574,Normal,Open Play,,,,Arsenal WFC,968,00:43:09.508,Shot,
,,,,,,,,,,,,,,,,,1.282501,,,,,,,,,,,,,e2e5f7a8-df93-49a5-9f84-dbd1abe1cb51,1675,,"[98.6, 42.4]",3775597,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,103,Arsenal WFC,968,['ec827ffa-c29f-4d2c-8a80-1a7b4a9e4c56'],50,,Right Foot,"[118.7, 45.2, 0.6]",True,"[{'location': [110.8, 41.7], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 57.3], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.7, 63.8], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 65.2], 'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.1, 46.8], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 53.0], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 54.3], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.3, 42.0], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 42.1], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 60.6], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.7, 38.8], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.4, 67.6], 'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.1, 42.3], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 34.1], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.8, 35.9], 'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",fd38460e-dc03-4cd2-8118-d3a3709c5d67,,Saved Off Target,True,0.052877486,Normal,Open Play,,,,Arsenal WFC,968,00:00:50.326,Shot,
