50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.694794,,,,,,,,,,,,,,,,3cb78f8d-3c0f-4d43-a80e-916b9e587281,464,,"[93.6, 53.1]",3890459,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Zlatko Junuzović,8762.0,Center Attacking Midfield,30,Werder Bremen,176,"['54c6f7fc-ce9c-4970-95b9-57cac704dfb1', 'b94b25ed-0b50-445e-a75b-c3b1a2a2612b']",31,,Right Foot,"[120.0, 32.6, 0.4]",,"[{'location': [117.6, 42.6], 'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.0, 38.4], 'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 37.7], 'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.4, 51.7], 'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.7, 48.6], 'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.6, 27.4], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f38f83ef-fb5e-46bb-bf26-295af07ebedf,,Off T,0.03214511,Normal,Open Play,,,,Werder Bremen,176,00:11:31.056,Shot,True
,,,,,,,,,,,,,,,,,0.578929,,,,,,,,,,,,,,,,f7ebae01-32a7-4e07-9f0d-7b85914e7ff6,481,,"[108.7, 33.8]",3890459,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sandro Wagner,9723.0,Center Forward,32,Darmstadt 98,872,['6875552b-3964-40d8-bf80-a810d2667958'],59,,Left Foot,"[120.0, 37.6, 5.0]",True,"[{'location': [105.1, 30.0], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.5, 25.0], 'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.8, 31.6], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 30.8], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.6, 35.4], 'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 37.1], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 37.0], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 41.8], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.5, 33.0], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 35.4], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [83.9, 57.6], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [85.5, 57.4], 'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.2, 33.6], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.3, 38.2], 'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.8, 45.5], 'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",7e4e10fc-dc53-455d-be05-e0f0f0c39845,,Off T,0.107737966,Half Volley,Open Play,,,,Darmstadt 98,872,00:12:59.526,Shot,
,,,,,,,,,,,,,,,,,0.854368,,,,,,,,,,,,,,,,c8b8341b-006d-450d-ae44-bf36771ec08d,728,,"[100.9, 45.1]",3890459,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Konstantin Rausch,11134.0,Left Wing,49,Darmstadt 98,872,['125ce68e-328e-4f2b-af24-14e19a931c1e'],55,,Right Foot,"[118.8, 37.3, 1.1]",True,"[{'location': [102.6, 58.0], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.4, 50.5], 'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.8, 49.1], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 48.0], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 44.1], 'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 42.0], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 39.7], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 47.2], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.7, 41.2], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 52.4], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.2, 43.1], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.2, 44.7], 'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 41.4], 'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.1, 60.4], 'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.9, 50.5], 'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Saved,0.043344855,Half Volley,Open Play,,,,Darmstadt 98,872,00:21:55.282,Shot,
,,,,,,,,,,,,,,,,,0.703586,,,,,,,,,,,,,,,,77235cc8-b56a-42c3-9657-855bb7c49648,789,,"[102.8, 42.1]",3890459,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérôme Gondorf,8388.0,Left Defensive Midfield,53,Darmstadt 98,872,['76eee592-4284-4120-96a4-126363674d0d'],16,,Left Foot,"[120.0, 37.1, 3.7]",,"[{'location': [108.4, 44.2], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 50.2], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 48.7], 'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 42.7], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 40.4], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 40.8], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 43.6], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.7, 51.4], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 59.9], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.9, 40.0], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 30.8], 'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 52.4], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 49.6], 'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.4, 65.0], 'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.3, 53.1], 'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.053074677,Half Volley,Open Play,,,,Darmstadt 98,872,00:24:16.101,Shot,
,,,,,,,,,,,,,,,,,0.369084,,,,,,,,,,,,,,,,259f4470-583a-4182-b9bd-52edf7e166ab,1067,,"[91.6, 35.4]",3890459,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,72,Werder Bremen,176,"['7dfe3686-18be-441d-adca-d64c078b5649', '95fccb2f-d9a5-4e86-bfd9-4b1cac285004']",18,,Right Foot,"[101.5, 36.4]",True,"[{'location': [94.6, 53.2], 'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.5, 33.1], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 44.1], 'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 37.3], 'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 31.0], 'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 32.7], 'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 19.7], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.5, 38.8], 'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.8, 51.7], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.9, 44.3], 'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.9, 17.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.2, 26.2], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",f8fb5b62-4750-4903-a998-5148bb87ce8b,,Blocked,0.029110124,Normal,Open Play,,,,Werder Bremen,176,00:32:18.981,Shot,
,,,,,,,,,,,,,,,,,1.063619,,,,,,,,,,,,,,,,0def75c7-b459-4362-b415-c0fcab4ac796,1092,,"[112.7, 44.5]",3890459,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anthony Ujah,12624.0,Left Center Forward,73,Werder Bremen,176,"['32cd6b1e-f5f4-422f-bb74-a773d58e96ef', 'e1897a26-1bea-4e39-8fb7-be38bb0306f9']",42,,Right Foot,"[120.0, 37.1, 1.1]",True,"[{'location': [94.4, 26.4], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.1, 43.6], 'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 53.9], 'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.6, 44.2], 'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 41.3], 'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 21.8], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 17.8], 'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.8, 43.7], 'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 41.3], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [120.0, 52.0], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.7, 34.4], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",cdc5848c-0539-4286-879d-972c15aa6d11,,Goal,0.10468299,Half Volley,Open Play,,,,Werder Bremen,176,00:32:42.069,Shot,True
,,,,,,,,,,,,,,,,,0.758187,,,,,,,,,,,,,,,,28edf627-1070-4f3c-8e21-d7b845296a46,1374,,"[108.0, 40.0]",3890459,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Sandro Wagner,9723.0,Center Forward,92,Darmstadt 98,872,['e8ffe0b8-3047-4527-b49d-2235ad2b6b48'],33,,Right Foot,"[120.0, 38.8, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,Darmstadt 98,872,00:43:33.699,Shot,
,,,,,,,,,,,,,,,,,0.36875,,,,,,,,,,,,,,,,204668bb-d771-429b-9094-4d0ec9fba10d,1492,,"[93.7, 52.7]",3890459,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tobias Kempe,9219.0,Left Wing,101,Darmstadt 98,872,"['5b9494ac-0c4d-461e-88f1-6725c1027de8', '718c672b-9d2e-49d5-8530-7a584a6e1330']",44,,Right Foot,"[103.8, 49.7]",,"[{'location': [118.6, 40.2], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 45.9], 'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 50.4], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 49.7], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 48.9], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 48.1], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 46.6], 'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.3, 44.8], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 43.0], 'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.5, 40.8], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 43.6], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.2, 36.7], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 35.1], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.9, 49.9], 'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.3, 38.4], 'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [89.5, 32.1], 'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.1, 54.9], 'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.040372256,Normal,Free Kick,,,,Darmstadt 98,872,00:02:44.176,Shot,
,,,,,,,,,,,,,,,,,0.752726,,,,,,,,,,,,,,,,3377165d-ca01-43be-89fd-3777a0eb992f,1496,,"[94.9, 50.3]",3890459,47,,,True,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tobias Kempe,9219.0,Left Wing,101,Darmstadt 98,872,['48b78185-466c-4d88-9d94-2820a9bdcedc'],45,,Right Foot,"[120.0, 15.5]",True,"[{'location': [89.5, 51.5], 'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.6, 50.7], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 48.3], 'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 47.1], 'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.9, 49.3], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.9, 45.6], 'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 48.6], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 45.7], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 41.7], 'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 40.6], 'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.8, 40.9], 'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 41.0], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.5, 34.8], 'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.5, 35.1], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 38.2], 'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [89.8, 32.4], 'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Wayward,0.019051604,Half Volley,Open Play,,,,Darmstadt 98,872,00:02:45.729,Shot,
,,,,,,,,,,,,,,,,,0.143246,,,,,,,,,,,,,,,,20947ee1-a374-4a4e-aea7-7db40a277547,1647,,"[109.1, 46.2]",3890459,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anthony Ujah,12624.0,Left Center Forward,109,Werder Bremen,176,"['10bf5e1c-876c-416b-9088-6e1495b56584', '1fb78ae4-b7eb-4e46-bdf9-1e3a02147b0a', '38b01a22-afff-4961-a4e0-c9c8085811a1']",3,,Right Foot,"[110.2, 45.7]",True,"[{'location': [114.2, 40.1], 'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.5, 40.8], 'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.6, 45.4], 'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 39.2], 'player': {'id': 12383, 'name': 'Florian Jungwirth'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 48.1], 'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 43.7], 'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 51.2], 'player': {'id': 9219, 'name': 'Tobias Kempe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.3, 55.5], 'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.2, 50.7], 'player': {'id': 35033, 'name': 'Slobodan Rajković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.8, 51.9], 'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.2, 49.4], 'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.4, 55.7], 'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",478f2380-0dcd-4abb-b4b4-9a2a997a5725,,Blocked,0.08000865,Normal,Open Play,,,,Werder Bremen,176,00:06:03.020,Shot,True
