50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.159002,,,,,,,,,,,f658f415-5be5-4453-a7c1-877686bec909,36,,,"[96.0, 26.3]",3901736,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katrine Veje,10088.0,Left Back,4,Denmark Women's,853,"['2bd0dd06-7321-4b9a-b566-e0b8367b68c6', 'cbad5deb-184b-46da-b065-d94a4d6e8e15']",30,,Left Foot,"[117.5, 38.0, 0.2]",True,"[{'location': [91.8, 32.7], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.2, 48.7], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 55.2], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 36.5], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [98.9, 27.3], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 43.7], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 39.5], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.3, 40.2], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 30.5], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 38.5], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.4, 58.4], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.7, 54.6], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 30.8], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.7, 41.2], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 41.6], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Saved,0.022231828,Normal,Open Play,,,,Denmark Women's,853,00:00:30.693,Shot,True
,,,,,,,,,,,,,,,,0.704243,,,,,,,,,,,01744b44-8426-4a9e-a30a-6fb1391035e5,334,,,"[92.5, 36.3]",3901736,8,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Katrina Gorry,4979.0,Right Defensive Midfield,25,Australia Women's,1205,"['afba10df-a1ab-49ef-883d-b7d412e8a236', 'd914b74f-538f-4fbc-a2c8-877bc70e1841']",45,,Left Foot,"[106.2, 39.1]",True,"[{'location': [117.6, 39.4], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 45.5], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 44.0], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 39.3], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 35.3], 'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 26.1], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 46.0], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 31.8], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.2, 32.7], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 18.8], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.3, 32.4], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.4, 41.9], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.3, 45.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.2, 33.6], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.3, 55.9], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",62940365-04e6-497d-b226-11e6545abbe9,,Blocked,0.027671887,Normal,Open Play,,,,Australia Women's,1205,00:08:45.127,Shot,
,,,,,,,,,,,,,,,,0.706939,,,,,,,,,,,a392f91e-2f4f-4f46-8c55-026803b68400,380,,,"[105.2, 54.9]",3901736,9,,,,,,,,,,,,,,,,,,,,,1,From Counter,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,27,Denmark Women's,853,['a5f06965-cddf-4391-bef5-3e20474a02f9'],41,,Right Foot,"[120.0, 48.7, 2.2]",,"[{'location': [99.8, 46.8], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 48.9], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 53.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 50.1], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 41.1], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.9, 43.3], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 33.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 43.5], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 28.3], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.9, 42.3], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.1, 43.8], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",995eea77-6edb-47b6-bf20-1bfbc5dbcf2b,,Off T,0.027416555,Normal,Open Play,,,,Denmark Women's,853,00:09:41.970,Shot,
,,,,,,,,,,,,,,,,0.703253,,,,,,,,,,,a47cd897-64a9-4d47-9d87-ea52814c2a15,694,,,"[103.8, 35.5]",3901736,16,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,40,Denmark Women's,853,"['56289b4a-b771-4c98-8ef3-5161c9e02c2a', 'f2b0fd53-7b00-4dff-92f0-e2425ff90498']",9,,Right Foot,"[117.6, 39.5, 0.3]",,"[{'location': [98.7, 43.6], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 46.1], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 39.4], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.0, 33.9], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 39.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 35.6], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 39.6], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 50.2], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9b0c9352-d263-421d-8a70-14dc50e1fb4c,,Saved,0.08449277,Normal,Open Play,,,,Denmark Women's,853,00:16:09.802,Shot,True
,,,,,,,,,,,,,,,,0.691745,,,,,,,,,,,b14e445d-2d84-43c0-85c0-b3e1ebc8497d,1093,,,"[111.4, 28.6]",3901736,28,,,,,,,,,,,,,,,,,,,,,1,From Counter,Caitlin Jade Foord,11338.0,Left Midfield,64,Australia Women's,1205,['bffc379a-5ba7-42ce-a1a5-bdd62491c2ce'],17,,Left Foot,"[120.0, 38.2, 0.2]",,"[{'location': [110.5, 29.6], 'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 39.9], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.5, 53.3], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 31.5], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",330a15f5-12cc-4ffe-8158-f473e0229f6f,True,Goal,0.27213034,Normal,Open Play,,,,Australia Women's,1205,00:28:17.114,Shot,
,,,,,,,,,,,,,,,,0.896097,,,,,,,,,,,6fb3b85c-b801-4f5d-9ace-0bf7bebb6816,1197,,,"[117.0, 35.5]",3901736,32,,,,,,,,,,,,,,,,,,,,,1,From Corner,Simone Boye-Sørensen,10111.0,Left Center Back,70,Denmark Women's,853,"['558b8c0b-e574-4c18-a4ec-3d8b22dadd8c', 'edcb8caa-a6ef-4a7a-8d3e-cf9a51ee7722']",45,True,Head,"[120.0, 39.3, 6.7]",,"[{'location': [115.7, 44.0], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.2, 41.0], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.5, 35.2], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.5, 40.0], 'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.4, 37.6], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.8, 35.4], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 36.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 29.7], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.8, 44.7], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.7, 44.9], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.1, 45.2], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 38.5], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 42.5], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.5, 35.8], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 29.9], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.6, 38.0], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",e91cb2ff-8f86-4fcf-b370-4dbef6bbfcc4,,Off T,0.14250669,Normal,Open Play,,,,Denmark Women's,853,00:32:45.339,Shot,True
,,,,,,,,,,,,,,,,0.100212,,,,,,,,,,,3f1c4a48-eb5a-4c71-befc-01d448fd8a9d,1378,,,"[108.7, 22.4]",3901736,37,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Midfield,78,Australia Women's,1205,"['0e9ab1f6-8e73-4dd4-8dcd-bb104e8a54e4', '8e76981a-0888-4a8b-bceb-13e7cf5498a3', '90e6cdae-000d-49f3-ba5d-e530bec2178c']",28,,Right Foot,"[110.2, 24.8]",,"[{'location': [112.3, 40.7], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 51.7], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 47.2], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.1, 33.0], 'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 41.7], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 32.3], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 25.3], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 26.4], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 15.7], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.1, 50.3], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.9, 51.3], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 40.6], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.6, 33.9], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",55c418b7-64b3-4f57-86da-ef9cd7bdf487,,Blocked,0.012708096,Normal,Open Play,,,,Australia Women's,1205,00:37:28.233,Shot,True
,,,,,,,,,,,,,,,,1.199026,,,,,,,,,,,0f39864b-ac76-4a8c-915f-0518e0860405,2265,,,"[95.8, 48.8]",3901736,56,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,122,Denmark Women's,853,['707d468b-0934-4872-affb-b5d74305e93d'],13,,Right Foot,"[115.5, 40.5, 0.3]",,"[{'location': [103.9, 26.2], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 50.5], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 47.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 41.7], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 35.2], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.3, 46.9], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 41.3], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 61.4], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.5, 55.1], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a33b8d0d-4ef6-48c0-b708-bd70e4a2ae53,,Saved,0.042710636,Normal,Open Play,,,,Denmark Women's,853,00:11:13.041,Shot,
,,,,,,,,,,,,,,,,0.337936,,,,,,,,,,,df628963-3cc0-4d00-8165-8aa38219575b,2437,,,"[101.6, 49.0]",3901736,62,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kathrine Møller Kühl,276443.0,Left Defensive Midfield,137,Denmark Women's,853,['1b98d41d-6127-4164-841a-c2750c602be5'],58,,Right Foot,"[103.5, 46.6]",True,"[{'location': [118.5, 41.7], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 63.2], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.2, 59.0], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 54.7], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 40.9], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 34.9], 'player': {'id': 87187, 'name': 'Mille Gejl Jensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.7, 47.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 53.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.6, 43.5], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 59.7], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.7, 38.7], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 49.1], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 45.4], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.3, 74.8], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.8, 61.0], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.9, 51.3], 'player': {'id': 24460, 'name': 'Signe Kallesøe Bruun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.4, 60.8], 'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",b074c42f-d80d-413f-ade1-250c9e48b6a7,,Wayward,0.04253766,Volley,Open Play,,,,Denmark Women's,853,00:17:58.599,Shot,
,,,,,,,,,,,,,,,,1.095759,,,,,,,,,,,7f34ac77-b4f9-4e77-a9e1-d56d07cbdc1b,2508,,,"[114.3, 37.5]",3901736,64,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emily Louise van Egmond,5076.0,Right Center Forward,138,Australia Women's,1205,['2918250c-dd40-4182-832e-779dc12fdc94'],2,,Left Foot,"[117.8, 37.3, 0.4]",True,"[{'location': [103.7, 34.5], 'player': {'id': 24460, 'name': 'Signe Kallesøe Bruun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.4, 37.4], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 46.6], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 38.7], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 29.8], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.2, 30.3], 'player': {'id': 87185, 'name': 'Stine Ballisager Pedersen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 28.5], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 45.9], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.9, 36.0], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.5, 19.4], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.5, 26.3], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Saved,0.20726712,Backheel,Open Play,,,,Australia Women's,1205,00:19:02.227,Shot,
