bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.860662,,,,,,,,,,,,,7fff571a-9d24-4d85-b4a7-9934fd6de502,286,,"[97.8, 44.1]",9661,5,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,15,Barcelona,217,['e44e93d9-82d3-42fb-852e-0c3c7dda3a71'],37,,Left Foot,"[119.1, 38.7, 1.7]",,"[{'location': [96.5, 51.6], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.1, 42.8], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 42.5], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 39.6], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 27.8], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.1, 30.7], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.2, 40.0], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 40.8], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.7, 60.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [87.5, 21.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.7, 33.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Saved,0.04444295,Half Volley,Open Play,,,,Barcelona,217,00:05:37.257,Shot,
,,,,,,,,,,,,,,,,,0.198619,,,,,,,,,,,,,34f3130d-bafb-4151-bd28-b063655bba1b,631,,"[103.1, 25.8]",9661,13,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Íñigo Lekue Martínez,6392.0,Left Back,40,Athletic Club,215,"['0b65770b-acd9-40ec-9857-edce8ed090eb', '61c26820-7e51-47f5-ad1a-75b153f68643']",43,,Right Foot,"[106.7, 29.6]",,"[{'location': [105.2, 33.6], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.1, 42.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 29.6], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 39.7], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.9, 24.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 21.7], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.3, 27.8], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.3, 37.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 47.4], 'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Blocked,0.040508997,Normal,Open Play,,,,Athletic Club,215,00:13:43.941,Shot,
,,,,,,,,,,,,,,,,,0.078294,,,,,,,,,,,,,ab2eb1de-710e-4f59-a73f-eb981fd50ef4,714,,"[111.3, 54.2]",9661,15,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,44,Barcelona,217,"['8f79dbd7-ac2d-4668-8cd3-7c9a91086ae4', 'cb2c208f-b82d-46f2-b60c-b42f55a65668']",37,,Right Foot,"[112.2, 52.4]",True,"[{'location': [103.0, 48.3], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 49.5], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 50.4], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.4, 31.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.2, 39.5], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.5, 45.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.9, 46.8], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 51.3], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 40.6], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.8, 43.7], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 41.6], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",ca54b4e3-afe5-4b84-b862-9664b90fa686,,,Blocked,0.06834383,Normal,Open Play,,,,Barcelona,217,00:15:37.535,Shot,
,,,,,,,,,,,,,,,,,0.64891,,,,,,,,,,,,,4f39c571-b85f-4f1b-8897-fe8e5b262b9a,764,,"[109.2, 42.9]",9661,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,48,Athletic Club,215,"['06a8773a-f79e-43b1-8449-cc199635f9aa', '427abfb4-b1c3-4db1-b49d-b5e303fea556']",55,True,Head,"[119.1, 39.3, 0.3]",,"[{'location': [111.7, 56.9], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 29.8], 'player': {'id': 6387, 'name': 'Iñigo Córdoba Kerejeta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.6, 64.0], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.6, 40.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 35.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 42.4], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 57.8], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",a61ac627-684c-4669-9c7c-fe2cbfa0cdb1,,,Saved,0.08011545,Normal,Open Play,,,,Athletic Club,215,00:16:55.075,Shot,True
,,,,,,,,,,,,,,,,,0.587975,,,,,,,,,,,,,7ceac30f-cdb8-4ef4-8f3b-a28cf3bb3166,782,,"[107.4, 49.3]",9661,18,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iñaki Williams Arthuer,6393.0,Right Wing,52,Athletic Club,215,['65778ba3-c32e-4ba2-b503-b684db7092da'],4,,Right Foot,"[113.8, 35.9]",True,"[{'location': [105.7, 28.7], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.2, 31.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.8, 50.4], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 34.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 35.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 38.7], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 41.4], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 43.9], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [95.8, 36.0], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.8, 26.0], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.6, 33.2], 'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 33.5], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.2, 31.4], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.1, 49.5], 'player': {'id': 6387, 'name': 'Iñigo Córdoba Kerejeta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.9, 38.5], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 43.2], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9e3364c1-4c42-4ad7-8e5f-dc906de59366,,,Wayward,0.15586,Half Volley,Open Play,,,,Athletic Club,215,00:18:04.535,Shot,
,,,,,,,,,,,,,,,,,0.461988,,,,,,,,,,,,,e1c78ede-f7eb-47c4-8097-e8c67862b5e7,801,,"[105.1, 36.8]",9661,18,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,54,Athletic Club,215,['2f8da897-9875-4a2b-8d5f-07df08f062b0'],36,,Right Foot,"[113.9, 40.6, 0.2]",True,"[{'location': [114.0, 39.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 39.4], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 35.1], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 34.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.8, 40.8], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.8, 53.4], 'player': {'id': 6387, 'name': 'Iñigo Córdoba Kerejeta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6253565c-1a63-477b-8343-5933d4fae45b,,,Saved,0.4423465,Normal,Open Play,,,,Athletic Club,215,00:18:36.926,Shot,
,,,,,,,,,,,,,,,,,0.34132,,,,,,,,,,,,,ebef3440-5357-4a1f-8ddc-9e3144aed782,909,,"[115.7, 44.8]",9661,20,,True,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,62,Barcelona,217,['4326d5cd-8798-40e6-80d2-fc2f7ecad373'],48,,Right Foot,"[120.0, 44.1, 0.9]",,"[{'location': [107.9, 33.7], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.6, 45.8], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 43.2], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 40.6], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 43.3], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 43.3], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 42.9], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.3, 48.6], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.9, 28.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.1, 34.7], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.0, 42.8], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4a56c96f-6f69-47f3-bc60-5ce443308eee,True,,Post,0.5978338,Normal,Open Play,,,,Barcelona,217,00:20:48.522,Shot,
,,,,,,,,,,,,,,,,,0.897241,,,,,,,,,,,,,8458fe19-e2b6-450c-ad58-97e6b2081113,1009,,"[95.7, 54.3]",9661,23,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Midfield,68,Barcelona,217,['e8262833-627e-48d8-a998-b3b06ff0fa0c'],22,,Right Foot,"[117.8, 40.5, 0.2]",,"[{'location': [93.2, 32.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.5, 21.4], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.3, 35.2], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 22.6], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 44.5], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 51.4], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.3, 41.3], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 38.9], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.5, 46.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [82.8, 49.5], 'player': {'id': 6387, 'name': 'Iñigo Córdoba Kerejeta'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",e45e7607-5d39-4257-8d15-7a6e3b212bb6,,,Saved,0.03189309,Normal,Open Play,,,,Barcelona,217,00:23:22.433,Shot,
,,,,,,,,,,,,,,,,,0.093511,,,,,,,,,,,,,38ce7784-306d-47c0-a729-6714ccc6a137,1071,,"[111.6, 55.7]",9661,24,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,76,Barcelona,217,"['d2140430-25f8-421c-aa0f-89da89675f2b', 'dca879cd-c9dd-4245-8a79-162fadfc850d']",28,,Right Foot,"[112.5, 54.1]",,"[{'location': [112.6, 59.2], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 61.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.1, 59.5], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 45.0], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.7, 32.9], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.0, 53.7], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 31.1], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 43.7], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c17e1227-d599-4786-9005-8516cd8bd7a6,,,Blocked,0.025539787,Normal,Open Play,,,,Barcelona,217,00:24:28.569,Shot,
,,,,,,,,,,,,,,,,,1.258669,,,,,,,,,,,,,16682ad4-a654-40d3-a267-353edd563363,1229,,"[92.5, 42.1]",9661,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,85,Barcelona,217,['06eda517-efde-4b7f-be13-4064409057dc'],6,,Right Foot,"[120.0, 34.2, 0.2]",,"[{'location': [99.1, 62.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.1, 40.7], 'player': {'id': 6395, 'name': 'Kepa Arrizabalaga Revuelta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 15.4], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.6, 33.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.5, 31.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.8, 42.7], 'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.4, 44.3], 'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.6, 39.7], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 53.1], 'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.4, 32.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.4, 31.6], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 40.7], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 36.7], 'player': {'id': 6397, 'name': 'Unai Núñez Gestoso'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 30.5], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",da21ade7-42e9-4f87-837f-2e7e359cf931,,,Off T,0.035824973,Normal,Open Play,,,,Barcelona,217,00:28:06.071,Shot,
