ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.234806,,,,,,,,,,,c667fe96-4d25-457d-bf46-3d07fcde069b,1452,,,"[89.5, 16.4]",3900583,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jeremie Boga,4909.0,Left Wing,72,Rennes,134,['8262a2e0-6528-4243-9cb6-e8da0ef40118'],8,,Right Foot,"[119.6, 36.6, 2.1]",,"[{'location': [108.6, 44.7], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.2, 48.8], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.2, 39.2], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 42.4], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 23.7], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.8, 22.9], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.9, 37.9], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 39.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 40.0], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 41.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 29.8], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.1, 40.8], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.8, 48.9], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.5, 33.5], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.6, 36.2], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.3, 38.7], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.7, 43.4], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.4, 39.9], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.5, 47.7], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.0060998197,Normal,Free Kick,,,,Rennes,134,00:34:08.440,Shot,
,,,,,,,,,,,,,,0.086801,,,,,,,,,,,857dd39b-57a2-455f-a0ea-babe8dbe07e9,1465,,,"[113.3, 42.7]",3900583,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sylvain Armand,40699.0,Left Center Back,73,Rennes,134,"['13cdb6a6-deb2-4cac-8287-f3d329a85093', 'db293687-08da-4ec8-ae30-d3086e7b8e15', 'f727800a-7025-43ca-a0fe-2136a0429370']",35,True,Head,"[114.3, 42.1]",,"[{'location': [112.3, 44.3], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.4, 35.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 35.2], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 42.2], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 39.8], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 46.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 48.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 36.7], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.3, 50.6], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.5, 61.9], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 41.7], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 57.8], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.8, 30.2], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 36.4], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.9, 53.4], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.7, 66.2], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 54.5], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",2c139d0f-0583-47dc-a68b-08627c09dd94,,Blocked,0.11694164,Normal,Open Play,,,,Rennes,134,00:34:35.927,Shot,True
,,,,,,,,,,,,,,0.261775,,,,,,,,,,,1cf3f3bd-7e70-4fa5-8649-52a7421c0637,1524,,,"[110.5, 48.1]",3900583,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Abdoulaye Doucouré,3292.0,Center Attacking Midfield,78,Rennes,134,['133193fb-c998-4086-a6da-c1d8b58865ad'],7,,Left Foot,"[116.8, 43.2, 1.0]",,"[{'location': [110.5, 49.9], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 46.1], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 52.7], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 41.7], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 34.8], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.7, 51.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 65.6], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.9, 33.9], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.4, 46.0], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.2, 60.8], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 43.1], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 48.8], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a64d9f6d-8376-47f1-a4bd-ed640e4cfe73,,Saved,0.2889006,Normal,Open Play,,,,Rennes,134,00:36:07.749,Shot,
,,,,,,,,,,,,,,0.53024,,,,,,,,,,,4405ace4-5a2a-4fa9-998e-73b46cb450d3,1565,,,"[108.0, 40.0]",3900583,38,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Fallou Diagne,3022.0,Right Center Back,82,Rennes,134,['aad4e6d3-edc6-4ee1-943a-2c7de68a1593'],6,,Right Foot,"[120.0, 43.0, 2.4]",,,,,Goal,0.7835,Normal,Penalty,,,,Rennes,134,00:38:06.080,Shot,
,,,,,,,,,,,,,,1.315988,,,,,,,,,,,100fe884-fca4-4d7a-808d-b205ed2da56b,1604,,,"[88.4, 34.9]",3900583,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jimmy Cabot,7336.0,Left Wing,83,Troyes,133,['a0e09632-d1ae-4127-bf68-925085e636cf'],6,,Right Foot,"[120.0, 32.7, 0.8]",,"[{'location': [81.8, 26.8], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 38.9], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.8, 20.7], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.8, 37.0], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 34.0], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.8, 45.9], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.7, 30.8], 'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 36.2], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 28.0], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [75.3, 22.8], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [94.5, 57.4], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.1, 26.2], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 12.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",885fa90f-a598-4968-9775-afb0c88b2374,,Off T,0.022548135,Normal,Open Play,,,,Troyes,133,00:39:06.588,Shot,
,,,,,,,,,,,,,,0.151386,,,,,,,,,,,9986cb60-6f6a-4692-b5c3-a4cb9298db4e,1964,,,"[87.7, 51.4]",3900583,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessy Pi,7415.0,Left Defensive Midfield,102,Troyes,133,"['100aabfd-9355-48a9-90ff-48e6fe10ec58', '254c2376-258a-4813-931c-f182f55dc4fe']",59,,Right Foot,"[92.7, 49.4]",,"[{'location': [87.1, 41.3], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.6, 26.0], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.7, 49.6], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.2, 50.7], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 28.5], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 56.1], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.3, 63.1], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 37.3], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [74.4, 67.6], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.9, 40.9], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 35.4], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.2, 11.3], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.5, 53.4], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [84.8, 62.7], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",20bc43e7-9cd4-43de-ae05-bf568baecfd4,,Blocked,0.010269155,Normal,Open Play,,,,Troyes,133,00:01:59.870,Shot,
,,,,,,,,,,,,,,0.360583,,,,,,,,,,,d3973ced-830f-49ff-a60d-56386340cd45,2093,,,"[113.9, 33.9]",3900583,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Giovanni-Guy Yann Sio,3018.0,Center Forward,114,Rennes,134,['f659f026-700d-4b50-89d0-f33f9ee85087'],4,,Left Foot,"[117.9, 37.8, 1.0]",True,"[{'location': [111.9, 43.5], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 39.3], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 51.4], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 36.8], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 39.7], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.7, 41.4], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.2, 41.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 38.8], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 37.6], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.6, 22.5], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",0f50cc2a-f509-4c7d-a5bf-309b33fdd692,,Saved,0.3057609,Half Volley,Open Play,,,,Rennes,134,00:08:04.839,Shot,
,,,,,,,,,,,,,,0.146008,,,,,,,,,,,bbb330a2-ebef-44c2-82ea-1aa7a51e56e3,2110,,,"[109.7, 55.0]",3900583,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lossémy Karaboué,7301.0,Right Wing,115,Troyes,133,"['23d77d3f-4021-4638-bb2f-7f86b223496e', 'cc46316b-422d-46ab-ba14-80ef9c636a76']",22,,Right Foot,"[111.6, 50.8]",,"[{'location': [107.3, 37.0], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 38.5], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.5, 44.6], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 61.1], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 38.3], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 52.0], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 47.9], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 50.6], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.1, 43.7], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.1, 41.3], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.0, 55.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.1, 35.7], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.2, 65.1], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",dda28cde-0a25-45bf-b16b-4dc1a4033a40,,Blocked,0.049152467,Normal,Open Play,,,,Troyes,133,00:08:22.593,Shot,
,,,,,,,,,,,,,,1.53655,,,,,,,,,,,e4e90013-ae9e-4665-9baf-c4bbed1578c2,2120,,,"[87.6, 36.8]",3900583,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aloïs Confais,4413.0,Right Defensive Midfield,115,Troyes,133,['4ad6ddf3-6609-4e23-8a46-f5fe5b7ebd83'],32,,Right Foot,"[120.0, 45.5, 4.6]",,"[{'location': [101.0, 26.7], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 40.3], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 42.9], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 39.0], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 35.0], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.7, 35.2], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.4, 63.8], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 45.8], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 45.4], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 40.6], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 49.4], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.3, 40.8], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.4, 26.9], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.7, 24.7], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 8.5], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.8, 51.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [83.0, 65.6], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.016885284,Half Volley,Open Play,,,,Troyes,133,00:08:32.081,Shot,
,,,,,,,,,,,,,,0.935626,,,,,,,,,,,f9915133-7d5f-4064-b4e4-5caaa3bda28d,2287,,,"[103.3, 43.8]",3900583,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Midfield,124,Rennes,134,['b3039553-e07a-47d0-b893-4a06175f93bb'],50,,Left Foot,"[120.0, 34.1, 1.6]",True,"[{'location': [112.5, 41.0], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 42.8], 'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.9, 16.0], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.2, 47.3], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.9, 43.1], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 46.9], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.3, 27.3], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",9cbcdb2b-82cd-44f1-92e2-d0738a42838b,,Off T,0.15385062,Volley,Open Play,,,,Rennes,134,00:12:50.410,Shot,
