bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.24475,,,,,,,,,,,,,32db4fc2-d9df-4b5c-9751-521cbe87f70e,67,,"[108.5, 26.9]",3825658,1,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jonathan Rodríguez Menéndez,6581.0,Left Wing,5,Sporting Gijón,1041,"['894dbc3a-3f9b-4f0c-a0e5-3141a28abb96', 'fbccefe2-401b-441c-90de-0ef40923b57d']",4,,Left Foot,"[120.0, 49.0, 0.0]",,"[{'location': [104.5, 45.2], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 36.3], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 33.9], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 28.6], 'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 29.0], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 36.6], 'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 48.4], 'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 43.1], 'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,True,Off T,0.1098359,Normal,Open Play,,,,Sporting Gijón,1041,00:01:04.571,Shot,True
,,,,,,,,,,,,,,,0.734029,,,,,,,,,,,,,9f9a4972-d788-45af-af9b-9029bcce3473,83,,"[91.3, 24.0]",3825658,1,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Miguel Ángel Guerrero Martín,6602.0,Center Forward,7,Sporting Gijón,1041,['93761d18-5faa-4ff0-a154-185b1ee81a11'],54,,Right Foot,"[120.0, 43.7, 4.6]",,"[{'location': [118.2, 39.2], 'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 14.4], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.1, 14.4], 'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.2, 17.0], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.9, 23.2], 'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.2, 30.0], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 34.6], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 40.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 42.8], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.4, 5.9], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.8, 57.0], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.2, 40.9], 'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",497ca9be-6e1a-4239-a66a-38fde617ae7d,,Off T,0.009306051,Normal,Open Play,,,,Sporting Gijón,1041,00:01:54.519,Shot,
,,,,,,,,,,,,,,,1.330623,,,,,,,,,,,,,38126767-70f7-4b3f-9087-f712df43ad93,385,,"[97.0, 32.1]",3825658,9,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Midfield,24,Atlético Madrid,212,['b0cd591f-0fc9-487d-a7cc-421a7c4917b4'],10,,Right Foot,"[120.0, 50.0, 0.7]",,"[{'location': [88.6, 19.3], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.6, 39.6], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 20.2], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.6, 25.6], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.6, 17.0], 'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.5, 32.1], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 40.7], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 33.9], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 44.7], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 29.9], 'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 43.9], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.3, 41.2], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.2, 30.6], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.9, 11.1], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.5, 13.8], 'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",953e54a2-75af-44b1-b126-90fbfd4c2107,,Off T,0.035630703,Normal,Open Play,,,,Atlético Madrid,212,00:09:10.781,Shot,
,,,,,,,,,,,,,,,1.24848,,,,,,,,,,,,,b3de2ca7-1014-4ea5-987f-90671ed1731d,397,,"[93.6, 56.0]",3825658,10,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pablo Pérez Rodríguez,23838.0,Right Wing,25,Sporting Gijón,1041,['7d96725e-7e62-4432-becb-dad652818b1a'],50,,Right Foot,"[120.0, 51.2, 6.2]",,"[{'location': [95.1, 67.4], 'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.6, 34.4], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.2, 41.1], 'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.4, 64.2], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.8, 54.7], 'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.8, 60.4], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 53.3], 'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.1, 69.9], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 62.0], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.5, 35.1], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",07f9f659-d105-4dd8-ba48-aa443c0fc6ef,,Off T,0.01136135,Half Volley,Open Play,,,,Sporting Gijón,1041,00:10:50.072,Shot,
,,,,,,,,,,,,,,,2.228138,,,,,,,,,,,,,d6ca9566-ec84-4119-a197-a314365f752c,725,,"[111.1, 29.7]",3825658,20,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Right Midfield,43,Atlético Madrid,212,['61d7c621-4deb-4676-9a0a-99c319fded95'],21,,Head,"[109.5, 64.2]",,"[{'location': [105.3, 23.7], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.0, 11.4], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.8, 40.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.2, 10.3], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.2, 15.4], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 20.7], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 26.8], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 30.6], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 9.2], 'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.1, 10.5], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.4, 31.3], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 39.1], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 38.1], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5501cf98-802e-496a-9558-709c999285ed,,Wayward,0.069118984,Normal,Open Play,,,,Atlético Madrid,212,00:20:21.352,Shot,
,,,,,,,,,,,,,,,1.355887,,,,,,,,,,,,,f9038c41-3989-4e0f-b3d2-15806dc9dde9,887,,"[109.9, 39.2]",3825658,25,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tiago Cardoso Mendes,20669.0,Left Defensive Midfield,49,Atlético Madrid,212,"['38da913b-81b4-461f-b329-ccefbdad1186', 'cd0c8c9e-f548-499c-8d62-a2b6d41fa1de']",0,True,Head,"[120.0, 48.6, 1.1]",,"[{'location': [109.5, 49.6], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.2, 39.4], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 12.4], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.9, 20.5], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.1, 27.5], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 34.2], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 38.2], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 42.9], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.9, 31.5], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 45.0], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.3, 11.2], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.4, 26.9], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.8, 35.2], 'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",be196096-a7b4-4538-ba14-ee2e15c09fd3,,Off T,0.09522444,Normal,Open Play,,,,Atlético Madrid,212,00:25:00.594,Shot,True
,,,,,,,,,,,,,,,0.150033,,,,,,,,,,,,,cc8bf235-e1a1-40ea-bc89-0a9ea2060647,1172,,"[99.1, 31.6]",3825658,33,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Yannick Ferreira Carrasco,5633.0,Left Midfield,62,Atlético Madrid,212,"['16dc8f33-7024-4efa-b91b-09eaafe6ecc7', '8ec7c176-86fe-48df-a427-faeff69f20c8']",34,,Right Foot,"[101.8, 32.6]",,"[{'location': [91.2, 33.2], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.3, 68.1], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.8, 20.6], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 30.6], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 28.8], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 43.6], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 32.8], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 34.4], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 48.6], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.8, 39.3], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 26.6], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.3, 39.0], 'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.9, 41.6], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2a2db8bb-12ca-4ace-93ea-703b72bf7986,,Blocked,0.035990417,Normal,Open Play,,,,Atlético Madrid,212,00:33:34.176,Shot,
,,,,,,,,,,,,,,,0.634181,,,,,,,,,,,,,a9ef6df8-90d9-4b2d-afa7-c2af96cc0428,1282,,"[106.3, 43.9]",3825658,35,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Alen Halilović,6926.0,Center Attacking Midfield,65,Sporting Gijón,1041,['a74a8600-a521-4871-9000-c62f7935ce40'],54,,Left Foot,"[118.4, 40.4, 1.6]",True,"[{'location': [105.9, 31.3], 'player': {'id': 24173, 'name': 'Carlos Castro García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.8, 16.8], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.5, 34.1], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.2, 40.7], 'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 33.8], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 22.6], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.5, 34.4], 'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 42.8], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 42.1], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",3c95b216-fd85-49e0-b168-9ff4b36a2e8a,,Saved,0.15757813,Normal,Open Play,,,,Sporting Gijón,1041,00:35:54.920,Shot,
,,,,,,,,,,,,,,,1.260779,,,,,,,,,,,,,86a70a64-45af-4793-8c4e-c29c2fab590a,1756,,"[91.4, 40.3]",3825658,47,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,95,Atlético Madrid,212,['19d552d1-2742-4f8d-9c14-b06ab73c05f3'],17,,Right Foot,"[120.0, 46.1, 1.7]",True,"[{'location': [103.0, 27.0], 'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 22.4], 'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.5, 39.8], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 44.8], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 27.2], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 42.5], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.8, 49.9], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 34.4], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 43.9], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.7, 34.2], 'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 46.8], 'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.4, 62.0], 'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.2, 33.5], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 31.6], 'player': {'id': 6926, 'name': 'Alen Halilović'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [92.4, 27.4], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 6.9], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.5, 40.1], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1b936031-7bb7-4a37-8d7a-a9c14f1ec162,,Off T,0.02292184,Normal,Open Play,,,,Atlético Madrid,212,00:02:17.451,Shot,
,,,,,,,,,,,,,,,0.074539,,,,,,,,,,,,,16f949fc-2225-4c40-80c7-a7ac9a5d8aa7,2066,,"[115.4, 35.3]",3825658,53,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,109,Atlético Madrid,212,"['7df9d2cc-947c-43dc-811a-f375cabd03aa', 'a6f1f23d-f209-4ab1-93d4-e3e45223ec77']",54,,Left Foot,"[116.9, 36.4]",True,"[{'location': [115.2, 24.7], 'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 32.8], 'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 36.5], 'player': {'id': 23994, 'name': 'Alejandro Menéndez Díez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 29.0], 'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 20.1], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.5, 34.9], 'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.9, 36.9], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.2, 35.5], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 52.6], 'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.6, 29.6], 'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.3, 24.1], 'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",dca25e6e-e25e-4531-8c81-d72717e19a42,,Blocked,0.17663445,Normal,Open Play,,,,Atlético Madrid,212,00:08:54.206,Shot,
