bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.390321,,,,,,,,,,,,,,9215ba15-6888-428c-9d48-78781b7d5865,101,,"[104.0, 50.0]",3879768,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,7,Sampdoria,234,['c3f33f39-d323-406c-90fa-f4f06be4def3'],37,,Left Foot,"[117.0, 43.6, 1.5]",True,"[{'location': [101.9, 43.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 53.4], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 50.7], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 48.3], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 36.9], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.6, 43.7], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 43.4], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.1, 40.1], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [109.4, 55.4], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.1, 42.2], 'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [103.7, 32.1], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",88fb6c12-992f-4660-9c09-ccbc1ee6a7df,,,Saved,0.08871102,Normal,Open Play,,,,Sampdoria,234,00:01:37.747,Shot,
,,,,,,,,,,,,,,,,,1.08608,,,,,,,,,,,,,,499391ff-3b1c-43df-8510-60b76dacf4c7,105,,"[106.9, 49.9]",3879768,1,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Attacking Midfield,7,Sampdoria,234,"['149e6989-1e7c-4b8c-b9d3-666b54760407', '400555fb-e4a2-49d4-a8cc-6e38208e0874']",40,True,Head,"[115.9, 41.7, 1.2]",,"[{'location': [102.8, 52.7], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.9, 51.1], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 47.8], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 40.7], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 49.7], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 33.6], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.7, 44.0], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 43.6], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.5, 34.9], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 54.5], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 35.6], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.1, 34.6], 'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",,,,Saved,0.028199289,Normal,Open Play,,,,Sampdoria,234,00:01:40.499,Shot,True
,,,,,,,,,,,,,,,,,0.202604,,,,,,,,,,,,,,fdb35346-58f8-461f-bce6-51e38fad18ac,245,,"[107.0, 37.6]",3879768,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabio Quagliarella,7011.0,Center Forward,16,Sampdoria,234,"['1c3a2269-ede9-453a-8b21-6cebb73e8c65', 'ead09bd8-f9f1-416d-8a91-88400319d580']",44,,Right Foot,"[111.8, 37.8, 0.4]",,"[{'location': [106.5, 55.4], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 44.8], 'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [100.6, 31.2], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [112.4, 38.3], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 41.4], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 48.4], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 39.6], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 45.2], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 35.0], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",fc0ffc00-d6a6-4ad3-ae7b-78a76d373844,,,Saved,0.46250415,Normal,Open Play,,,,Sampdoria,234,00:05:44.141,Shot,True
,,,,,,,,,,,,,,,,,1.088107,,,,,,,,,,,,,,45be5c94-9962-4daa-a720-4653eb3b79b4,248,,"[99.1, 49.5]",3879768,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soriano,6759.0,Left Defensive Midfield,16,Sampdoria,234,['f4ff6f03-027c-4883-9eae-722bfc522d70'],45,,Left Foot,"[120.0, 42.4, 0.2]",True,"[{'location': [112.2, 40.7], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.4, 59.0], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.9, 55.9], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 41.4], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 45.8], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 43.3], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 33.9], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.7, 40.3], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 67.8], 'player': {'id': 7473, 'name': 'Lorenzo De Silvestri'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.6, 48.2], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [99.1, 30.7], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [109.1, 46.3], 'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 36.1], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Goal,0.067303725,Normal,Open Play,,,,Sampdoria,234,00:05:45.362,Shot,
,,,,,,,,,,,,,,,,,0.135362,,,,,,,,,,,,,,f41e2f7d-ccaf-41a9-af58-6066ae5c75d2,385,,"[109.8, 48.9]",3879768,10,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Fabio Quagliarella,7011.0,Center Forward,25,Sampdoria,234,"['1789a02b-e5b5-4024-8e36-61e2634d492a', '61e468f6-1628-449f-b7a9-c433bb776bad']",30,,Right Foot,"[111.1, 47.5, 0.4]",,"[{'location': [107.0, 35.6], 'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [110.1, 46.9], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.1, 39.7], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Saved,0.63605005,Normal,Open Play,,,,Sampdoria,234,00:10:30.107,Shot,True
,,,,,,,,,,,,,,,,,0.515116,,,,,,,,,,,,,,393aeeb3-3c95-477f-a39f-5d6bc06e2346,388,,"[113.4, 37.9]",3879768,10,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Antonio Cassano,19850.0,Left Attacking Midfield,25,Sampdoria,234,['e9c23416-c516-4662-808a-d052b30cf1c8'],31,,Right Foot,"[120.0, 38.8, 1.3]",True,"[{'location': [111.8, 56.0], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 42.2], 'player': {'id': 7705, 'name': 'Mohamed Salim Fares'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 49.6], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.4, 42.2], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,,Goal,0.64102656,Volley,Open Play,,,,Sampdoria,234,00:10:31.807,Shot,
,,,,,,,,,,,,,,,,,0.196524,,,,,,,,,,,,,,3fc72f38-182d-4186-aecc-6026c3484497,411,,"[109.2, 38.4]",3879768,11,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luca Toni,20252.0,Left Center Forward,26,Hellas Verona,226,['48297c85-9110-418a-b3b6-71ffb9ae3a46'],37,,Right Foot,"[114.2, 39.4, 0.2]",True,"[{'location': [108.6, 33.8], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 29.0], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 21.5], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.2, 38.6], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 50.8], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.5, 44.6], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",f01c66a2-42e1-4428-8a3d-3825047adce4,,,Saved,0.50060546,Normal,Open Play,,,,Hellas Verona,226,00:11:37.299,Shot,
,,,,,,,,,,,,,,,,,0.895246,,,,,,,,,,,,,,eae9590a-15d4-4f74-b4a4-9eecada912f5,643,,"[94.8, 39.2]",3879768,17,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Artur Ioniţă,7949.0,Right Defensive Midfield,40,Hellas Verona,226,['e4fa42eb-3f72-4ba6-a63c-dbde8a802774'],1,,Right Foot,"[120.0, 42.5, 7.1]",True,"[{'location': [117.5, 39.4], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 60.4], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.9, 44.6], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 42.7], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.7, 36.0], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 41.1], 'player': {'id': 16586, 'name': 'Fernando Lucas Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 48.5], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 50.7], 'player': {'id': 20252, 'name': 'Luca Toni'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.2, 50.7], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.5, 43.6], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.6, 21.9], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Off T,0.04226466,Normal,Open Play,,,,Hellas Verona,226,00:17:01.942,Shot,
,,,,,,,,,,,,,,,,,0.572942,,,,,,,,,,,,,,c1841285-935d-4ac6-b621-5d2de17abe66,1119,,"[107.1, 37.0]",3879768,29,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lazaros Christodoulopoulos,15318.0,Left Wing Back,68,Sampdoria,234,['4b8cb04b-f82f-4c7f-a236-e36e4c53db68'],45,,Right Foot,"[120.0, 37.0, 0.7]",True,"[{'location': [116.5, 61.8], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [110.6, 60.2], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.7, 50.0], 'player': {'id': 19850, 'name': 'Antonio Cassano'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [109.1, 41.5], 'player': {'id': 6759, 'name': 'Roberto Soriano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.5, 39.4], 'player': {'id': 8274, 'name': 'Pierluigi Gollini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 29.6], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 61.4], 'player': {'id': 11342, 'name': 'Eros Pisano'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 41.5], 'player': {'id': 31572, 'name': 'Luca Marrone'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 49.5], 'player': {'id': 7949, 'name': 'Artur Ioniţă'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 50.0], 'player': {'id': 31488, 'name': 'Vangelis Moras'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 54.4], 'player': {'id': 7966, 'name': 'Filip Helander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 38.7], 'player': {'id': 25303, 'name': 'Gilberto Moraes Junior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",3a73ea86-ac96-4b3d-8b31-7cd00efb9164,,,Goal,0.09283586,Volley,Open Play,,,,Sampdoria,234,00:29:45.898,Shot,
,,,,,,,,,,,,,,,,,0.852547,,,,,,,,,,,,,,6f18224f-5b4c-45dc-acf1-00ef81d28724,1140,,"[118.2, 44.6]",3879768,31,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Luca Toni,20252.0,Center Forward,69,Hellas Verona,226,"['a4db3b64-043d-4573-bd67-f80b8e737932', 'd9c778a3-4293-4cec-b54b-8284409ad61a']",8,True,Head,"[119.3, 43.2, 1.3]",,"[{'location': [110.9, 48.2], 'player': {'id': 11339, 'name': 'Paweł Wszołek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.5, 34.2], 'player': {'id': 11494, 'name': 'Luca Siligardi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.6, 43.7], 'player': {'id': 15318, 'name': 'Lazaros Christodoulopoulos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.1, 40.7], 'player': {'id': 7018, 'name': 'Emiliano Viviano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 42.5], 'player': {'id': 9884, 'name': 'Niklas Moisander'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 36.6], 'player': {'id': 7962, 'name': 'Andrea Ranocchia'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.5, 24.6], 'player': {'id': 387417, 'name': 'Mattia Cassani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",316e6d1e-6179-4922-b019-6855d77e45a9,True,True,Saved,0.3574417,Normal,Open Play,,,,Hellas Verona,226,00:31:08.742,Shot,True
