50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.377249,,,,,,,,,,,,,b024b82a-cac8-481e-9697-da21a04badfa,177,,,"[117.3, 50.6]",3788774,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joshua Kimmich,5579.0,Right Wing Back,5,Germany,770,"['85831519-ea37-40b1-8e9c-6d45e4cec940', 'b942573e-75a1-4457-a467-bd04456eafef']",3,,Right Foot,,"[118.4, 45.6, 0.7]",,"[{'location': [116.3, 50.5], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.7, 46.7], 'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 42.2], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.5, 44.7], 'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 51.9], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.2, 61.1], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",dd45e19c-b0bc-4e2a-b745-1f153f34247c,True,,Saved,,0.02635363,Half Volley,Open Play,,,,Germany,770,00:03:03.311,Shot,True
,,,,,,,,,,,,,,,,,0.565103,,,,,,,,,,,,,15255592-fbd3-40c4-930e-86f0b64ddfbb,351,,,"[113.4, 31.4]",3788774,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Rüdiger,3167.0,Left Center Back,25,Germany,770,"['5b982323-353f-4270-afe5-8cf1e91d2b11', 'cecd558c-a00e-4336-9312-027a5fc44d5c']",52,True,Head,,"[120.0, 32.5, 1.6]",,"[{'location': [118.8, 37.5], 'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 57.8], 'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.3, 40.7], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.3, 42.6], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.7, 36.9], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.2, 57.1], 'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.7, 46.1], 'player': {'id': 31887, 'name': 'Endre Botka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 31.9], 'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 44.1], 'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 34.0], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 40.7], 'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.6, 37.3], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.2, 32.8], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 41.5], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 49.2], 'player': {'id': 8400, 'name': 'Serge Gnabry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.1, 40.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [99.8, 56.2], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",900e4198-667c-4409-a3b9-f7e22b35cca1,,,Off T,,0.043604616,Normal,Open Play,,,,Germany,770,00:07:52.531,Shot,True
,,,,,,,,,,,,,,,,,1.072095,,,,,,,,,,,,,790f1dfc-fda8-46b3-a9b9-fec0ef6d8bfd,456,,,"[110.5, 43.4]",3788774,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ádám Szalai,8407.0,Left Center Forward,29,Hungary,916,['7380f3e6-7620-40cc-8bb1-e73d109c1ee2'],6,,Head,,"[120.0, 43.5, 0.8]",,"[{'location': [119.2, 41.8], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 49.6], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 57.1], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 61.1], 'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.3, 42.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.7, 40.1], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 34.1], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.8, 61.6], 'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [89.9, 40.4], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.6, 23.6], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [100.1, 34.1], 'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",7ef99156-e240-4398-8d41-103be6cf5528,True,,Goal,,0.31454545,Diving Header,Open Play,,,,Hungary,916,00:10:06.916,Shot,
,,,,,,,,,,,,,,,,,0.051854,,,,,,,,,,,,,482b2490-8019-47cd-9e82-996b1f8404ac,695,,,"[105.0, 28.9]",3788774,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Serge Gnabry,8400.0,Center Forward,39,Germany,770,"['138ea9e2-0587-4679-8763-064b007f5b22', '482e12dd-8595-42ae-a6ba-338125fd9205']",50,,Right Foot,,"[106.1, 29.5]",,"[{'location': [119.2, 36.9], 'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.8, 45.2], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.1, 47.7], 'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 39.9], 'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 36.1], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.7, 34.2], 'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.6, 35.9], 'player': {'id': 31887, 'name': 'Endre Botka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 34.7], 'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 29.7], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.5, 44.6], 'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.9, 46.2], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [113.9, 36.2], 'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [110.4, 40.8], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.4, 43.2], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.6, 56.9], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,,Blocked,,0.050718814,Normal,Open Play,,,,Germany,770,00:16:50.499,Shot,
,,,,,,,,,,,,,,,,,0.546556,,,,,,,,,,,,,e7f33b37-3137-424b-b5b0-7e38ed745564,852,,,"[113.3, 37.9]",3788774,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mats Hummels,5572.0,Center Back,44,Germany,770,"['0641448e-5522-4609-840b-d9afe96d78cc', 'f74fd762-5e16-4641-92c4-e5c818397c24']",26,True,Head,,"[120.0, 36.0, 2.8]",,"[{'location': [113.1, 46.1], 'player': {'id': 31887, 'name': 'Endre Botka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 44.6], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.1, 41.0], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.5, 35.4], 'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 33.4], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 41.0], 'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.5, 37.2], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.7, 57.0], 'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 34.9], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.2, 33.2], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.5, 44.6], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.5, 46.2], 'player': {'id': 8400, 'name': 'Serge Gnabry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 56.1], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.5, 41.0], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",b4307125-2c4c-4f35-83dc-8931657c76a1,,,Post,,0.15274267,Normal,Open Play,,,,Germany,770,00:20:26.558,Shot,True
,,,,,,,,,,,,,,,,,0.351413,,,,,,,,,,,,,39578d52-831a-469a-8d75-375e8065fb02,887,,,"[112.1, 44.3]",3788774,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Matthias Ginter,8808.0,Right Center Back,44,Germany,770,"['299d5fe5-b0db-40f3-afc8-88cd54492b7b', 'b3c6cfef-2560-4ee5-89a1-af1f6e8b7eae']",55,,Right Foot,,"[117.9, 42.2, 1.4]",True,"[{'location': [112.9, 52.7], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.8, 45.7], 'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 42.3], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 40.8], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 41.4], 'player': {'id': 31887, 'name': 'Endre Botka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 41.2], 'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 48.9], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.7, 41.7], 'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.2, 35.2], 'player': {'id': 8400, 'name': 'Serge Gnabry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.1, 40.9], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [93.3, 61.6], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Saved,,0.2693605,Half Volley,Open Play,,,,Germany,770,00:20:55.246,Shot,True
,,,,,,,,,,,,,,,,,1.056378,,,,,,,,,,,,,a13e04dc-172d-49bc-8e35-7dfb97c72622,1162,,,"[113.3, 28.8]",3788774,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mats Hummels,5572.0,Center Back,56,Germany,770,"['1e38d5d1-2f68-427d-9648-c286bb7ddf02', '895d5c16-27dd-40a5-8d01-791a777ef3b1']",3,True,Head,,"[120.0, 37.8, 7.5]",,"[{'location': [96.3, 56.2], 'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.1, 29.4], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.8, 36.8], 'player': {'id': 8524, 'name': 'Péter Gulácsi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 43.3], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.1, 40.9], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 36.3], 'player': {'id': 46376, 'name': 'Attila Szalai'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 45.3], 'player': {'id': 7162, 'name': 'Ádám Nagy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.9, 32.8], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.7, 42.0], 'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.2, 38.0], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.6, 44.4], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 45.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.3, 41.5], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.4, 42.1], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",69269557-fdab-49df-a26b-04bd1e39b7fa,True,,Off T,,0.03625692,Normal,Open Play,,,,Germany,770,00:27:03.783,Shot,True
,,,,,,,,,,,,,,,,,0.070966,,,,,,,,,,,,,7f684b6d-5bd5-4ba7-a403-ebee7f0b770a,1329,,,"[103.7, 22.2]",3788774,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roland Sallai,19316.0,Right Center Forward,66,Hungary,916,"['759d8443-5383-4858-b34f-0088ff35f015', '75a5a43d-7f36-4cf9-aba9-7064dac64e7d']",17,,Right Foot,,"[105.4, 23.8]",,"[{'location': [83.3, 12.9], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.0, 38.5], 'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.6, 25.9], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 42.6], 'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.6, 31.2], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 32.2], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 22.5], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 22.9], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.6, 36.6], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.0, 19.4], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.0, 30.0], 'player': {'id': 42822, 'name': 'András Schäfer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.5, 40.0], 'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",53d537d4-f36b-456a-9d17-b9ffcbbb4125,,,Blocked,,0.03197877,Normal,Open Play,,,,Hungary,916,00:32:17.712,Shot,
,,,,,,,,,,,,,,,,,0.94236,,,,,,,,,,,,,e8364afe-fe05-4332-b574-5f79104e4271,1595,,,"[91.1, 38.4]",3788774,37,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,András Schäfer,42822.0,Left Center Midfield,75,Hungary,916,['e1423d85-531a-4038-b76c-8127e1c76d6c'],35,,Right Foot,,"[120.0, 37.0, 4.2]",True,"[{'location': [100.4, 49.2], 'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.1, 52.3], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 39.8], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.2, 44.8], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 41.2], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.4, 37.5], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 36.5], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 49.8], 'player': {'id': 16502, 'name': 'László Kleinheisler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.7, 43.6], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.8, 46.4], 'player': {'id': 16741, 'name': 'Loïc Négo'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.3, 39.7], 'player': {'id': 19316, 'name': 'Roland Sallai'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.7, 39.9], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5f534374-f815-49a5-b7ca-dd314a4028db,,,Off T,,0.023456529,Normal,Open Play,,,,Hungary,916,00:37:35.929,Shot,
,,,,,,,,,,,,,,,,,0.167985,,,,,,,,,,,,,5a025b67-bb18-45be-b730-e6b8e138b17b,1652,,,"[90.3, 26.3]",3788774,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roland Sallai,19316.0,Right Center Forward,79,Hungary,916,"['0d55fa92-7d24-4746-9e8b-c39eafaac99c', '772f78bd-50a2-4f42-8b76-314af06cbb53', 'f58f64a0-315c-4c9f-863d-eb795c7e3055']",52,,Right Foot,True,"[117.0, 41.2, 1.4]",,"[{'location': [84.1, 25.4], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 51.4], 'player': {'id': 6985, 'name': 'Robin Gosens'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [91.9, 33.2], 'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 26.2], 'player': {'id': 8966, 'name': 'Kai Havertz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.6, 37.0], 'player': {'id': 3167, 'name': 'Antonio Rüdiger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 30.7], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.7, 18.1], 'player': {'id': 8808, 'name': 'Matthias Ginter'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 38.7], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 32.9], 'player': {'id': 8407, 'name': 'Ádám Szalai'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.9, 11.4], 'player': {'id': 11268, 'name': 'Attila Fiola'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",eae6298e-dc52-41b1-8e3d-6f90a6c06903,,,Saved,,0.013890742,Normal,Open Play,,,,Hungary,916,00:38:52.379,Shot,True
