50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.373587,,,,,,,,,,,,,,d016b1d7-f487-4b9d-ba2e-01d796992a84,69,,,"[100.1, 31.5]",3890479,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marco Jhonfai Fabián De La Mora,6317.0,Left Center Forward,6,Eintracht Frankfurt,184,['787a8d99-de17-4937-a69b-975bd0f4d3a1'],10,,Left Foot,"[120.0, 31.7, 5.1]",True,"[{'location': [117.6, 38.0], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.4, 31.0], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.1, 44.8], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 33.9], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.9, 54.3], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.5, 38.2], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 47.9], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 44.9], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 32.9], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 51.7], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 47.1], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.2, 54.8], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.4, 32.8], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",cea8cab2-a212-4ad5-8e88-b3ca0746bf6b,,Off T,0.036238603,Volley,Open Play,,,,Eintracht Frankfurt,184,00:01:10.297,Shot,
,,,,,,,,,,,,,,,,,,0.292198,,,,,,,,,,,,,,e5892811-8e71-49b2-a031-65f87eda813d,208,,,"[89.0, 39.2]",3890479,5,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,17,Ingolstadt,189,"['6aee166d-2e98-4c58-9f9c-93ec61387b21', '910f398f-032a-4304-b334-9c7ef1099834']",18,,Right Foot,"[96.0, 39.2]",,"[{'location': [116.2, 39.6], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 37.0], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.7, 43.7], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.1, 32.2], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.7, 38.2], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.1, 22.5], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 27.9], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.1, 26.9], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.8, 28.7], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.8, 11.4], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.2, 33.6], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.5, 39.1], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.1, 19.1], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [81.6, 54.9], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d2dd45a0-9c31-4c03-8287-d352c7aa3e4e,,Blocked,0.025555702,Normal,Open Play,,,,Ingolstadt,189,00:05:18.421,Shot,
,,,,,,,,,,,,,,,,,,0.582206,,,,,,,,,,,,,,c7d060ed-df84-4d04-8d64-85cdcf0fd6ef,255,,,"[108.0, 40.0]",3890479,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Moritz Hartmann,40464.0,Right Wing,20,Ingolstadt,189,['eca3b5bb-dcec-4161-81cd-07453609600a'],21,,Right Foot,"[120.0, 36.6, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,Ingolstadt,189,00:07:21.636,Shot,
,,,,,,,,,,,,,,,,,,0.19119,,,,,,,,,,,,,,f6238aef-b686-4dab-9896-e1e40d2fc0b9,270,,,"[115.7, 33.5]",3890479,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marc Stendera,10896.0,Left Center Midfield,21,Eintracht Frankfurt,184,['ad19c6f3-de2b-44e1-9174-2f034a5775cc'],16,,Head,"[117.8, 36.1, 1.0]",,"[{'location': [107.0, 54.3], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 38.1], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.8, 45.8], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 42.0], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 29.3], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 39.0], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 31.1], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 35.8], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 35.2], 'player': {'id': 6317, 'name': 'Marco Jhonfai Fabián De La Mora'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 59.3], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",3fdc52c5-3978-480b-8b1e-5aced9a5e14f,True,Saved,0.18981954,Normal,Open Play,,,,Eintracht Frankfurt,184,00:08:16.107,Shot,
,,,,,,,,,,,,,,,,,,0.576258,,,,,,,,,,,,,,248013c7-374c-4708-95cf-046b68a69159,380,,,"[107.4, 29.0]",3890479,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Elias Kachunga,2968.0,Center Forward,26,Ingolstadt,189,['0c3e19dd-0326-4195-bb6c-82f808f158ce'],36,,Right Foot,"[116.4, 37.2, 1.3]",,"[{'location': [101.4, 21.5], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.1, 45.2], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 41.6], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 38.1], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 29.7], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 37.6], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 23.2], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 28.4], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 36.6], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 40.1], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 43.1], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.7, 48.1], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",bc2bc64d-6454-4ca1-aecb-4e61953f20e7,,Saved,0.1345219,Normal,Open Play,,,,Ingolstadt,189,00:10:36.560,Shot,
,,,,,,,,,,,,,,,,,,1.290854,,,,,,,,,,,,,,eaa605bf-76ba-498e-9d6e-bcd612a5005b,467,,,"[107.2, 40.3]",3890479,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moritz Hartmann,40464.0,Right Wing,34,Ingolstadt,189,"['0eda2f3d-8a2d-4267-a902-ca1e99dddff4', '3a64381b-db58-4193-a055-fa5da11b7daa']",50,,Right Foot,"[120.0, 43.4, 3.7]",,"[{'location': [104.6, 38.5], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 28.7], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 30.0], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.4, 40.3], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 42.0], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",bd075a7f-1860-401c-8204-6d381e825bee,True,Off T,0.29173407,Lob,Open Play,,,,Ingolstadt,189,00:12:50.889,Shot,True
,,,,,,,,,,,,,,,,,,0.128991,,,,,,,,,,,,,,a25d10c0-1a8c-45f7-bfd8-bba58204b537,1084,,,"[98.6, 22.5]",3890479,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marc Stendera,10896.0,Left Center Midfield,83,Eintracht Frankfurt,184,"['32a764f1-5319-4003-9cdb-5b1c927ef1ae', 'f7328d9f-2511-401c-b372-0c890a3fbb23']",44,,Right Foot,"[100.9, 24.8]",,"[{'location': [109.1, 36.5], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 43.4], 'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 46.6], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.2, 42.8], 'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 37.8], 'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 44.5], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.9, 29.7], 'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 25.2], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.8, 18.7], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.9, 20.6], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.9, 34.9], 'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 34.1], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.1, 45.6], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.4, 43.8], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.2, 46.9], 'player': {'id': 6317, 'name': 'Marco Jhonfai Fabián De La Mora'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 43.4], 'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.1, 9.4], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.3, 21.4], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [89.7, 12.3], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",fa0da44c-63bc-463f-a59a-f038dc2a5df1,,Blocked,0.019093363,Normal,Open Play,,,,Eintracht Frankfurt,184,00:30:44.471,Shot,
,,,,,,,,,,,,,,,,,,0.261634,,,,,,,,,,,,,,636a39c1-d7a7-446f-ae65-795f50c86fa1,1146,,,"[102.8, 48.8]",3890479,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Stefan Lex,40463.0,Left Wing,90,Ingolstadt,189,"['7dc07452-5f7e-486d-8226-d0fbfa53825b', '86b7151f-4f6b-4210-8742-51091d8b923c']",7,,Right Foot,"[107.9, 46.8, 0.9]",True,"[{'location': [101.4, 48.0], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 37.8], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.7, 46.0], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.8, 39.0], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 46.9], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 27.4], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.6, 43.1], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",6f83dfd1-9d4f-4210-a570-0c496be8f7c9,,Saved,0.24665378,Normal,Open Play,,,,Ingolstadt,189,00:32:07.866,Shot,True
,,,,,,,,,,,,,,,,,,1.185604,,,,,,,,,,,,,,671a8442-30da-4073-99c9-42c995f7712e,1153,,,"[91.9, 53.0]",3890479,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Markus Suttner,3221.0,Left Back,90,Ingolstadt,189,['65c83fcf-b5f1-4e13-ad05-260c221aed56'],15,,Left Foot,"[120.0, 40.1, 4.3]",,"[{'location': [76.8, 65.3], 'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.1, 25.9], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.2, 42.4], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 53.5], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 55.5], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 57.6], 'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.4, 43.5], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 48.4], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 43.5], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.8, 53.2], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 32.8], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.1, 51.0], 'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [87.1, 41.5], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.4, 65.4], 'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",aa857391-fe91-47c0-aa07-d548237fef92,,Off T,0.019436026,Normal,Open Play,,,,Ingolstadt,189,00:32:15.709,Shot,
,,,,,,,,,,,,,,,,,,0.812872,,,,,,,,,,,,,,fb09bf0a-13c0-48ab-a0c2-3141896f2a30,1181,,,"[110.5, 36.8]",3890479,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stefan Lex,40463.0,Left Wing,92,Ingolstadt,189,"['5fe2e09f-c68b-47b5-bb80-04fd0b091dfe', 'eb80eaaf-2262-4acf-80c3-4adc279e5cad']",1,,Other,"[115.5, 36.8]",,"[{'location': [104.8, 10.7], 'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.6, 12.7], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.3, 38.8], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 36.9], 'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.2, 32.1], 'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 20.5], 'player': {'id': 2968, 'name': 'Elias Kachunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 6.3], 'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.3, 33.4], 'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 22.8], 'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 26.3], 'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 29.2], 'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",d81d63c2-2c16-4cb7-9a25-5a37288f3346,,Wayward,0.06279083,Normal,Open Play,,,,Ingolstadt,189,00:33:01.680,Shot,True
