ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.408915,,,,,,,,,d5fcc038-ea9a-4a48-b02d-b80264b840eb,141,,"[99.7, 32.4]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['3277d7c7-0eef-4c29-b677-038d8dba6701', 'ed75d3b6-eb83-4378-9171-751b1f4fbf2c', 'f9ba59d6-a618-4e84-a9c1-e46c66eeeaff']",4,,Left Foot,"[109.9, 32.8]",True,"[{'location': [116.7, 38.2], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 42.4], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 33.1], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 42.3], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 52.5], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 27.8], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 27.9], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 33.8], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 45.5], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.7, 34.3], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.5, 41.5], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.5, 53.7], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 25.5], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",c3b3b44d-c7a7-459d-83aa-88dbadb5a6d5,,,Blocked,0.060820233,Normal,Open Play,,,,Manchester United,39,00:02:04.076,Shot,True
,,,,,,,,,,,,,,,,0.063907,,,,,,,,,95b25428-500a-4f6b-9934-94ff5026180f,171,,"[109.7, 42.7]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,3,Manchester United,39,"['6b1b461e-40d1-4761-98d8-c9e5e6efabf0', '6e1bab40-ad09-4b1b-bd04-d2451e5d6f4c', 'a8cf167f-ecee-450a-be1f-b350538d792a']",57,True,Head,"[110.1, 42.6]",,"[{'location': [109.9, 40.6], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 34.2], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.6, 54.8], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.7, 24.0], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 24.5], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 48.7], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.9, 35.9], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.5, 54.1], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 40.8], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.2, 40.6], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 42.5], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",1c7c1660-d9a1-4873-8792-797abe3b08c7,,,Blocked,0.049667645,Normal,Open Play,,,,Manchester United,39,00:02:57.261,Shot,True
,,,,,,,,,,,,,,,,1.180478,,,,,,,,,b4c37454-8cc6-426b-9458-08b454eea0ae,300,,"[92.6, 39.3]",3754094,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Center Forward,8,Manchester United,39,['2a07f5f6-ff46-4abd-b8a4-e7a5793ea3e6'],39,,Right Foot,"[118.2, 37.3, 1.3]",,"[{'location': [101.0, 34.4], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.3, 40.6], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.6, 29.7], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.9, 13.0], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.7, 34.3], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.2, 23.6], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.8, 24.2], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 37.5], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 32.0], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 41.3], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 37.9], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 42.7], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 57.9], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.6, 39.9], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4b5ca951-b7f2-41c3-9bfd-5778b3e98373,,,Saved,0.029971793,Normal,Open Play,,,,Manchester United,39,00:05:39.978,Shot,
,,,,,,,,,,,,,,,,0.140944,,,,,,,,,6bddb9e7-3c59-4a51-ac50-4df90f95eec3,326,,"[97.8, 44.8]",3754094,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ibrahim Afellay,4891.0,Left Defensive Midfield,14,Stoke City,30,"['472ec3e6-8c99-4574-8ec8-54f79a584f37', '6db36c5c-ae61-4498-92a3-b3ba728acffb', '878e3640-f949-4a5a-b84f-8f535c2fd400']",29,,Right Foot,"[100.3, 44.3]",,"[{'location': [105.1, 37.4], 'player': {'id': 4040, 'name': 'Peter Crouch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.9, 55.0], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.1, 20.0], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.5, 30.8], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 35.7], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 38.4], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 47.9], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 44.2], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.6, 24.4], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.1, 43.4], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.5, 32.0], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.8, 26.3], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.6, 40.8], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ff58fb7c-808a-43ab-bf74-fb4aee6a837b,,,Blocked,0.04733004,Normal,Open Play,,,,Stoke City,30,00:06:29.607,Shot,True
,,,,,,,,,,,,,,,,3.475107,,,,,,,,,3cad1f85-6558-4519-864e-d2be0edc1adf,572,,"[109.3, 27.9]",3754094,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Manuel Mata García,3294.0,Center Attacking Midfield,23,Manchester United,39,['59cf55fa-370a-4a56-8be0-063b56ebf846'],9,,Left Foot,"[120.0, 61.7, 0.0]",True,"[{'location': [102.8, 34.2], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 22.5], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 11.8], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.5, 43.3], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.9, 36.3], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 50.9], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 48.7], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 38.3], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.2, 58.1], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.8, 48.5], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 40.9], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 32.6], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 27.9], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",c1aed82d-21ef-483c-94a2-9e96be02f8c1,,,Off T,0.106588274,Normal,Open Play,,,,Manchester United,39,00:12:09.255,Shot,
,,,,,,,,,,,,,,,,0.427155,,,,,,,,,4389a006-d46d-4383-bca4-6c9745fa2fb1,610,,"[113.3, 46.3]",3754094,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jesse Lingard,3293.0,Right Wing,26,Manchester United,39,['5d441040-8b49-44a9-b571-31427c05b0b6'],19,,Head,"[120.0, 38.1, 1.0]",,"[{'location': [115.3, 31.4], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.9, 38.0], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 45.8], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 45.9], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.8, 39.2], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 32.2], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.6, 51.7], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.9, 29.6], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 45.4], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",aea4fea0-d655-4ef6-96d0-ec4e2367a030,,,Goal,0.3898744,Diving Header,Open Play,,,,Manchester United,39,00:13:19.701,Shot,
,,,,,,,,,,,,,,,,0.423341,,,,,,,,,6535ee17-e4ed-4a50-9190-edfe54cd86bb,630,,"[111.6, 28.5]",3754094,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anthony Martial,20039.0,Left Wing,28,Manchester United,39,['77067faa-4742-448d-9943-c7ceb87de4c9'],47,,Right Foot,"[120.0, 35.4, 0.0]",,"[{'location': [106.2, 41.4], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.3, 41.8], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.7, 36.2], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 26.7], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.3, 35.3], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 24.7], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.6, 31.6], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 37.0], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 36.2], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.8, 43.4], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 41.9], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 36.3], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",0a309425-a908-4645-9c33-4be3158bdbb8,,,Off T,0.1362944,Normal,Open Play,,,,Manchester United,39,00:14:47.879,Shot,
,,,,,,,,,,,,,,,,0.271345,,,,,,,,,4b66e6b1-a76e-4c76-b417-7e380d26c363,663,,"[106.4, 40.9]",3754094,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Glen Johnson,4724.0,Right Back,30,Stoke City,30,"['6aabb37a-4367-4e74-90bb-6bd2369f9761', '75d307ca-7ad6-4f45-b1a7-ca53b89e4073']",2,,Right Foot,"[113.1, 41.1]",True,"[{'location': [101.1, 45.1], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.3, 37.8], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 38.7], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.6, 42.6], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 43.7], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 32.8], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.4, 36.5], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 46.2], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 44.3], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.8, 41.4], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 37.2], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 25.0], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.1, 26.4], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.7, 34.3], 'player': {'id': 4040, 'name': 'Peter Crouch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 28.0], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.6, 35.2], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 40.6], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e8643e13-f1ce-4f54-97f8-2baff8772127,,,Blocked,0.14477822,Normal,Open Play,,,,Stoke City,30,00:16:02.874,Shot,
,,,,,,,,,,,,,,,,0.895759,,,,,,,,,00915790-dd86-41ef-862f-6e566f075435,699,,"[93.9, 30.2]",3754094,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Anthony Martial,20039.0,Left Wing,32,Manchester United,39,['7c43fe66-2f63-4603-ae2f-491a1fe7e12d'],1,,Right Foot,"[117.9, 37.6, 0.0]",,"[{'location': [118.4, 39.2], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 58.1], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 49.0], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 9.6], 'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.9, 42.0], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.7, 42.3], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.6, 41.4], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 29.1], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.3, 40.1], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.4, 32.5], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 16.8], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 28.4], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 23.8], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",764aa902-af7d-4642-a500-d4ecf1a95ade,,,Saved,0.029411294,Normal,Open Play,,,,Manchester United,39,00:17:01.811,Shot,
,,,,,,,,,,,,,,,,1.086691,,,,,,,,,1ed6d47f-ae99-4c55-923d-b43363313ca1,933,,"[103.8, 27.9]",3754094,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Martial,20039.0,Left Wing,48,Manchester United,39,['7cfd1594-005c-4d2b-9980-fb351af24d1e'],37,,Right Foot,"[120.0, 43.5, 2.1]",,"[{'location': [116.6, 37.2], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 52.1], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 47.4], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 46.4], 'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 36.0], 'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.2, 32.1], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 40.8], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 36.2], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.7, 48.8], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.4, 53.3], 'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.5, 61.7], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.3, 30.4], 'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",86d21179-7748-43e1-8c35-44dcde27a355,,,Goal,0.06795269,Normal,Open Play,,,,Manchester United,39,00:22:37.954,Shot,
