50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.497485,,,,,,,,,,,,,,b9dfdea1-59d1-4086-87ba-1d57723b4c70,125,,,"[108.8, 49.7]",3893825,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Amalie Jørgensen Vangsgaard,224831.0,Center Forward,8,Denmark Women's,853,['019002f5-2c00-4218-b32a-644e8220e720'],53,,Right Foot,,"[117.3, 44.5, 1.6]",,"[{'location': [103.4, 40.0], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.2, 37.8], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.1, 42.7], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.3, 42.9], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 38.7], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 48.4], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 42.2], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 39.0], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 33.2], 'player': {'id': 53406, 'name': 'Chelsea Ariane Surpris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 43.4], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 45.8], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.6, 40.8], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.9, 30.6], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.6, 34.9], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [94.7, 31.0], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",59a401b3-5f8c-4e70-bb50-86d80701a941,,Saved,0.13356668,Half Volley,Open Play,,,,Denmark Women's,853,00:02:53.093,Shot,
,,,,,,,,,,,,,,,,,,1.108516,,,,,,,,,,,,,,1526868f-0400-4146-8f6e-591e37d4064e,666,,,"[95.0, 47.8]",3893825,17,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karen Holmgaard,32230.0,Left Defensive Midfield,37,Haiti Women's,2355,['92d46513-a201-4416-a294-a8ce325152c9'],19,,Right Foot,,"[120.0, 39.9, 5.0]",,"[{'location': [88.3, 60.9], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 64.1], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.9, 50.8], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [86.1, 24.0], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.3, 46.5], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 57.6], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 48.3], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 45.6], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 36.5], 'player': {'id': 53406, 'name': 'Chelsea Ariane Surpris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 41.7], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.3, 45.3], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.3, 61.9], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.3, 51.9], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.9, 34.0], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.027113216,Normal,Open Play,,,,Denmark Women's,853,00:17:19.749,Shot,
,,,,,,,,,,,,,,,,,,0.598155,,,,,,,,,,,,,,82eb1815-4f05-4e14-b662-17e87a59c841,787,,,"[108.1, 40.1]",3893825,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,42,Denmark Women's,853,['93d2ceb9-665c-471c-837a-21b4ec0a0120'],1,,Right Foot,,"[120.0, 37.4, 0.0]",,,,,Goal,0.7835,Normal,Penalty,,,,Denmark Women's,853,00:21:01.014,Shot,
,,,,,,,,,,,,,,,,,,1.456532,,,,,,,,,,,,,,5eb9ceef-1cb8-4b5d-85d5-467346e66afe,1021,,,"[97.1, 60.2]",3893825,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roseline Éloissaint,402013.0,Right Wing,49,Haiti Women's,2355,['24975622-e9df-4742-a058-37c43df9fd2c'],5,,Right Foot,,"[108.8, 52.6]",,"[{'location': [116.3, 42.7], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 50.2], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 63.4], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 33.3], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 36.2], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 48.5], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.3, 35.2], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.4, 43.9], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Wayward,0.009757165,Half Volley,Open Play,,,,Haiti Women's,2355,00:27:05.030,Shot,
,,,,,,,,,,,,,,,,,,0.455091,,,,,,,,,,,,,,86466ad9-9acd-47df-a659-5e159e7e2445,1068,,,"[108.3, 26.7]",3893825,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nérilia Mondesir,30970.0,Center Forward,52,Haiti Women's,2355,"['157afa24-bf01-4537-9e66-97614c857972', 'd3bd00c7-9d76-4280-be24-dd8057438fb0']",29,,Right Foot,,"[118.0, 35.2, 0.0]",True,"[{'location': [96.1, 31.4], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 24.2], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 28.2], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 20.6], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.1, 29.7], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.5, 46.5], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.3, 28.7], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 36.8], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 18.6], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",fb90edf8-5df7-47c4-9d38-7919e4bad83e,,Saved,0.09303105,Normal,Open Play,,,,Haiti Women's,2355,00:28:29.129,Shot,True
,,,,,,,,,,,,,,,,,,0.175812,,,,,,,,,,,,,,90e5abdf-e2a3-41c5-9b5c-448fc23ca749,1098,,,"[103.1, 38.4]",3893825,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nérilia Mondesir,30970.0,Center Forward,56,Haiti Women's,2355,"['1415e770-70f1-40c8-ad1a-b3681044d1b7', 'd7529656-a587-4541-8a42-267f8f6954df']",32,,Left Foot,,"[103.7, 38.5]",,"[{'location': [106.3, 55.2], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 42.3], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 35.3], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 44.4], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 38.9], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 38.4], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.2, 58.0], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 40.2], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.1, 53.0], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.3, 67.7], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 51.8], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.7, 44.8], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 35.4], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",303dfe54-9c62-4d9d-a028-6fbf376b558d,,Blocked,0.09480757,Half Volley,Open Play,,,,Haiti Women's,2355,00:29:32.460,Shot,
,,,,,,,,,,,,,,,,,,0.123992,,,,,,,,,,,,,,a1dd8d0f-adc1-454a-a0f4-0d3be428e364,1172,,,"[99.0, 46.4]",3893825,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,60,Denmark Women's,853,"['b7f08df3-06c6-461d-beed-0bd4f1cad86c', 'bc023f0d-7c4c-4008-9c64-d0b012f7c235']",47,,Left Foot,True,"[116.8, 39.6, 0.4]",,"[{'location': [117.1, 41.6], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 62.3], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [82.7, 16.2], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.4, 53.0], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.2, 49.5], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.3, 40.5], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 46.4], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 41.3], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 30.8], 'player': {'id': 53406, 'name': 'Chelsea Ariane Surpris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.2, 38.1], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.7, 56.0], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",7efaf3b7-a87e-47ec-af1d-c05c54e90ab1,,Saved,0.0670661,Normal,Open Play,,,,Denmark Women's,853,00:32:47.344,Shot,
,,,,,,,,,,,,,,,,,,0.79932,,,,,,,,,,,,,,3d549ea7-97fb-41bc-a24c-d5c88af46463,1834,,,"[114.2, 35.0]",3893825,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Amalie Jørgensen Vangsgaard,224831.0,Center Forward,105,Denmark Women's,853,"['1be286dc-bd54-4a20-a085-78c7cb660c13', 'ac637fd8-efa7-4039-accb-eac875ce7786']",30,,Left Foot,,"[120.0, 34.9, 3.4]",True,"[{'location': [118.6, 13.1], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.5, 36.9], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.7, 21.2], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 35.1], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 15.6], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 15.0], 'player': {'id': 53406, 'name': 'Chelsea Ariane Surpris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 17.9], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 37.1], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 48.0], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.8, 35.9], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 50.3], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",fca35e18-5c64-4cb8-925a-aa292a28a1c8,,Off T,0.21562982,Half Volley,Open Play,,,,Denmark Women's,853,00:01:30.425,Shot,True
,,,,,,,,,,,,,,,,,,0.972604,,,,,,,,,,,,,,44289553-879a-4cdd-9bed-4a68b6d54a0b,2084,,,"[105.4, 39.9]",3893825,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rikke Marie Madsen,87191.0,Right Wing,117,Denmark Women's,853,['ec35f9ab-eb28-4564-b62b-8f8640449d9d'],0,,Left Foot,,"[117.7, 41.4, 0.2]",True,"[{'location': [112.3, 44.5], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 35.4], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 38.4], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 29.4], 'player': {'id': 53406, 'name': 'Chelsea Ariane Surpris'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 36.2], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 47.4], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 17.8], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.8, 39.7], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 19.7], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.7, 30.7], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.4, 52.5], 'player': {'id': 224831, 'name': 'Amalie Jørgensen Vangsgaard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.19183053,Normal,Open Play,,,,Denmark Women's,853,00:08:00.718,Shot,
,,,,,,,,,,,,,,,,,,0.125648,,,,,,,,,,,,,,c9d2fef1-a7cf-4112-a119-dad6416b270a,2273,,,"[100.2, 40.5]",3893825,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sherly Jeudy,402012.0,Right Defensive Midfield,132,Haiti Women's,2355,"['6dcbfb03-de47-4aa1-bede-a7ade55448df', 'ca1a3d8a-0548-4932-a5be-e1730f58946f', 'e23ec24a-bcf1-4460-a442-926aebc0dee2']",20,,Right Foot,,"[102.5, 40.3]",,"[{'location': [97.6, 49.3], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.4, 43.1], 'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.4, 36.6], 'player': {'id': 32230, 'name': 'Karen Holmgaard'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 48.4], 'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.2, 27.5], 'player': {'id': 87191, 'name': 'Rikke Marie Madsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.1, 41.2], 'player': {'id': 10111, 'name': 'Simone Boye-Sørensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 33.4], 'player': {'id': 276443, 'name': 'Kathrine Møller Kühl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 40.1], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 34.3], 'player': {'id': 87195, 'name': 'Janni Thomsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 38.9], 'player': {'id': 276442, 'name': 'Lene Christensen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 52.1], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.9, 36.8], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 32.3], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.3, 33.4], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.3, 28.1], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.4, 17.9], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",84311eab-325a-4e02-bca9-a1b2209d3444,,Blocked,0.049588293,Normal,Open Play,,,,Haiti Women's,2355,00:13:20.067,Shot,True
