ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.06055,,,,,,,,,,,,,d7f2566a-7ef7-43e6-89ab-2742b7cef1e2,1184,,,"[114.1, 47.5]",3813312,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Serigne Mourtada Fall,159770.0,Right Center Back,68,Mumbai City,7287,"['5e3a23de-0d37-4c76-80b3-5b6f5effdbe6', 'dfdb957f-8ba2-47a9-87ed-452844017911', 'f99b95db-ca70-4e90-ae5e-663107eb98fd']",10,True,Head,"[114.6, 46.9]",,"[{'location': [115.2, 47.1], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 23.2], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.4, 39.3], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 32.6], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.6, 60.4], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 39.3], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [91.0, 19.6], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.6, 47.2], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.5, 34.4], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 39.3], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.7, 41.5], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 45.6], 'player': {'id': 163343, 'name': 'Lenny Rodrigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 37.1], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 43.3], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.1, 53.7], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",b423685b-9292-49c5-a394-8c2fceb91f9b,,,Blocked,0.065489285,Normal,Open Play,,,,Mumbai City,7287,00:37:10.374,Shot,True
,,,,,,,,,,,,,,,,,0.248722,,,,,,,,,,,,,9d22cd99-623c-4eaa-8b31-0486a55c90bf,1188,,,"[116.1, 37.7]",3813312,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Igor Angulo Albóniga,8038.0,Center Forward,68,Mumbai City,7287,['5f4b72ab-d12e-428e-a834-d5d1c590050c'],11,,Left Foot,"[120.0, 37.5, 0.2]",True,"[{'location': [106.5, 55.6], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.4, 46.2], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.7, 39.8], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.9, 51.7], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.9, 36.7], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.5, 55.2], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.5, 46.6], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.4], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 43.5], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.1, 40.9], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 37.9], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 47.8], 'player': {'id': 163343, 'name': 'Lenny Rodrigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 32.3], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.8, 23.2], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",,,True,Goal,0.68891454,Volley,Open Play,,,,Mumbai City,7287,00:37:11.321,Shot,
,,,,,,,,,,,,,,,,,0.827588,,,,,,,,,,,,,0a17a285-5f36-4a39-a4aa-9c737cbdabad,1223,,,"[101.6, 34.1]",3813312,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hugo Adnan Boumous,163342.0,Left Wing,71,ATK Mohun Bagan,7282,['4b64106e-a677-4af9-a26c-1ec28e341f6d'],11,,Left Foot,"[120.0, 38.8, 5.6]",,"[{'location': [102.3, 58.0], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.2, 49.2], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 35.3], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.2, 23.0], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.2, 35.0], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 33.5], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.2, 43.4], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.7, 54.5], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 49.6], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 41.0], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 38.8], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 34.5], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 32.7], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",27d8dea3-424f-4ed9-b20c-11136d2af163,,,Off T,0.07438152,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:39:11.203,Shot,
,,,,,,,,,,,,,,,,,0.985809,,,,,,,,,,,,,1a13f54c-62e1-4f15-8a93-329ad4c152ac,1494,,,"[97.4, 42.8]",3813312,47,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roy Krishna,163344.0,Center Forward,85,ATK Mohun Bagan,7282,['cff8ae48-075b-400c-a2e7-c2307873998a'],17,,Right Foot,"[120.0, 47.9, 6.6]",,"[{'location': [118.1, 39.9], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.5, 25.5], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.3, 43.3], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.3, 48.8], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.1, 39.4], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.1, 33.2], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 48.0], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 30.2], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 41.9], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 40.8], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.8, 40.2], 'player': {'id': 163340, 'name': 'Deepak Tangri'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 57.7], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [94.4, 41.7], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.4, 13.8], 'player': {'id': 124907, 'name': 'Liston Colaco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",cb6a4b2b-174d-4d1a-ac94-2424068ecefa,,,Off T,0.055985294,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:47:17.991,Shot,
,,,,,,,,,,,,,,,,,0.025901,,,,,,,,,,,,,0a6279f7-2145-44b6-8c80-2f7c637bdd9e,1525,,,"[99.2, 28.7]",3813312,48,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joni Ensio Kauko,24303.0,Right Wing,87,ATK Mohun Bagan,7282,"['325f87b8-6a3d-4cdd-bafb-fbba2a96f1c4', '5571b884-01a3-4b86-880d-fc0fece95ab1']",20,,Right Foot,"[101.5, 30.1]",,"[{'location': [107.3, 22.8], 'player': {'id': 163343, 'name': 'Lenny Rodrigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.2, 41.6], 'player': {'id': 163342, 'name': 'Hugo Adnan Boumous'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.3, 25.5], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 38.7], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 30.3], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 38.6], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 41.9], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 27.9], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.2, 45.0], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.5, 38.3], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 41.0], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 53.4], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [101.8, 27.9], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",7c036462-5db0-400c-9aa2-6a2f78d81e21,,,Blocked,0.029819474,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:48:20.988,Shot,
,,,,,,,,,,,,,,,,,0.786998,,,,,,,,,,,,,caec491e-5466-4da3-93ac-8048480dfbcd,1588,,,"[113.1, 33.2]",3813312,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Serigne Mourtada Fall,159770.0,Right Center Back,90,Mumbai City,7287,['126f2bb5-acdd-4530-a26e-0a433fc0e946'],38,,Head,"[120.0, 43.0, 1.0]",,"[{'location': [90.3, 57.4], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.7, 52.4], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.1, 42.6], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 42.9], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 36.8], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.2, 41.7], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.7, 36.8], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.2, 41.3], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 43.7], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.1, 45.9], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 68.6], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.6, 38.4], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 29.7], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.4, 34.3], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 38.5], 'player': {'id': 163343, 'name': 'Lenny Rodrigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 34.4], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",0468ccea-2c4c-45f7-a269-ac2bb52e0fc7,True,,Goal,0.09197221,Normal,Open Play,,,,Mumbai City,7287,00:01:38.999,Shot,
,,,,,,,,,,,,,,,,,0.799246,,,,,,,,,,,,,3b90e5c4-be0b-4430-abe7-6f831c9b32a3,1773,,,"[105.7, 33.2]",3813312,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Bipin Singh Thounajam,124902.0,Left Wing,98,Mumbai City,7287,['351bb028-1183-4a4b-ada2-2813ecd73a98'],34,,Left Foot,"[120.0, 43.6, 1.3]",,"[{'location': [91.9, 41.3], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 50.7], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.1, 57.6], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.6, 39.3], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.6, 47.0], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 30.3], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 34.9], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 37.2], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 48.1], 'player': {'id': 163343, 'name': 'Lenny Rodrigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",55a5eb71-279c-413d-91a1-625ed388ae9a,,,Goal,0.30893648,Normal,Open Play,,,,Mumbai City,7287,00:06:34.252,Shot,
,,,,,,,,,,,,,,,,,0.575133,,,,,,,,,,,,,bbdab4db-67de-4814-821e-90cfa858c638,1834,,,"[108.3, 52.3]",3813312,54,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Manvir Singh,124741.0,Right Wing,102,ATK Mohun Bagan,7282,"['282ce291-fd71-4bd3-88d4-624c0935d64b', '6932d1a9-b372-43ff-891e-a5b65a62616d']",21,,Right Foot,"[120.0, 42.7, 3.6]",,"[{'location': [116.8, 43.9], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 39.1], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.2, 45.9], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 51.1], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",30d16f75-f719-486a-b470-8193acefb0df,True,,Off T,0.13504669,Normal,Open Play,,,,ATK Mohun Bagan,7282,00:09:21.957,Shot,True
,,,,,,,,,,,,,,,,,0.470431,,,,,,,,,,,,,250d70be-dd5d-4cb3-a458-790ddf912315,1917,,,"[111.7, 53.6]",3813312,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Amey Ganesh Ranawade,159767.0,Right Back,105,Mumbai City,7287,"['9b9c1b24-b9c2-407a-9b70-33f365038a0a', 'eaebe39c-fb1f-4a3c-aea3-d0f978889ead']",54,,Right Foot,"[117.9, 42.8, 0.3]",,"[{'location': [98.2, 38.2], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.9, 37.3], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 53.5], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.4, 39.6], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 34.9], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 43.9], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 44.8], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 51.5], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b6d98d76-baf2-4720-8cd4-0a04bb23d5b1,True,,Saved,0.06865009,Half Volley,Open Play,,,,Mumbai City,7287,00:10:54.763,Shot,True
,,,,,,,,,,,,,,,,,1.393189,,,,,,,,,,,,,98c2547a-3a24-4a25-bed2-afaca7a3af95,1926,,,"[92.7, 53.1]",3813312,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Bipin Singh Thounajam,124902.0,Left Wing,107,Mumbai City,7287,['c2fecaa7-353d-4ffd-ac93-655389287ee7'],10,,Right Foot,"[120.0, 36.6, 6.5]",,"[{'location': [104.9, 59.7], 'player': {'id': 163345, 'name': 'David Joel Williams'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.9, 45.7], 'player': {'id': 163344, 'name': 'Roy Krishna'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.1, 45.9], 'player': {'id': 124756, 'name': 'Subhasish Bose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.4], 'player': {'id': 124773, 'name': 'Amrinder Singh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 44.7], 'player': {'id': 24303, 'name': 'Joni Ensio Kauko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 43.2], 'player': {'id': 9989, 'name': 'Carl Gerard McHugh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 47.2], 'player': {'id': 163343, 'name': 'Lenny Rodrigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.6, 40.0], 'player': {'id': 124772, 'name': 'Pritam Kotal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.2, 32.5], 'player': {'id': 163339, 'name': 'Prabir Das'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 27.0], 'player': {'id': 124741, 'name': 'Manvir Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.1, 47.4], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.5, 69.8], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.8, 41.6], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.3, 37.5], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 36.5], 'player': {'id': 8038, 'name': 'Igor Angulo Albóniga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Off T,0.018947897,Normal,Open Play,,,,Mumbai City,7287,00:13:10.050,Shot,
