50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.253528,,,,,,,,,,,,,,,f09909d1-fd1e-41c1-ba9a-2b10f0f1f7ce,658,,"[101.3, 56.2]",3879801,15,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,26,Inter Milan,238,"['053914a2-1568-4717-977d-165d118554ba', '17d3255a-9349-4de6-a7c3-787424ab2c48', '4ccca2a2-8346-4b19-bfe1-e2a581734843']",39,,Left Foot,"[107.3, 51.5]",,"[{'location': [110.3, 40.3], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 48.4], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.4, 51.5], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 43.7], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.9, 39.4], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 37.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.5, 36.8], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.1, 60.6], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.6, 66.7], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 59.2], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 57.5], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.5, 42.8], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 72.2], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.5, 60.4], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",8c0fe317-3b80-471d-8590-c1db725ab91e,,Blocked,0.028619787,Normal,Open Play,,,,Inter Milan,238,00:15:39.421,Shot,True
,,,,,,,,,,,,,,,,,0.51981,,,,,,,,,,,,,,,f77fa37b-837d-4cc5-8acb-2c96039ff963,662,,"[108.0, 40.0]",3879801,16,,,,,,,,,,,,,,,,,,,,,,1,Other,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,27,Inter Milan,238,['4bbdc414-4cd2-4dac-84b1-d7da90240eab'],44,,Right Foot,"[120.0, 43.1, 1.3]",,,,,Goal,0.7835,Normal,Penalty,,,,Inter Milan,238,00:16:44.483,Shot,
,,,,,,,,,,,,,,,,,0.080006,,,,,,,,,,,,,,,a96e37fa-4704-417d-a0b5-678ddf38d98f,926,,"[88.7, 32.5]",3879801,23,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marco Benassi,7149.0,Right Center Midfield,41,Torino,241,"['66c4db49-be8c-48b8-a789-f1477c6bd369', 'b29e682e-85fd-4120-a6d8-006ada91457c', 'ee39e336-e6a4-4255-873d-fe04bef017fa']",25,,Left Foot,"[89.8, 32.7]",,"[{'location': [117.9, 40.0], 'player': {'id': 7001, 'name': 'Samir Handanovič'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.8, 11.9], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [83.1, 29.4], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.0, 44.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.9, 48.8], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.8, 32.6], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.4, 38.9], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.6, 30.2], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.5, 30.3], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.3, 49.4], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f4e0796e-680f-426c-b620-d0b1e65c7895,,Blocked,0.015354755,Normal,Open Play,,,,Torino,241,00:23:25.045,Shot,True
,,,,,,,,,,,,,,,,,1.398825,,,,,,,,,,,,,,,0ae879de-9768-464e-9462-5701203a8ed9,1076,,"[92.1, 47.3]",3879801,26,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Left Defensive Midfield,45,Inter Milan,238,['0de3dfe8-ff60-46d9-8a9f-83b640bc0f97'],32,,Left Foot,"[120.0, 30.6, 6.5]",,"[{'location': [99.3, 72.2], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.2, 50.4], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 44.6], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.7, 36.6], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 28.0], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.2, 57.3], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.5, 53.8], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.8, 42.8], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 48.1], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 39.8], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 32.6], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.9, 35.6], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.6, 50.1], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",6ec4a78c-24fd-4244-ade6-dcf17868056a,,Off T,0.030480698,Normal,Open Play,,,,Inter Milan,238,00:26:32.181,Shot,
,,,,,,,,,,,,,,,,,0.135086,,,,,,,,,,,,,,,ac547d3a-fae5-40e6-8ff7-24672fdef2b6,1164,,"[108.2, 31.0]",3879801,28,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Brozović,5469.0,Left Defensive Midfield,49,Inter Milan,238,"['00128e96-2004-4512-b19b-54b14763eb64', '70aa6b37-2b0b-455a-ac3f-bfd69e5c158c', 'd1f18eb5-39c6-4179-9adc-69ba5990045f']",18,,Left Foot,"[110.2, 32.0]",,"[{'location': [104.2, 30.8], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 34.4], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.3, 32.1], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.8, 39.0], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 44.4], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.0, 36.9], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.7, 31.1], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.6, 6.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.7, 44.0], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.1, 45.7], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Blocked,0.06629897,Normal,Open Play,,,,Inter Milan,238,00:28:18.139,Shot,True
,,,,,,,,,,,,,,,,,0.758628,,,,,,,,,,,,,,,97df4e0c-fc8c-4cff-a192-8b26cc6b69d3,1237,,"[113.3, 43.7]",3879801,32,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,João Miranda de Souza Filho,5551.0,Right Center Back,54,Inter Milan,238,"['3761dc13-2f32-4b9e-ac75-046f64644587', 'add707fc-aea1-4a45-bd9f-ba87ca12a1dc']",26,,Right Foot,"[120.0, 45.5, 1.1]",True,"[{'location': [113.3, 35.8], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 43.3], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.5, 40.8], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.3, 45.6], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 44.4], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 42.7], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.6, 52.9], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.6, 53.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.0, 62.0], 'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.7, 65.1], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.5, 41.2], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 35.7], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.2, 31.9], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.1, 37.8], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 57.7], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.9, 69.4], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 69.0], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",679ed848-7098-40ac-bae6-d1466077ca89,,Off T,0.19890577,Half Volley,Open Play,,,,Inter Milan,238,00:32:26.022,Shot,True
,,,,,,,,,,,,,,,,,0.044239,,,,,,,,,,,,,,,f2f6845b-3b7f-4aa2-a381-973da383bba2,1276,,"[115.4, 26.5]",3879801,33,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Perišić,5474.0,Left Wing,56,Inter Milan,238,"['4fca1093-b8da-454e-b191-fc206e203bf4', '8b2de4e2-a365-44e8-9030-8d1042a6df9e', '91f39f21-8e2a-44b3-b06d-1652ce857b29']",25,,Left Foot,"[115.8, 27.9]",,"[{'location': [115.8, 27.9], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 29.9], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.9, 31.4], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 37.4], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 41.8], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.9, 35.9], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 34.9], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.6, 38.4], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.3, 49.8], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d14bfcb3-271e-42e4-a1cc-9a3dac1f0a23,,Blocked,0.017142113,Normal,Open Play,,,,Inter Milan,238,00:33:25.692,Shot,True
,,,,,,,,,,,,,,,,,0.335816,,,,,,,,,,,,,,,8f95da0b-6001-42ec-be25-8b519b6f406d,1284,,"[107.3, 40.1]",3879801,33,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ivan Perišić,5474.0,Left Wing,57,Inter Milan,238,['eb004930-a3b1-433b-87a3-d6e1ce8db3eb'],56,,Left Foot,"[108.2, 45.8]",True,"[{'location': [118.1, 37.4], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 43.6], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.5, 38.6], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 40.1], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 44.9], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.7, 43.0], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 55.3], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 35.1], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 23.9], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.4, 35.0], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [92.2, 49.3], 'player': {'id': 8193, 'name': 'Maximiliano Gastón López'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.4, 34.8], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.3, 23.3], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.1, 46.1], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.2, 40.2], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.6, 57.7], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.3, 48.9], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Wayward,0.08219813,Half Volley,Open Play,,,,Inter Milan,238,00:33:56.255,Shot,
,,,,,,,,,,,,,,,,,1.102907,,,,,,,,,,,,,,,db836eee-3639-4c21-a069-77c6b56fab2d,1289,,"[106.7, 47.4]",3879801,33,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Mauro Emanuel Icardi Rivero,6987.0,Center Forward,57,Inter Milan,238,['8ce7e1f7-deca-4b48-aeff-2f284e57b3fd'],58,,Left Foot,"[120.0, 30.8, 0.2]",,"[{'location': [100.4, 36.6], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.7, 44.7], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 42.4], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 38.0], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.1, 27.3], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 47.7], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.4, 48.5], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.5, 39.9], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 46.2], 'player': {'id': 7471, 'name': 'Andrea Belotti'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.1, 41.0], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 68.8], 'player': {'id': 5587, 'name': 'Adem Ljajić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 41.0], 'player': {'id': 6969, 'name': 'Juan Guilherme Nunes Jesus'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 37.1], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.4, 29.8], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 42.1], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.9, 51.8], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Off T,0.089916356,Normal,Open Play,,,,Inter Milan,238,00:33:58.777,Shot,
,,,,,,,,,,,,,,,,,0.060241,,,,,,,,,,,,,,,d80ba33a-dc88-432b-89f8-786f9bcccb1f,1574,,"[101.4, 37.2]",3879801,38,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adem Ljajić,5587.0,Right Wing,65,Inter Milan,238,"['7c354381-8870-49fc-9885-868273b7414b', 'd6eb6012-4af4-4dbf-b274-d6617b1b5f46', 'f422ed56-0624-43ec-a583-05e1f41065da']",50,,Left Foot,"[102.7, 37.5]",,"[{'location': [103.7, 35.3], 'player': {'id': 6965, 'name': 'Bruno da Silva Peres'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.7, 37.5], 'player': {'id': 40427, 'name': 'Cesare Bovo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 39.4], 'player': {'id': 40430, 'name': 'Giuseppe Vives'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 42.9], 'player': {'id': 4709, 'name': 'Pontus Jansson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 54.7], 'player': {'id': 7476, 'name': 'Emiliano Moretti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.8, 39.2], 'player': {'id': 34881, 'name': 'Daniele Padelli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 69.8], 'player': {'id': 7479, 'name': 'Cristian Molinaro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.0, 34.7], 'player': {'id': 7149, 'name': 'Marco Benassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.2, 56.2], 'player': {'id': 7470, 'name': 'Joel Chukwuma Obi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 25.5], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.9, 45.8], 'player': {'id': 6987, 'name': 'Mauro Emanuel Icardi Rivero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.6, 62.0], 'player': {'id': 7165, 'name': 'Rodrigo Sebastián Palacio'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.4, 69.9], 'player': {'id': 6999, 'name': 'Davide Santon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.050626475,Normal,Open Play,,,,Inter Milan,238,00:38:50.610,Shot,True
